,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202203120SAS,IND,SAS,IND,"AT&T Center, San Antonio, Texas",none,2022-03-12 20:00:00,2022-03-12 22:00:00,"['Matt Boland', 'David Guthrie', 'J.T. Orr']",14605,0,26,38,18,26,[],108,1,1.0,"['vassede01', 'jonestr01', 'richajo01', 'colliza01', 'mcderdo01', 'landajo01', 'walkelo01', 'primojo01', 'bateske01', 'wieskjo01', 'cacokde01']","[26, 41]",0,146920836,13356439.64,67,34,37,26,22,[],119,-3,4.0,"['halibty01', 'hieldbu01', 'duartch01', 'brissos01', 'jacksis01', 'smithja04', 'washidu02', 'bitadgo01', 'sykeske01', 'taylote01', 'stephla01']","[22, 45]",1,136815163,12437742.09,67
202203120UTA,UTA,UTA,SAC,"Vivint Smart Home Arena, Salt Lake City, Utah",conference,2022-03-12 21:00:00,2022-03-12 23:00:00,"['James Capers Jr.', 'Mousa Dagher', 'Eric Dalen']",18306,0,37,34,29,34,[],134,-1,1.0,"['mitchdo01', 'onealro01', 'whiteha01', 'bogdabo02', 'houseda01', 'clarkjo01', 'gayru01', 'pascher01', 'butleja02', 'hernaju01', 'alexani01', 'goberru01']","[41, 25]",3,685911303,57159275.25,66,42,25,21,37,[],125,-3,3.0,"['foxde01', 'barneha02', 'jonesda03', 'lylestr01', 'holidju01', 'holmeri01', 'metuch01', 'mitchda01', 'divindo01', 'lambje01', 'harklma01', 'lenal01', 'quetane01', 'jacksjo02']","[24, 44]",0,494377245,35312660.36,68
202203130ATL,ATL,ATL,IND,"State Farm Arena, Atlanta, Georgia",conference,2022-03-13 19:00:00,2022-03-13 21:00:00,"['Scott Foster', 'Natalie Sago', 'Dedric Taylor']",17038,0,37,40,28,26,[],131,1,2.0,"['huntede01', 'youngtr01', 'huertke01', 'gallida01', 'capelca01', 'bogdabo01', 'okongon01', 'willilo02', 'wrighde01', 'luwawti01', 'dienggo01', 'knoxke01', 'mayssk01']","[32, 34]",2,605276917,46559762.85,66,28,31,33,36,[],128,1,1.0,"['halibty01', 'hieldbu01', 'brissos01', 'jacksis01', 'taylote01', 'washidu02', 'smithja04', 'sykeske01', 'duartch01', 'bitadgo01', 'stephla01']","[23, 45]",0,136815163,12437742.09,68
202203130BOS,DAL,BOS,DAL,"TD Garden, Boston, Massachusetts",none,2022-03-13 15:30:00,2022-03-13 17:30:00,"['Ray Acosta', 'John Goble', 'Mark Lindsay']",19156,0,20,27,26,19,[],92,5,2.0,"['tatumja01', 'brownja02', 'williro04', 'smartma01', 'horfoal01', 'whitede01', 'willigr01', 'pritcpa01', 'martike03', 'stausni01', 'fittsma01', 'theisda01', 'hausesa01', 'kornelu01']","[41, 27]",0,525581409,37541529.21,68,18,20,38,19,[],95,1,2.0,"['doncilu01', 'finnedo01', 'dinwisp01', 'brunsja01', 'poweldw01', 'klebima01', 'greenjo02', 'burketr01', 'bertada01', 'brownst02', 'marjabo01', 'ntilila01']","[41, 26]",1,322947363,26912280.25,67
202203130BRK,BRK,BRK,NYK,"Barclays Center, Brooklyn, New York",division,2022-03-13 13:00:00,2022-03-13 15:00:00,"['Ed Malloy', 'Josh Tiven', 'Justin Van Duyne']",18057,0,35,27,26,22,[],110,2,3.0,"['duranke01', 'brownbr01', 'dragigo01', 'millspa02', 'drumman01', 'johnsja01', 'claxtni01', 'thomaca02', 'griffbl01', 'curryse01', 'edwarke02', 'sharpda01']","[34, 33]",2,1056784780,88065398.33,67,30,30,23,24,[],107,-1,2.0,"['barrerj01', 'randlju01', 'burksal01', 'fournev01', 'robinmi01', 'quickim01', 'simsje01', 'mcbrimi01', 'toppiob01', 'gibsota01', 'arcidry01']","[28, 39]",0,395363752,35942159.27,67
202203130DET,LAC,DET,LAC,"Little Caesars Arena, Detroit, Michigan",none,2022-03-13 15:00:00,2022-03-13 17:00:00,"['Courtney Kirkland', 'Gediminas Petraitis', 'C.J. Washington']",19313,0,24,29,19,30,[],102,-2,2.0,"['cunnica01', 'grantje01', 'josepco01', 'beysa01', 'baglema01', 'liveris01', 'leesa01', 'olynyke01', 'pickeja01', 'hayeski01', 'mcgruro01', 'garzalu01']","[18, 49]",0,278522561,23210213.42,67,16,23,31,36,[],106,-1,2.0,"['jacksre01', 'coffeam01', 'morrima03', 'zubaciv01', 'batumni01', 'kennalu01', 'mannte01', 'harteis01', 'bostobr01', 'ojelese01', 'hoodro01']","[35, 34]",1,438628417,39875310.64,69
202203130NOP,NOP,NOP,HOU,"Smoothie King Center, New Orleans, Louisiana",division,2022-03-13 19:00:00,2022-03-13 21:00:00,"['Nick Buchert', 'Tyler Ford', 'Brandon Schwab']",15683,0,29,39,30,32,[],130,-4,2.0,"['marshna01', 'joneshe01', 'grahade01', 'hayesja02', 'valanjo01', 'alvarjo01', 'murphtr02', 'wallaty01', 'hernawi01', 'johnsal02', 'templga01', 'snellto01', 'clarkga01']","[27, 40]",2,260818116,20062932.0,67,32,23,17,33,[],105,-1,2.0,"['mathega01', 'greenja05', 'porteke02', 'woodch01', 'tateja01', 'martike04', 'chrisjo01', 'nixda01', 'sengual01', 'nwabada01', 'garubus01', 'fernabr01', 'gordoer01']","[17, 50]",1,235974503,18151884.85,67
202203130OKC,MEM,OKC,MEM,"Paycom Center, Oklahoma City, Oklahoma",conference,2022-03-13 19:00:00,2022-03-13 21:00:00,"['Brent Barnaky', 'Evan Scott', 'James Williams']",17482,0,26,28,25,39,[],118,-4,4.0,"['bazleda01', 'gilgesh01', 'manntr01', 'maledth01', 'robyis01', 'waterli01', 'pokusal01', 'krejcvi01', 'sarrol01', 'wiggiaa01', 'favorde01', 'willike04']","[20, 46]",1,170012622,14167718.5,66,38,23,34,30,[],125,2,2.0,"['moranja01', 'banede01', 'jacksja02', 'brookdi01', 'adamsst01', 'clarkbr01', 'willizi02', 'anderky01', 'jonesty01', 'meltode01', 'tillmxa01', 'konchjo01', 'tilliki02', 'culveja01']","[46, 22]",1,350492955,25035211.07,68
202203130ORL,PHI,ORL,PHI,"Amway Center, Orlando, Florida",conference,2022-03-13 18:00:00,2022-03-13 20:00:00,"['John Conley', 'Kevin Cutler', 'Rodney Mott']",14444,0,29,30,21,24,[],114,2,2.0,"['cartewe01', 'anthoco01', 'wagnefr01', 'bambamo01', 'suggsja01', 'hamptrj01', 'okekech01', 'fultzma01', 'harriga01', 'wagnemo01', 'rosste01', 'lopezro01', 'brazdig01', 'schofad01']","[18, 50]",0,401596952,28685496.57,68,24,23,27,30,[],116,-1,3.0,"['maxeyty01', 'hardeja01', 'harrito02', 'embiijo01', 'thybuma01', 'niangge01', 'joeis01', 'miltosh01', 'jordade01', 'millspa01', 'korkmfu01', 'reedpa01', 'brownch02']","[40, 25]",3,982018549,75539888.38,65
202203130PHO,PHO,PHO,LAL,"Phoenix Suns Arena, Phoenix, Arizona",division,2022-03-13 21:00:00,2022-03-13 23:00:00,"['Tony Brothers', 'Eric Dalen', 'Derek Richardson']",17071,0,48,31,40,21,[],140,-1,2.0,"['bookede01', 'bridgmi01', 'crowdja01', 'aytonde01', 'payneca01', 'holidaa01', 'craigto01', 'shamela01', 'wainris01', 'biyombi01', 'mcgeeja01', 'paytoel01']","[53, 14]",2,450574328,37547860.67,67,22,34,34,21,[],111,1,2.0,"['jamesle01', 'westbru01', 'monkma01', 'reaveau01', 'johnsst04', 'bradlav01', 'hortota01', 'anthoca01', 'howardw01', 'gabriwe01', 'augusdj01', 'ellinwa01', 'bazemke01', 'arizatr01']","[29, 37]",0,1629462671,116390190.8,66
202203140ATL,ATL,ATL,POR,"State Farm Arena, Atlanta, Georgia",none,2022-03-14 19:30:00,2022-03-14 21:30:00,"['Mousa Dagher', 'Kane Fitzgerald', 'Lauren Holtkamp-Sterling']",16432,0,29,29,31,33,[],122,2,1.0,"['youngtr01', 'huertke01', 'huntede01', 'wrighde01', 'capelca01', 'bogdabo01', 'okongon01', 'willilo02', 'luwawti01', 'knoxke01', 'mayssk01', 'dienggo01']","[33, 34]",0,427591103,35632591.92,67,34,33,17,29,[],113,1,2.0,"['watfotr01', 'hartjo01', 'willibr03', 'eubandr01', 'ellebcj01', 'johnske07', 'dunnkr01', 'hugheel01', 'browngr01', 'mclembe01', 'winslju01', 'blevike01']","[26, 40]",1,132744483,11062040.25,66
202203140CLE,CLE,CLE,LAC,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",none,2022-03-14 19:00:00,2022-03-14 21:00:00,"['Mitchell Ervin', 'Brett Nansel', 'Josh Tiven']",18742,0,33,23,31,19,[],120,-2,2.0,"['markkla01', 'garlada01', 'mobleev01', 'okorois01', 'stevela01', 'leverca01', 'loveke01', 'goodwbr01', 'windldy01', 'osmande01', 'davised01', 'nembhrj01', 'brownmo01']","[38, 29]",1,443146976,34088228.92,67,27,30,24,25,[],111,1,1.0,"['mannte01', 'kennalu01', 'coffeam01', 'zubaciv01', 'batumni01', 'bostobr01', 'harteis01', 'ojelese01', 'hoodro01', 'morrima03', 'jacksre01']","[36, 34]",0,438628417,39875310.64,70
202203140GSW,GSW,GSW,WAS,"Chase Center, San Francisco, California",none,2022-03-14 22:00:00,2022-03-15 00:00:00,"['Pat Fraher', 'Tom Washington', 'Leon Wood']",18064,0,33,40,28,25,[],126,3,2.0,"['curryst01', 'thompkl01', 'poolejo01', 'kuminjo01', 'looneke01', 'bjeline01', 'porteot01', 'greendr01', 'moodymo01', 'toscaju01', 'leeda03']","[46, 22]",0,778365626,70760511.45,68,30,27,27,28,[],112,-3,2.0,"['caldwke01', 'kuzmaky01', 'porzikr01', 'netora01', 'kispeco01', 'avdijde01', 'smithis01', 'hachiru01', 'gaffoda01', 'satorto01', 'gillan01', 'bryanth01']","[29, 37]",0,353942048,29495170.67,66
202203140LAL,TOR,LAL,TOR,"Crypto.com Arena, Los Angeles, California",none,2022-03-14 22:30:00,2022-03-15 00:30:00,"['James Capers Jr.', 'Derrick Collins', 'Andy Nagy']",18228,0,12,28,31,32,[],103,-1,1.0,"['jamesle01', 'westbru01', 'monkma01', 'reaveau01', 'johnsst04', 'anthoca01', 'hortota01', 'ellinwa01', 'gabriwe01', 'augusdj01', 'bradlav01', 'arizatr01', 'bazemke01']","[29, 38]",0,1381573979,106274921.5,67,33,25,33,23,[],114,3,2.0,"['vanvlfr01', 'barnesc01', 'trentga02', 'siakapa01', 'achiupr01', 'bouchch01', 'youngth01', 'birchkh01', 'bantoda01', 'brookar01', 'mykhasv01', 'watanyu01']","[37, 30]",0,341651150,28470929.17,67
202203140OKC,CHO,OKC,CHO,"Paycom Center, Oklahoma City, Oklahoma",none,2022-03-14 20:00:00,2022-03-14 22:00:00,"['Bill Kennedy', 'J.T. Orr', 'Phenizee Ransom']",15810,0,41,23,27,25,[],116,-5,1.0,"['gilgesh01', 'bazleda01', 'sarrol01', 'maledth01', 'manntr01', 'pokusal01', 'waterli01', 'krejcvi01', 'robyis01', 'favorde01', 'willike04', 'wiggiaa01']","[20, 47]",0,170012622,14167718.5,67,29,36,37,32,[],134,1,3.0,"['roziete01', 'washipj01', 'bridgmi02', 'ballla01', 'plumlma01', 'martico01', 'harremo01', 'oubreke01', 'thomais02', 'mcdanja01', 'richani01', 'thorjt01']","[33, 35]",1,306040464,25503372.0,68
202203140PHI,DEN,PHI,DEN,"Wells Fargo Center, Philadelphia, Pennsylvania",none,2022-03-14 19:30:00,2022-03-14 21:30:00,"['Matt Boland', 'J.B. DeRosa', 'Eric Lewis']",21444,0,37,21,30,22,[],110,1,1.0,"['maxeyty01', 'hardeja01', 'harrito02', 'embiijo01', 'thybuma01', 'niangge01', 'greenda02', 'jordade01', 'miltosh01', 'joeis01', 'reedpa01', 'millspa01', 'korkmfu01', 'brownch02']","[41, 25]",1,1074712179,76765155.64,66,22,31,28,33,[],114,-2,2.0,"['jokicni01', 'morrimo01', 'bartowi01', 'greenje02', 'gordoaa01', 'hylanbo01', 'greenja01', 'riverau01', 'couside01', 'forbebr01', 'campafa01', 'howarma02', 'reedda01']","[40, 28]",0,579775731,44598133.15,68
202203140SAC,SAC,SAC,CHI,"Golden 1 Center, Sacramento, California",none,2022-03-14 22:00:00,2022-03-15 00:00:00,"['Karl Lane', 'Aaron Smith', 'Zach Zarba']",15943,0,27,36,25,24,[],112,-4,2.0,"['foxde01', 'sabondo01', 'barneha02', 'divindo01', 'lylestr01', 'mitchda01', 'metuch01', 'holmeri01', 'harklma01', 'jacksjo02', 'jonesda03', 'lenal01', 'quetane01']","[24, 45]",0,453715785,34901214.23,69,17,26,34,26,[],103,2,2.0,"['derozde01', 'lavinza01', 'vucevni01', 'dosunay01', 'greenja02', 'carusal01', 'whiteco01', 'jonesde02', 'thomptr01', 'bradlto01', 'thomama02', 'browntr01']","[41, 26]",1,630399042,52533253.5,67
202203140SAS,MIN,SAS,MIN,"AT&T Center, San Antonio, Texas",conference,2022-03-14 20:30:00,2022-03-14 22:30:00,"['Tre Maddox', 'Danielle Scott', 'Ben Taylor']",14143,0,32,41,33,33,[],139,-1,2.0,"['johnske04', 'murrade01', 'vassede01', 'poeltja01', 'richajo01', 'walkelo01', 'colliza01', 'primojo01', 'jonestr01', 'wieskjo01', 'landajo01']","[26, 42]",0,167687610,15244328.18,68,40,35,46,28,[],149,1,2.0,"['townska01', 'mcdanja02', 'edwaran01', 'beverpa01', 'russeda01', 'princta02', 'nowelja01', 'beaslma01', 'knighna01', 'okogijo01', 'bolmale01', 'mclaujo01', 'laymaja01']","[39, 30]",1,419022279,32232483.0,69
202203140UTA,MIL,UTA,MIL,"Vivint Smart Home Arena, Salt Lake City, Utah",none,2022-03-14 22:00:00,2022-03-15 00:00:00,"['Tony Brothers', 'Michael Smith', 'Scott Wall']",18306,0,39,20,34,18,[],111,1,2.0,"['mitchdo01', 'onealro01', 'conlemi01', 'goberru01', 'houseda01', 'clarkjo01', 'gayru01', 'whiteha01', 'pascher01', 'alexani01', 'butleja02', 'hernaju01']","[42, 25]",1,831126166,69260513.83,67,37,31,21,28,[],117,-1,2.0,"['holidjr01', 'middlkh01', 'antetgi01', 'portibo01', 'allengr01', 'matthwe02', 'carteje01', 'lopezbr01', 'hillge01', 'ibakase01', 'nworajo01', 'antetth01']","[42, 26]",0,1066849305,88904108.75,68
202203150IND,MEM,IND,MEM,"Gainbridge Fieldhouse, Indianapolis, Indiana",none,2022-03-15 19:00:00,2022-03-15 21:00:00,"['Eric Dalen', 'Justin Van Duyne', 'Sean Wright']",15027,0,25,24,21,32,[],102,-1,2.0,"['halibty01', 'brogdma01', 'hieldbu01', 'brissos01', 'jacksis01', 'taylote01', 'smithja04', 'washidu02', 'duartch01', 'stephla01', 'sykeske01', 'bitadgo01']","[23, 46]",0,202997725,16916477.08,69,32,42,30,31,[],135,3,2.0,"['jonesty01', 'brookdi01', 'banede01', 'adamsst01', 'jacksja02', 'meltode01', 'anderky01', 'konchjo01', 'clarkbr01', 'willizi02', 'tillmxa01', 'culveja01', 'tilliki02']","[47, 22]",0,322992555,24845581.15,69
202203150MIA,MIA,MIA,DET,"FTX Arena, Miami, Florida",conference,2022-03-15 19:30:00,2022-03-15 21:30:00,"['Mousa Dagher', 'Tyler Ford', 'Jacyn Goble']",19600,0,29,28,11,37,[],105,-1,3.0,"['lowryky01', 'tuckepj01', 'adebaba01', 'robindu01', 'butleji01', 'herroty01', 'morrima02', 'oladivi01', 'strusma01', 'dedmode01', 'vincega01', 'highsha01', 'yurtsom01', 'hasleud01']","[45, 24]",2,796575958,56898282.71,69,22,29,22,25,[],98,-3,2.0,"['grantje01', 'beysa01', 'stewais01', 'mcgruro01', 'josepco01', 'liveris01', 'hayeski01', 'baglema01', 'olynyke01', 'jacksfr01', 'diallha01', 'cunnica01']","[18, 50]",1,298687952,24890662.67,68
202203150NOP,PHO,NOP,PHO,"Smoothie King Center, New Orleans, Louisiana",conference,2022-03-15 20:00:00,2022-03-15 22:00:00,"['Jason Goldenberg', 'David Guthrie', 'Dedric Taylor']",16789,0,29,30,26,30,[],115,1,2.0,"['mccolcj01', 'joneshe01', 'hayesja02', 'valanjo01', 'grahade01', 'murphtr02', 'alvarjo01', 'wallaty01', 'marshna01', 'hernawi01', 'clarkga01', 'snellto01', 'templga01']","[28, 40]",1,404917582,31147506.31,68,33,34,31,33,[],131,1,2.0,"['bridgmi01', 'bookede01', 'payneca01', 'aytonde01', 'crowdja01', 'craigto01', 'holidaa01', 'mcgeeja01', 'shamela01', 'wainris01', 'biyombi01', 'paytoel01']","[54, 14]",2,450574328,37547860.67,68
202203150ORL,BRK,ORL,BRK,"Amway Center, Orlando, Florida",conference,2022-03-15 19:00:00,2022-03-15 21:00:00,"['Ray Acosta', 'Brent Barnaky', 'Kane Fitzgerald']",15282,0,30,26,33,19,[],108,-1,2.0,"['hamptrj01', 'wagnefr01', 'cartewe01', 'anthoco01', 'bambamo01', 'okekech01', 'wagnemo01', 'fultzma01', 'brazdig01', 'schofad01', 'rosste01', 'lopezro01', 'harriga01']","[18, 51]",1,395004032,30384925.54,69,48,38,30,34,[],150,3,2.0,"['irvinky01', 'brownbr01', 'duranke01', 'dragigo01', 'drumman01', 'edwarke02', 'claxtni01', 'johnsja01', 'millspa02', 'griffbl01', 'curryse01', 'thomaca02']","[35, 33]",2,1249598497,104133208.1,68
202203160BRK,DAL,BRK,DAL,"Barclays Center, Brooklyn, New York",none,2022-03-16 19:30:00,2022-03-16 21:30:00,"['Brandon Adair', 'Mitchell Ervin', 'Scott Foster']",17981,0,30,31,30,20,[],111,4,1.0,"['duranke01', 'brownbr01', 'millspa02', 'dragigo01', 'drumman01', 'claxtni01', 'edwarke02', 'johnsja01', 'thomaca02', 'sharpda01', 'griffbl01', 'curryse01']","[36, 33]",1,1056784780,88065398.33,69,23,35,21,34,[],113,2,3.0,"['doncilu01', 'brunsja01', 'finnedo01', 'dinwisp01', 'poweldw01', 'klebima01', 'greenjo02', 'bertada01', 'brownst02', 'ntilila01', 'marjabo01', 'burketr01']","[42, 26]",0,322947363,26912280.25,68
202203160CHO,CHO,CHO,ATL,"Spectrum Center, Charlotte, North Carolina",division,2022-03-16 19:00:00,2022-03-16 21:00:00,"['Jacyn Goble', 'Eric Lewis', 'Jonathan Sterling']",16648,0,29,33,23,31,[],116,2,2.0,"['ballla01', 'roziete01', 'bridgmi02', 'washipj01', 'plumlma01', 'martico01', 'harremo01', 'oubreke01', 'mcdanja01', 'thomais02', 'thorjt01', 'richani01']","[34, 35]",1,306040464,25503372.0,69,33,34,18,21,[],106,3,2.0,"['youngtr01', 'huntede01', 'huertke01', 'capelca01', 'gallida01', 'bogdabo01', 'okongon01', 'wrighde01', 'willilo02', 'luwawti01', 'dienggo01', 'mayssk01', 'knoxke01']","[34, 34]",2,605276917,46559762.85,68
202203160CLE,PHI,CLE,PHI,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",conference,2022-03-16 19:00:00,2022-03-16 21:00:00,"['Mark Lindsay', 'Justin Van Duyne', 'James Williams']",19432,0,23,36,31,24,[],114,1,2.0,"['okorois01', 'garlada01', 'markkla01', 'mobleev01', 'stevela01', 'leverca01', 'loveke01', 'goodwbr01', 'brownmo01', 'windldy01', 'davised01', 'osmande01', 'nembhrj01']","[39, 29]",0,443146976,34088228.92,68,30,42,13,33,[],118,-1,2.0,"['hardeja01', 'harrito02', 'maxeyty01', 'embiijo01', 'thybuma01', 'greenda02', 'niangge01', 'jordade01', 'joeis01', 'miltosh01', 'korkmfu01', 'brownch02', 'millspa01', 'reedpa01']","[41, 26]",2,1074712179,76765155.64,67
202203160GSW,BOS,GSW,BOS,"Chase Center, San Francisco, California",none,2022-03-16 22:00:00,2022-03-17 00:00:00,"['James Capers Jr.', 'Lauren Holtkamp-Sterling', 'Karl Lane']",18064,0,17,15,37,19,[],88,4,2.0,"['poolejo01', 'thompkl01', 'looneke01', 'porteot01', 'curryst01', 'kuminjo01', 'greendr01', 'leeda03', 'weathqu01', 'toscaju01', 'moodymo01', 'chiozch01']","[47, 22]",1,744284485,62023707.08,69,23,25,31,31,[],110,-1,3.0,"['tatumja01', 'brownja02', 'smartma01', 'horfoal01', 'williro04', 'whitede01', 'willigr01', 'pritcpa01', 'theisda01', 'hausesa01', 'stausni01', 'fittsma01']","[41, 28]",0,517656025,43138002.08,69
202203160HOU,PHO,HOU,PHO,"Toyota Center, Houston, Texas",conference,2022-03-16 20:00:00,2022-03-16 22:00:00,"['Bill Kennedy', 'J.T. Orr', 'Scott Wall']",18055,0,31,27,24,30,[],112,-2,3.0,"['greenja05', 'porteke02', 'woodch01', 'tateja01', 'mathega01', 'schrode01', 'sengual01', 'martike04', 'chrisjo01', 'nixda01', 'fernabr01', 'nwabada01', 'garubus01']","[17, 51]",0,153244275,11788021.15,68,35,24,36,34,[],129,2,1.0,"['bridgmi01', 'bookede01', 'craigto01', 'payneca01', 'aytonde01', 'holidaa01', 'mcgeeja01', 'shamela01', 'wainris01', 'biyombi01', 'paytoel01', 'crowdja01']","[55, 14]",3,450574328,37547860.67,69
202203160LAC,TOR,LAC,TOR,"Crypto.com Arena, Los Angeles, California",none,2022-03-16 22:30:00,2022-03-17 00:30:00,"['Nick Buchert', 'Natalie Sago', 'Zach Zarba']",19068,0,26,18,30,26,[],100,-1,2.0,"['morrima03', 'jacksre01', 'batumni01', 'coffeam01', 'zubaciv01', 'mannte01', 'harteis01', 'kennalu01', 'covinro01', 'bostobr01', 'hoodro01', 'ojelese01']","[36, 35]",0,505371343,42114278.58,71,28,26,24,25,[],103,4,2.0,"['barnesc01', 'siakapa01', 'vanvlfr01', 'trentga02', 'birchkh01', 'achiupr01', 'bouchch01', 'youngth01', 'brookar01', 'watanyu01', 'mykhasv01', 'bantoda01']","[38, 30]",1,341651150,28470929.17,68
202203160MIN,MIN,MIN,LAL,"Target Center, Minneapolis, Minnesota",conference,2022-03-16 20:00:00,2022-03-16 22:00:00,"['John Goble', 'Aaron Smith', 'Michael Smith']",17136,0,31,36,19,38,[],124,2,2.0,"['edwaran01', 'russeda01', 'beverpa01', 'townska01', 'vandeja01', 'princta02', 'beaslma01', 'nowelja01', 'mclaujo01', 'knighna01', 'laymaja01', 'bolmale01', 'okogijo01', 'reidna01']","[40, 30]",2,427112328,30508023.43,70,17,29,31,27,[],104,-2,2.0,"['jamesle01', 'westbru01', 'monkma01', 'reaveau01', 'howardw01', 'anthoca01', 'ellinwa01', 'gabriwe01', 'bradlav01', 'augusdj01', 'hortota01', 'johnsst04', 'arizatr01', 'bazemke01']","[29, 39]",1,1629462671,116390190.8,68
202203160NYK,NYK,NYK,POR,"Madison Square Garden (IV), New York, New York",none,2022-03-16 19:30:00,2022-03-16 21:30:00,"['Rodney Mott', 'Brett Nansel', 'Ben Taylor']",18213,0,37,29,28,34,[],128,-2,3.0,"['barrerj01', 'randlju01', 'fournev01', 'burksal01', 'robinmi01', 'quickim01', 'simsje01', 'mcbrimi01', 'toppiob01', 'arcidry01', 'gibsota01']","[28, 40]",0,395363752,35942159.27,68,29,26,19,24,[],98,-1,2.0,"['watfotr01', 'eubandr01', 'willibr03', 'hartjo01', 'winslju01', 'dunnkr01', 'ellebcj01', 'johnske07', 'mclembe01', 'browngr01', 'hugheel01', 'blevike01']","[26, 41]",1,132744483,11062040.25,67
202203160SAC,MIL,SAC,MIL,"Golden 1 Center, Sacramento, California",none,2022-03-16 22:00:00,2022-03-17 00:00:00,"['Pat Fraher', 'Andy Nagy', 'Tom Washington']",15864,0,31,30,31,34,[],126,1,2.0,"['sabondo01', 'foxde01', 'lylestr01', 'barneha02', 'holidju01', 'mitchda01', 'divindo01', 'holmeri01', 'metuch01', 'harklma01', 'jonesda03', 'jacksjo02', 'lenal01']","[25, 45]",0,481989084,37076083.38,70,28,40,33,34,[],135,1,2.0,"['antetgi01', 'holidjr01', 'middlkh01', 'portibo01', 'allengr01', 'matthwe02', 'ibakase01', 'hillge01', 'lopezbr01', 'carteje01', 'antetth01', 'nworajo01']","[43, 26]",1,1066849305,88904108.75,69
202203160SAS,SAS,SAS,OKC,"AT&T Center, San Antonio, Texas",conference,2022-03-16 20:30:00,2022-03-16 22:30:00,"['Tony Brothers', 'Gediminas Petraitis', 'C.J. Washington']",14994,0,37,31,30,24,[],122,-2,2.0,"['murrade01', 'johnske04', 'vassede01', 'poeltja01', 'richajo01', 'walkelo01', 'primojo01', 'jonestr01', 'colliza01', 'landajo01', 'wieskjo01']","[26, 43]",2,167687610,15244328.18,69,29,27,35,29,[],120,-6,2.0,"['gilgesh01', 'bazleda01', 'manntr01', 'wiggiaa01', 'robyis01', 'pokusal01', 'maledth01', 'krejcvi01', 'sarrol01', 'waterli01', 'willike04', 'favorde01']","[20, 48]",1,170012622,14167718.5,68
202203160UTA,UTA,UTA,CHI,"Vivint Smart Home Arena, Salt Lake City, Utah",none,2022-03-16 21:00:00,2022-03-16 23:00:00,"['Derrick Collins', 'Marat Kogut', 'Ed Malloy']",18306,0,27,27,35,36,[],125,-1,2.0,"['goberru01', 'onealro01', 'mitchdo01', 'conlemi01', 'hernaju01', 'clarkjo01', 'alexani01', 'gayru01', 'whiteha01', 'butleja02', 'pascher01', 'sneedxa01']","[42, 26]",0,820546119,68378843.25,68,27,22,32,29,[],110,-1,2.0,"['derozde01', 'lavinza01', 'dosunay01', 'vucevni01', 'greenja02', 'carusal01', 'whiteco01', 'jonesde02', 'thomptr01', 'browntr01', 'bradlto01', 'thomama02']","[41, 27]",1,630399042,52533253.5,68
202203160WAS,DEN,WAS,DEN,"Capital One Arena, Washington, District of Columbia",none,2022-03-16 19:00:00,2022-03-16 21:00:00,"['John Butler', 'Derek Richardson', 'Josh Tiven']",15326,0,28,24,29,28,[],109,-4,2.0,"['kispeco01', 'caldwke01', 'kuzmaky01', 'porzikr01', 'netora01', 'avdijde01', 'hachiru01', 'smithis01', 'gaffoda01', 'bryanth01', 'satorto01', 'gillan01']","[29, 38]",0,353942048,29495170.67,67,34,39,31,23,[],127,1,2.0,"['morrimo01', 'jokicni01', 'bartowi01', 'gordoaa01', 'greenje02', 'greenja01', 'hylanbo01', 'riverau01', 'couside01', 'forbebr01', 'howarma02', 'campafa01', 'reedda01']","[41, 28]",1,579775731,44598133.15,69
202203170ORL,DET,ORL,DET,"Amway Center, Orlando, Florida",conference,2022-03-17 19:00:00,2022-03-17 21:00:00,"['Marc Davis', 'J.B. DeRosa', 'Jenna Schroeder']",14369,0,39,23,32,26,[],120,-2,2.0,"['anthoco01', 'wagnefr01', 'hamptrj01', 'wagnemo01', 'bambamo01', 'rosste01', 'schofad01', 'fultzma01', 'lopezro01', 'brazdig01', 'harriga01']","[18, 52]",1,366594405,33326764.09,70,37,36,33,28,[],134,-4,2.0,"['beysa01', 'baglema01', 'josepco01', 'stewais01', 'hayeski01', 'leesa01', 'mcgruro01', 'liveris01', 'olynyke01', 'pickeja01', 'diallha01', 'cunnica01']","[18, 51]",2,231827466,19318955.5,69
202203180ATL,ATL,ATL,MEM,"State Farm Arena, Atlanta, Georgia",none,2022-03-18 19:30:00,2022-03-18 21:30:00,"['David Guthrie', 'Suyash Mehta', 'Scott Wall']",18062,0,34,33,24,29,[],120,-1,2.0,"['wrighde01', 'huertke01', 'huntede01', 'gallida01', 'capelca01', 'bogdabo01', 'luwawti01', 'okongon01', 'willilo02', 'dienggo01', 'johnsja05', 'knoxke01', 'mayssk01']","[34, 35]",1,581408766,44723751.23,69,27,21,24,33,[],105,4,3.0,"['moranja01', 'banede01', 'adamsst01', 'brookdi01', 'jacksja02', 'anderky01', 'meltode01', 'clarkbr01', 'willizi02', 'jonesty01', 'tillmxa01', 'konchjo01', 'culveja01']","[48, 22]",0,348591330,26814717.69,70
