,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910260SAS,SAS,SAS,WAS,8:30p,"AT&T Center, San Antonio, Texas",30,30,32,32,[],124,1,3.0,"['derozde01', 'aldrila01', 'forbebr01', 'murrade01', 'lylestr01', 'gayru01', 'whitede01', 'millspa02', 'poeltja01', 'belinma01', 'walkelo01', 'metuch01', 'carrode01']","[1, 0]",0,26,34,30,32,[],122,1,1.0,"['bealbr01', 'hachiru01', 'bryanth01', 'smithis01', 'bongais01', 'bertada01', 'thomais02', 'wagnemo01', 'schofad01', 'robinju01', 'chiozch01', 'mcraejo01', 'mathega01']","[1, 1]",0,none,933758232.0,363304152.0,71827556.3076923,27946473.230769232,1,2
201910260UTA,UTA,UTA,SAC,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",35,31,27,20,[],113,-1,1.0,"['mitchdo01', 'goberru01', 'bogdabo02', 'conlemi01', 'onealro01', 'inglejo01', 'mudiaem01', 'davised01', 'greenje02', 'niangge01', 'kiddst01', 'bradlto01', 'willini01']","[1, 1]",0,25,16,17,23,[],81,-2,1.0,"['dedmode01', 'barneha02', 'foxde01', 'hieldbu01', 'bjeline01', 'josepco01', 'bogdabo01', 'arizatr01', 'gabriwe01', 'holmeri01', 'ferreyo01', 'jamesju01', 'swanica01']","[0, 2]",0,conference,748016542.0,632382868.0,57539734.0,48644836.0,2,2
201910270DAL,POR,DAL,POR,7:00p,"American Airlines Center, Dallas, Texas",40,31,24,24,[],119,2,2.0,"['doncilu01', 'porzikr01', 'brunsja01', 'klebima01', 'wrighde01', 'finnedo01', 'curryse01', 'hardati02', 'jacksju01', 'leeco01', 'bareajo01', 'marjabo01', 'broekry01']","[2, 0]",0,25,34,36,26,[],121,1,2.0,"['mccolcj01', 'lillada01', 'hoodro01', 'whiteha01', 'colliza01', 'bazemke01', 'hezonma01', 'simonan01', 'labissk01', 'tollian01', 'trentga02', 'littlna01']","[1, 1]",0,conference,519119494.0,677526050.0,39932268.76923077,56460504.16666666,2,2
201910270LAL,LAL,LAL,CHO,9:30p,"STAPLES Center, Los Angeles, California",30,33,24,33,[],120,1,2.0,"['jamesle01', 'davisan02', 'bradlav01', 'greenda02', 'mcgeeja01', 'cookqu01', 'howardw01', 'caldwke01', 'carusal01', 'danietr01', 'dudleja01', 'antetko01', 'norveza01']","[1, 1]",0,28,34,18,21,[],101,-1,2.0,"['bridgmi02', 'bacondw01', 'washipj01', 'roziete01', 'zelleco01', 'grahade01', 'willima02', 'monkma01', 'biyombi01', 'hernawi01', 'martico01', 'martica02', 'kiddgmi01']","[1, 1]",0,none,1229126195.0,510756940.0,94548168.84615384,39288995.38461538,2,2
201910270MEM,MEM,MEM,BRK,6:00p,"FedEx Forum, Memphis, Tennessee",35,24,33,28,[],134,-2,2.0,"['crowdja01', 'brookdi01', 'moranja01', 'jacksja02', 'valanjo01', 'clarkbr01', 'hillso01', 'anderky01', 'jonesty01', 'allengr01', 'gudurma01', 'meltode01', 'cabocbr01']","[0, 2]",0,29,28,40,23,[],133,1,2.0,"['leverca01', 'harrijo01', 'irvinky01', 'princta02', 'jordade01', 'dinwisp01', 'allenja01', 'templga01', 'nwabada01', 'kurucro01', 'pinsoth01', 'chandwi01', 'musadz01']","[1, 1]",0,none,431016857.0,703414865.0,33155142.846153848,54108835.76923077,2,2
201910270MIN,MIN,MIN,MIA,7:00p,"Target Center, Minneapolis, Minnesota",36,19,22,39,[],116,2,2.0,"['wiggian01', 'townska01', 'teaguje01', 'covinro01', 'grahatr01', 'laymaja01', 'okogijo01', 'napiesh01', 'vonleno01', 'culveja01', 'belljo01', 'dienggo01', 'martike03']","[2, 0]",0,23,34,27,25,[],109,2,1.0,"['winslju01', 'nunnke01', 'herroty01', 'adebaba01', 'leoname01', 'dragigo01', 'robindu01', 'olynyke01', 'silvach01', 'okpalkz01', 'maconda01', 'hasleud01']","[2, 0]",0,none,573166701.0,476666457.0,44089746.23076923,39722204.75,2,2
201910270OKC,OKC,OKC,GSW,3:30p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",35,35,35,15,[],120,-2,2.0,"['fergute01', 'gilgesh01', 'adamsst01', 'gallida01', 'paulch01', 'bazleda01', 'schrode01', 'noelne01', 'diallha01', 'naderab01', 'burtode02', 'muscami01', 'pattoju01']","[0, 2]",0,20,17,31,24,[],92,-1,3.0,"['curryst01', 'greendr01', 'chrisma01', 'russeda01', 'robingl02', 'spellom01', 'pascher01', 'poolejo01', 'evansja02', 'leeda03', 'bowmaky01']","[0, 1]",0,conference,830392923.0,548882638.0,63876378.692307696,49898421.63636363,2,1
201910280ATL,PHI,ATL,PHI,7:30p,"State Farm Arena, Atlanta, Georgia",40,25,18,20,[],103,2,2.0,"['youngtr01', 'huntede01', 'collijo01', 'reddica01', 'lenal01', 'parkeja01', 'bembrde01', 'huertke01', 'fernabr01', 'cartevi01', 'turneev01', 'jonesda03', 'wallaty01']","[2, 0]",0,31,32,19,23,[],105,2,2.0,"['harrito02', 'simmobe01', 'embiijo01', 'horfoal01', 'richajo01', 'thybuma01', 'miltosh01', 'korkmfu01', 'scottmi01', 'ennisja01', 'oquinky01', 'netora01', 'burketr01']","[2, 0]",0,conference,499614625.0,805736575.0,38431894.23076923,61979736.538461536,2,2
201910280DET,DET,DET,IND,7:00p,"Little Caesars Arena, Detroit, Michigan",33,26,19,18,[],96,-2,2.0,"['drumman01', 'kennalu01', 'morrima02', 'snellto01', 'fraziti01', 'brownbr01', 'rosede01', 'woodch01', 'gallola01', 'makerth01', 'thomakh01', 'mykhasv01']","[1, 2]",1,25,28,18,23,[],94,-2,2.0,"['turnemy01', 'sabondo01', 'warretj01', 'brogdma01', 'sumneed01', 'holidju01', 'mcderdo01', 'mccontj01', 'leaftj01', 'bitadgo01', 'holidaa01', 'sampsja02', 'johnsal02']","[0, 2]",0,division,521164704.0,375741952.0,43430392.0,28903227.07692308,3,2
201910280HOU,HOU,HOU,OKC,8:00p,"Toyota Center, Houston, Texas",22,30,39,25,[],116,1,2.0,"['houseda01', 'hardeja01', 'westbru01', 'tuckepj01', 'capelca01', 'gordoer01', 'riverau01', 'sefolth01', 'mclembe01', 'chandty01', 'clarkga01', 'anderry01', 'clemoch01']","[1, 1]",0,35,27,18,32,[],112,1,1.0,"['gilgesh01', 'gallida01', 'paulch01', 'adamsst01', 'fergute01', 'schrode01', 'noelne01', 'diallha01', 'bazleda01', 'naderab01', 'burtode02', 'pattoju01', 'muscami01']","[1, 2]",0,conference,1304281908.0,830392923.0,100329377.53846154,63876378.692307696,2,3
201910280LAC,LAC,LAC,CHO,10:30p,"STAPLES Center, Los Angeles, California",29,28,29,25,[],111,-1,2.0,"['shamela01', 'beverpa01', 'leonaka01', 'pattepa01', 'zubaciv01', 'willilo02', 'harremo01', 'greenja01', 'harklma01', 'mannte01', 'robinje01', 'waltode01', 'kabenmf01']","[2, 1]",0,28,26,20,22,[],96,-2,1.0,"['bridgmi02', 'roziete01', 'washipj01', 'zelleco01', 'bacondw01', 'grahade01', 'monkma01', 'willima02', 'biyombi01', 'martico01', 'hernawi01', 'martica02', 'kiddgmi01']","[1, 2]",0,none,574291352.0,510756940.0,44176257.84615385,39288995.38461538,3,3
201910280MIL,MIL,MIL,CLE,8:00p,"Fiserv Forum, Milwaukee, Wisconsin",30,29,32,38,[],129,-1,2.0,"['antetgi01', 'middlkh01', 'matthwe02', 'lopezbr01', 'bledser01', 'connapa01', 'ilyaser01', 'hillge01', 'korveky01', 'lopezro01', 'divindo01', 'wilsodj01', 'brownst02']","[1, 1]",0,31,21,28,32,[],112,1,2.0,"['thomptr01', 'loveke01', 'sextoco01', 'osmande01', 'garlada01', 'clarkjo01', 'nancela02', 'dellama01', 'porteke02', 'cookty01', 'mckinal01', 'knighbr03']","[1, 1]",0,division,1112208856.0,673768831.0,85554527.38461539,56147402.583333336,2,2
201910280NOP,GSW,NOP,GSW,8:00p,"Smoothie King Center, New Orleans, Louisiana",23,32,24,44,[],123,-3,2.0,"['hartjo01', 'balllo01', 'ingrabr01', 'redicjj01', 'okafoja01', 'willike04', 'alexani01', 'hayesja02', 'jacksfr01', 'mellini01', 'holidjr01', 'favorde01', 'mooreet01']","[0, 3]",0,27,45,31,31,[],134,-2,1.0,"['greendr01', 'russeda01', 'curryst01', 'robingl02', 'poolejo01', 'leeda03', 'pascher01', 'spellom01', 'chrisma01', 'bowmaky01', 'evansja02']","[0, 2]",0,conference,683148923.0,548882638.0,52549917.15384615,49898421.63636363,3,2
201910280NYK,NYK,NYK,CHI,7:00p,"Madison Square Garden (IV), New York, New York",15,27,30,33,[],105,-3,2.0,"['barrerj01', 'randlju01', 'morrima03', 'paytoel01', 'robinmi01', 'portibo01', 'ntilila01', 'ellinwa01', 'knoxke01', 'gibsota01', 'brazdig01', 'trieral01', 'dotsoda01']","[0, 3]",0,33,19,28,18,[],98,-1,2.0,"['lavinza01', 'porteot01', 'markkla01', 'cartewe01', 'satorto01', 'youngth01', 'dunnkr01', 'kornelu01', 'whiteco01', 'arcidry01', 'valende01', 'gaffoda01', 'harrish01']","[1, 2]",0,conference,430932153.0,532303649.0,33148627.153846152,40946434.538461536,3,3
201910280PHO,UTA,PHO,UTA,10:00p,"Talking Stick Resort Arena, Phoenix, Arizona",21,18,31,25,[],95,1,2.0,"['oubreke01', 'bookede01', 'rubiori01', 'baynear01', 'saricda01', 'kaminfr01', 'carteje01', 'johnsty01', 'bridgmi01', 'johnsca02', 'aytonde01', 'diallch01', 'okoboel01']","[2, 1]",0,28,18,24,26,[],96,1,2.0,"['bogdabo02', 'mitchdo01', 'goberru01', 'onealro01', 'conlemi01', 'inglejo01', 'mudiaem01', 'greenje02', 'davised01', 'niangge01', 'bradlto01', 'kiddst01', 'willini01']","[2, 1]",0,conference,501406847.0,748016542.0,38569757.461538464,57539734.0,3,3
201910280SAC,DEN,SAC,DEN,10:00p,"Golden 1 Center, Sacramento, California",28,25,17,24,[],94,-3,2.0,"['foxde01', 'bjeline01', 'hieldbu01', 'barneha02', 'dedmode01', 'holmeri01', 'arizatr01', 'bogdabo01', 'josepco01', 'gabriwe01', 'ferreyo01', 'swanica01', 'jamesju01']","[0, 3]",0,21,26,30,24,[],101,2,3.0,"['murraja01', 'harriga01', 'bartowi01', 'jokicni01', 'millspa01', 'grantje01', 'beaslma01', 'plumlma01', 'craigto01', 'morrimo01', 'vandeja01', 'portemi01', 'hernaju01']","[2, 0]",0,conference,632382868.0,759312649.0,48644836.0,58408665.307692304,3,2
201910280SAS,SAS,SAS,POR,8:30p,"AT&T Center, San Antonio, Texas",19,26,37,31,[],113,2,2.0,"['aldrila01', 'derozde01', 'forbebr01', 'lylestr01', 'murrade01', 'whitede01', 'millspa02', 'gayru01', 'belinma01', 'poeltja01', 'carrode01', 'walkelo01', 'metuch01']","[2, 0]",0,33,18,20,39,[],110,2,1.0,"['lillada01', 'mccolcj01', 'hoodro01', 'tollian01', 'whiteha01', 'bazemke01', 'simonan01', 'hezonma01', 'labissk01', 'littlna01', 'trentga02']","[2, 1]",0,conference,933758232.0,654193435.0,71827556.3076923,59472130.45454545,2,3
201910280TOR,TOR,TOR,ORL,7:30p,"Scotiabank Arena, Toronto, Canada",31,20,27,26,[],104,1,2.0,"['vanvlfr01', 'anunoog01', 'lowryky01', 'siakapa01', 'gasolma01', 'ibakase01', 'powelno01', 'mccawpa01', 'bouchch01', 'daviste02', 'holliro01', 'johnsst04', 'thomama02']","[2, 1]",0,22,24,21,28,[],95,-1,2.0,"['isaacjo01', 'gordoaa01', 'fournev01', 'augusdj01', 'vucevni01', 'fultzma01', 'rosste01', 'aminual01', 'cartemi01', 'bambamo01', 'iwundwe01', 'frazime01', 'birchkh01']","[1, 1]",0,conference,813906992.0,719679147.0,62608230.15384615,55359934.38461538,3,2
201910290DEN,DAL,DEN,DAL,9:00p,"Pepsi Center, Denver, Colorado",31,30,27,18,[],106,3,1.0,"['bartowi01', 'harriga01', 'murraja01', 'jokicni01', 'millspa01', 'grantje01', 'plumlma01', 'beaslma01', 'morrimo01', 'craigto01', 'vandeja01', 'portemi01', 'hernaju01']","[3, 0]",0,27,33,23,26,[],109,-1,2.0,"['porzikr01', 'doncilu01', 'curryse01', 'finnedo01', 'poweldw01', 'klebima01', 'wrighde01', 'hardati02', 'jacksju01', 'brunsja01', 'leeco01', 'marjabo01', 'bareajo01']","[2, 1]",0,conference,759312649.0,577645573.0,58408665.307692304,44434274.84615385,3,3
201910290LAL,LAL,LAL,MEM,10:30p,"STAPLES Center, Los Angeles, California",27,22,39,32,[],120,2,2.0,"['davisan02', 'mcgeeja01', 'jamesle01', 'bradlav01', 'greenda02', 'caldwke01', 'cookqu01', 'danietr01', 'howardw01', 'carusal01', 'dudleja01', 'hortota01']","[2, 1]",0,32,15,20,24,[],91,1,2.0,"['crowdja01', 'moranja01', 'valanjo01', 'brookdi01', 'jacksja02', 'gudurma01', 'allengr01', 'clarkbr01', 'anderky01', 'jonesty01', 'hillso01', 'cabocbr01', 'meltode01']","[1, 2]",0,conference,1240991734.0,431016857.0,103415977.83333331,33155142.846153848,3,3
201910290MIA,MIA,MIA,ATL,7:30p,"AmericanAirlines Arena, Miami, Florida",29,30,29,24,[],112,-1,2.0,"['adebaba01', 'butleji01', 'winslju01', 'nunnke01', 'leoname01', 'dragigo01', 'herroty01', 'olynyke01', 'silvach01', 'robindu01', 'hasleud01', 'jonesde02', 'okpalkz01']","[2, 1]",0,26,23,21,27,[],97,-1,1.0,"['collijo01', 'huntede01', 'reddica01', 'lenal01', 'youngtr01', 'bembrde01', 'parkeja01', 'huertke01', 'cartevi01', 'wallaty01', 'fernabr01', 'jonesda03']","[2, 1]",0,division,680683710.0,401387607.0,52360285.38461538,33448967.25,3,3
201910300BOS,BOS,BOS,MIL,7:30p,"TD Garden, Boston, Massachusetts",19,23,38,36,[],116,2,4.0,"['smartma01', 'tatumja01', 'walkeke02', 'haywago01', 'theisda01', 'ojelese01', 'willigr01', 'williro04', 'wanambr01', 'edwarca01', 'greenja02', 'langfro01', 'poirivi01']","[2, 1]",0,34,24,18,29,[],105,1,2.0,"['antetgi01', 'middlkh01', 'matthwe02', 'bledser01', 'lopezbr01', 'connapa01', 'hillge01', 'korveky01', 'ilyaser01', 'lopezro01', 'divindo01', 'wilsodj01', 'brownst02']","[2, 1]",0,conference,568943337.0,1112208856.0,43764872.07692308,85554527.38461539,3,3
201910300BRK,IND,BRK,IND,7:30p,"Barclays Center, Brooklyn, New York",31,32,20,25,[],108,-1,3.0,"['leverca01', 'irvinky01', 'harrijo01', 'princta02', 'jordade01', 'dinwisp01', 'allenja01', 'kurucro01', 'templga01', 'nwabada01', 'musadz01', 'pinsoth01', 'chandwi01']","[1, 2]",0,31,29,30,28,[],118,-3,2.0,"['sabondo01', 'lambje01', 'warretj01', 'brogdma01', 'turnemy01', 'mcderdo01', 'holidju01', 'holidaa01', 'mccontj01', 'bitadgo01', 'sampsja02', 'leaftj01', 'johnsal02']","[0, 3]",0,conference,703414865.0,430679874.0,54108835.76923077,33129221.07692308,3,3
201910300CLE,CLE,CLE,CHI,7:00p,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",25,25,30,37,[],117,-1,2.0,"['thomptr01', 'loveke01', 'osmande01', 'sextoco01', 'garlada01', 'nancela02', 'clarkjo01', 'porteke02', 'dellama01', 'cookty01', 'mckinal01', 'knighbr03']","[1, 2]",0,26,27,29,29,[],111,-2,2.0,"['lavinza01', 'porteot01', 'markkla01', 'satorto01', 'cartewe01', 'youngth01', 'dunnkr01', 'whiteco01', 'kornelu01', 'arcidry01', 'gaffoda01', 'valende01', 'harrish01']","[1, 3]",0,division,673768831.0,532303649.0,56147402.583333336,40946434.538461536,3,4
201910300GSW,PHO,GSW,PHO,10:30p,"Chase Center, San Francisco, California",14,32,21,43,[],110,1,2.0,"['pascher01', 'robingl02', 'russeda01', 'greendr01', 'curryst01', 'spellom01', 'poolejo01', 'burksal01', 'caulewi01', 'bowmaky01', 'leeda03', 'chrisma01']","[1, 2]",0,43,29,23,26,[],121,-1,2.0,"['bookede01', 'rubiori01', 'oubreke01', 'saricda01', 'baynear01', 'kaminfr01', 'bridgmi01', 'carteje01', 'johnsca02', 'johnsty01', 'diallch01', 'okoboel01', 'aytonde01']","[2, 2]",0,division,638177479.0,501406847.0,53181456.583333336,38569757.461538464,3,4
201910300OKC,POR,OKC,POR,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",17,27,25,30,[],99,-1,2.0,"['gilgesh01', 'fergute01', 'paulch01', 'gallida01', 'noelne01', 'schrode01', 'diallha01', 'muscami01', 'bazleda01', 'naderab01', 'hallde01', 'burtode02', 'pattoju01']","[1, 3]",0,24,25,19,34,[],102,-1,2.0,"['lillada01', 'mccolcj01', 'hoodro01', 'tollian01', 'whiteha01', 'labissk01', 'bazemke01', 'hezonma01', 'simonan01', 'trentga02', 'littlna01', 'colliza01']","[2, 2]",0,division,701559749.0,677526050.0,53966134.538461536,56460504.16666666,4,4
201910300ORL,ORL,ORL,NYK,7:00p,"Amway Center, Orlando, Florida",22,20,30,23,[],95,-2,2.0,"['vucevni01', 'isaacjo01', 'gordoaa01', 'fournev01', 'augusdj01', 'aminual01', 'rosste01', 'fultzma01', 'bambamo01', 'cartemi01', 'birchkh01', 'frazime01', 'iwundwe01']","[1, 2]",0,25,19,23,16,[],83,1,2.0,"['randlju01', 'morrima03', 'barrerj01', 'robinmi01', 'ellinwa01', 'ntilila01', 'portibo01', 'knoxke01', 'dotsoda01', 'gibsota01', 'brazdig01', 'trieral01']","[1, 3]",0,conference,719679147.0,401076109.0,55359934.38461538,33423009.08333333,3,4
201910300PHI,PHI,PHI,MIN,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",32,30,30,25,[],117,3,2.0,"['harrito02', 'horfoal01', 'simmobe01', 'richajo01', 'embiijo01', 'korkmfu01', 'thybuma01', 'ennisja01', 'scottmi01', 'oquinky01', 'boldejo01', 'netora01', 'burketr01']","[3, 0]",0,24,19,35,17,[],95,3,3.0,"['wiggian01', 'covinro01', 'teaguje01', 'townska01', 'grahatr01', 'napiesh01', 'laymaja01', 'okogijo01', 'culveja01', 'vonleno01', 'belljo01', 'dienggo01']","[3, 0]",0,none,804212675.0,572172941.0,61862513.461538464,47681078.41666666,3,3
201910300SAC,CHO,SAC,CHO,10:00p,"Golden 1 Center, Sacramento, California",33,33,18,27,[],111,-4,2.0,"['barneha02', 'hieldbu01', 'foxde01', 'holmeri01', 'bjeline01', 'bogdabo01', 'arizatr01', 'josepco01', 'dedmode01', 'gabriwe01', 'jamesju01', 'ferreyo01', 'swanica01']","[0, 4]",0,30,31,32,25,[],118,-3,2.0,"['washipj01', 'roziete01', 'zelleco01', 'bridgmi02', 'bacondw01', 'grahade01', 'monkma01', 'willima02', 'martico01', 'kiddgmi01', 'martica02', 'biyombi01', 'hernawi01']","[1, 3]",0,none,632382868.0,510756940.0,48644836.0,39288995.38461538,4,4
201910300TOR,TOR,TOR,DET,7:30p,"Scotiabank Arena, Toronto, Canada",37,27,37,24,[],125,2,2.0,"['lowryky01', 'anunoog01', 'vanvlfr01', 'siakapa01', 'gasolma01', 'ibakase01', 'powelno01', 'mccawpa01', 'bouchch01', 'daviste02', 'thomama02', 'johnsst04', 'holliro01']","[3, 1]",0,28,30,27,28,[],113,1,2.0,"['drumman01', 'morrima02', 'kennalu01', 'fraziti01', 'snellto01', 'gallola01', 'brownbr01', 'rosede01', 'woodch01', 'makerth01', 'mykhasv01', 'thomakh01']","[2, 2]",0,conference,813906992.0,521164704.0,62608230.15384615,43430392.0,4,4
201910300UTA,UTA,UTA,LAC,10:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",33,19,38,20,[],110,2,2.0,"['mitchdo01', 'goberru01', 'conlemi01', 'bogdabo02', 'onealro01', 'inglejo01', 'greenje02', 'mudiaem01', 'davised01', 'bradlto01', 'kiddst01', 'niangge01', 'willini01']","[3, 1]",0,23,28,20,25,[],96,1,2.0,"['shamela01', 'pattepa01', 'willilo02', 'beverpa01', 'zubaciv01', 'greenja01', 'robinje01', 'mcgruro01', 'harklma01', 'harremo01', 'mannte01', 'kabenmf01', 'waltode01']","[3, 1]",0,conference,748016542.0,398669201.0,57539734.0,30666861.615384616,4,4
201910300WAS,HOU,WAS,HOU,8:00p,"Capital One Arena, Washington, District of Columbia",34,43,40,41,[],158,-1,4.0,"['bealbr01', 'hachiru01', 'bryanth01', 'bongais01', 'smithis01', 'bertada01', 'thomais02', 'browntr01', 'wagnemo01', 'robinju01', 'mcraejo01']","[1, 2]",0,35,41,35,48,[],159,2,2.0,"['hardeja01', 'westbru01', 'tuckepj01', 'capelca01', 'houseda01', 'gordoer01', 'riverau01', 'sefolth01', 'mclembe01', 'anderry01', 'chandty01', 'clarkga01', 'clemoch01']","[2, 1]",0,none,372689603.0,1304281908.0,33880873.0,100329377.53846154,3,3
201910310ATL,MIA,ATL,MIA,7:00p,"State Farm Arena, Atlanta, Georgia",26,20,29,22,[],97,-2,2.0,"['collijo01', 'reddica01', 'huntede01', 'huertke01', 'lenal01', 'bembrde01', 'parkeja01', 'wallaty01', 'cartevi01', 'jonesda03', 'fernabr01', 'goodwbr01']","[2, 2]",0,30,22,33,21,[],106,1,2.0,"['adebaba01', 'butleji01', 'nunnke01', 'robindu01', 'leoname01', 'herroty01', 'olynyke01', 'dragigo01', 'silvach01', 'hasleud01', 'winslju01', 'johnsja01']","[3, 1]",1,division,377249926.0,733000708.0,31437493.83333333,61083392.333333336,4,4
201910310LAC,LAC,LAC,SAS,10:30p,"STAPLES Center, Los Angeles, California",23,27,30,23,[],103,-1,1.0,"['leonaka01', 'beverpa01', 'shamela01', 'pattepa01', 'zubaciv01', 'willilo02', 'harremo01', 'greenja01', 'harklma01', 'mcgruro01', 'kabenmf01', 'robinje01', 'mannte01']","[3, 2]",0,24,24,27,22,[],97,3,3.0,"['aldrila01', 'derozde01', 'forbebr01', 'murrade01', 'lylestr01', 'gayru01', 'whitede01', 'millspa02', 'belinma01', 'poeltja01', 'walkelo01', 'metuch01', 'carrode01']","[3, 0]",0,conference,588008430.0,933758232.0,45231417.692307696,71827556.3076923,5,3
201910310NOP,NOP,NOP,DEN,9:30p,"Smoothie King Center, New Orleans, Louisiana",32,24,30,36,[],122,-4,3.0,"['ingrabr01', 'okafoja01', 'holidjr01', 'balllo01', 'mellini01', 'hartjo01', 'jacksfr01', 'redicjj01', 'alexani01', 'hayesja02', 'willike04', 'favorde01', 'mooreet01']","[0, 4]",0,30,22,23,32,[],107,-1,2.0,"['harriga01', 'jokicni01', 'murraja01', 'craigto01', 'millspa01', 'beaslma01', 'grantje01', 'morrimo01', 'portemi01', 'plumlma01', 'hernaju01', 'vandeja01', 'cancavl01']","[3, 1]",0,conference,683148923.0,696902089.0,52549917.15384615,53607853.0,4,4
201911010BOS,BOS,BOS,NYK,7:30p,"TD Garden, Boston, Massachusetts",22,27,26,29,[],104,3,2.0,"['walkeke02', 'haywago01', 'tatumja01', 'smartma01', 'theisda01', 'willigr01', 'ojelese01', 'wanambr01', 'edwarca01', 'poirivi01', 'greenja02', 'fallta01', 'langfro01']","[3, 1]",1,23,27,24,28,[],102,-1,2.0,"['morrima03', 'barrerj01', 'ntilila01', 'randlju01', 'robinmi01', 'knoxke01', 'ellinwa01', 'portibo01', 'dotsoda01', 'trieral01', 'brazdig01', 'gibsota01']","[1, 4]",0,division,559659481.0,401076109.0,43050729.307692304,33423009.08333333,4,5
201911010BRK,BRK,BRK,HOU,7:00p,"Barclays Center, Brooklyn, New York",24,37,34,28,[],123,-2,2.0,"['irvinky01', 'princta02', 'harrijo01', 'leverca01', 'allenja01', 'templga01', 'dinwisp01', 'jordade01', 'kurucro01', 'musadz01', 'chandwi01', 'nwabada01', 'pinsoth01']","[1, 3]",0,33,26,24,33,[],116,3,2.0,"['hardeja01', 'westbru01', 'tuckepj01', 'houseda01', 'capelca01', 'gordoer01', 'mclembe01', 'riverau01', 'chandty01', 'sefolth01', 'clemoch01', 'anderry01', 'harteis01']","[3, 1]",0,none,703414865.0,1305485296.0,54108835.76923077,100421945.84615384,4,4
201911010CHI,CHI,CHI,DET,8:00p,"United Center, Chicago, Illinois",30,27,29,26,[],112,-3,2.0,"['lavinza01', 'cartewe01', 'porteot01', 'satorto01', 'markkla01', 'youngth01', 'whiteco01', 'dunnkr01', 'arcidry01', 'kornelu01', 'valende01', 'harrish01', 'gaffoda01']","[1, 4]",0,23,29,28,26,[],106,-1,2.0,"['drumman01', 'kennalu01', 'morrima02', 'snellto01', 'fraziti01', 'rosede01', 'gallola01', 'brownbr01', 'woodch01', 'makerth01', 'thomakh01', 'mykhasv01']","[2, 3]",0,division,532303649.0,521164704.0,40946434.538461536,43430392.0,5,5
201911010DAL,LAL,DAL,LAL,9:30p,"American Airlines Center, Dallas, Texas",25,33,27,18,[],110,1,3.0,"['doncilu01', 'porzikr01', 'finnedo01', 'poweldw01', 'curryse01', 'klebima01', 'hardati02', 'wrighde01', 'brunsja01', 'marjabo01', 'jacksju01', 'bareajo01', 'leeco01']","[3, 1]",0,20,28,28,27,[],119,3,3.0,"['davisan02', 'jamesle01', 'bradlav01', 'greenda02', 'mcgeeja01', 'howardw01', 'caldwke01', 'kuzmaky01', 'carusal01', 'danietr01', 'cookqu01', 'dudleja01']","[3, 1]",0,conference,577645573.0,1250725621.0,44434274.84615385,104227135.08333331,4,4
201911010GSW,SAS,GSW,SAS,10:30p,"Chase Center, San Francisco, California",28,27,31,24,[],110,-1,2.0,"['greendr01', 'russeda01', 'poolejo01', 'robingl02', 'caulewi01', 'leeda03', 'pascher01', 'chrisma01', 'burksal01', 'bowmaky01', 'spellom01']","[1, 3]",0,29,28,40,30,[],127,-1,1.0,"['derozde01', 'lylestr01', 'forbebr01', 'aldrila01', 'whitede01', 'millspa02', 'belinma01', 'poeltja01', 'gayru01', 'carrode01', 'metuch01', 'walkelo01', 'eubandr01']","[3, 1]",0,conference,380318427.0,901544359.0,34574402.45454545,69349566.07692307,4,4
201911010IND,IND,IND,CLE,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",19,23,26,34,[],102,1,2.0,"['sabondo01', 'lambje01', 'brogdma01', 'warretj01', 'leaftj01', 'bitadgo01', 'holidju01', 'mcderdo01', 'mccontj01', 'sampsja02', 'holidaa01', 'johnsal02']","[1, 3]",0,26,11,24,34,[],95,1,2.0,"['osmande01', 'sextoco01', 'loveke01', 'thomptr01', 'garlada01', 'clarkjo01', 'nancela02', 'porteke02', 'knighbr03', 'mckinal01', 'cookty01']","[2, 2]",1,division,367378070.0,631754505.0,30614839.166666668,57432227.72727273,4,4
