,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411030BRK,BRK,BRK,OKC,7:30p,"Barclays Center, Brooklyn, New York",32,27,26,31,[],116,1,2.0,"['willide01', 'johnsjo02', 'bogdabo02', 'lopezbr01', 'garneke01', 'jackja01', 'teletmi01', 'anderal01', 'plumlma01', 'jordaje01', 'gutiejo01', 'karasse01', 'kirilan01']","[1, 1]",0,19,21,22,23,[],85,1,2.0,"['jacksre01', 'jonespe01', 'adamsst01', 'ibakase01', 'roberan03', 'telfase01', 'thomala01', 'collini01', 'perkike01', 'westbru01', 'lambje01', 'morroan01']","[1, 2]",0,none,1242752744.0,945998393.0
201411030DAL,DAL,DAL,BOS,8:30p,"American Airlines Center, Dallas, Texas",40,27,24,27,[],118,2,2.0,"['parsoch01', 'ellismo01', 'chandty01', 'nowitdi01', 'nelsoja01', 'harride01', 'wrighbr03', 'jefferi01', 'bareajo01', 'aminual01', 'crowdja01', 'smithgr02', 'villach01']","[2, 1]",0,19,22,38,34,[],113,-1,2.0,"['greenje02', 'rondora01', 'bradlav01', 'sullija01', 'olynyke01', 'smartma01', 'turneev01', 'thornma01', 'bassbr01', 'zellety01', 'wallage01', 'youngja01', 'pressph01']","[1, 1]",0,none,1200637488.0,709626038.0
201411030DEN,SAC,DEN,SAC,9:00p,"Pepsi Center, Denver, Colorado",22,24,31,28,[],105,-1,2.0,"['farieke01', 'lawsoty01', 'afflaar01', 'chandwi01', 'mozgoti01', 'foyera01', 'arthuda01', 'gallida01', 'mcgeeja01', 'robinna01', 'nurkiju01', 'geeal01', 'hicksjj01']","[1, 1]",0,19,32,28,31,[],110,2,1.0,"['collida01', 'couside01', 'thompja02', 'gayru01', 'mclembe01', 'casspom01', 'landrca01', 'evansre01', 'sessira01', 'mccalra01', 'willide02', 'stausni01', 'holliry01']","[2, 1]",0,conference,760209873.0,568585399.0
201411030LAC,LAC,LAC,UTA,10:30p,"STAPLES Center, Los Angeles, California",26,30,17,34,[],107,-1,1.0,"['griffbl01', 'jordade01', 'paulch01', 'barnema02', 'redicjj01', 'crawfja01', 'bullore01', 'hawessp01', 'farmajo01', 'turkohe01', 'douglch01', 'udohek01', 'cunnija01']","[2, 1]",0,20,23,27,31,[],101,1,2.0,"['haywago01', 'burksal01', 'burketr01', 'kanteen01', 'favorde01', 'booketr01', 'hoodro01', 'exumda01', 'goberru01', 'inglejo01', 'novakst01', 'evansje01', 'clarkia01']","[1, 2]",0,conference,1248258713.0,873504036.0
201411030MEM,MEM,MEM,NOP,8:00p,"FedEx Forum, Memphis, Tennessee",20,20,24,29,[],93,3,2.0,"['gasolma01', 'randoza01', 'princta01', 'conlemi01', 'allento01', 'pondequ01', 'udrihbe01', 'cartevi01', 'koufoko01', 'leuerjo01', 'adamsjo01', 'stokeja01']","[3, 0]",0,13,20,23,25,[],81,-1,2.0,"['evansty01', 'gordoer01', 'holidjr01', 'davisan02', 'asikom01', 'anderry01', 'riverau01', 'babbilu01', 'ajincal01', 'milleda01', 'smithru01', 'witheje01', 'fredeji01']","[1, 1]",0,division,1074037025.0,920671328.0
201411030PHI,HOU,PHI,HOU,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",19,35,20,19,[],93,-3,2.0,"['thompho01', 'wroteto01', 'noelne01', 'mbahalu01', 'daviebr01', 'mcdankj01', 'shvedal01', 'johnsch04', 'simshe01', 'thomama01', 'sampsja02', 'cartemi01']","[0, 3]",0,32,23,24,25,[],104,3,2.0,"['hardeja01', 'howardw01', 'arizatr01', 'joneste01', 'canaais01', 'terryja01', 'motiedo01', 'papanko01', 'danietr01', 'dorsejo01', 'garcifr01', 'beverpa01', 'capelca01']","[3, 0]",0,none,122676513.0,957737286.0
201411040CHI,CHI,CHI,ORL,8:00p,"United Center, Chicago, Illinois",24,30,15,29,[],98,1,3.0,"['gasolpa01', 'butleji01', 'gibsota01', 'hinriki01', 'dunlemi02', 'brookaa01', 'mirotni01', 'snellto01', 'mcderdo01', 'mooreet01', 'bairsca01', 'mohamna01', 'rosede01']","[2, 1]",0,28,24,17,21,[],90,-3,3.0,"['fournev01', 'vucevni01', 'harrito02', 'fryech01', 'paytoel01', 'gordobe01', 'ridnolu01', 'gordoaa01', 'dedmode01', 'marblde01', 'nichoan01', 'greenwi01', 'harklma01']","[0, 3]",0,conference,1066475510.0,889665847.0
201411040IND,MIL,IND,MIL,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",19,19,23,20,[],81,-2,3.0,"['hibbero01', 'sloando01', 'milescj01', 'hillso01', 'scolalu01', 'allenla01', 'copelch01', 'rudezda01', 'stuckro01', 'mahinia01', 'whittsh01', 'westda01', 'watsocj01']","[1, 2]",0,22,21,26,18,[],87,-1,3.0,"['knighbr03', 'parkeja01', 'ilyaser01', 'dudleja01', 'sandela01', 'mayooj01', 'middlkh01', 'pachuza01', 'bayleje01', 'antetgi01', 'hensojo01', 'woltena01', 'marshke01']","[1, 2]",0,division,530075145.0,824086066.0
201411040LAL,PHO,LAL,PHO,10:30p,"STAPLES Center, Los Angeles, California",24,22,29,31,[],106,-4,3.0,"['bryanko01', 'hilljo01', 'johnswe01', 'boozeca01', 'linje01', 'ellinwa01', 'pricero01', 'davised01', 'kellyry01', 'clarkjo01', 'sacrero01', 'randlju01', 'henryxa01']","[0, 4]",0,26,32,21,33,[],112,-1,3.0,"['morrima03', 'morrima02', 'dragigo01', 'bledser01', 'plumlmi01', 'thomais02', 'greenge01', 'lenal01', 'tuckepj01', 'tollian01', 'randosh01', 'goodwar01', 'dragizo01']","[2, 1]",1,division,886272329.0,660745538.0
201411040MIA,HOU,MIA,HOU,7:30p,"AmericanAirlines Arena, Miami, Florida",31,24,22,14,[],91,3,2.0,"['wadedw01', 'boshch01', 'willish03', 'denglu01', 'coleno01', 'hamilju01', 'chalmma01', 'napiesh01', 'ennisja01', 'mcrobjo01', 'dawkian01', 'grangda01', 'brownsh01']","[3, 0]",0,30,27,26,25,[],108,4,1.0,"['hardeja01', 'arizatr01', 'howardw01', 'beverpa01', 'motiedo01', 'papanko01', 'terryja01', 'canaais01', 'dorsejo01', 'danietr01', 'johnsni01', 'garcifr01', 'capelca01']","[4, 0]",0,none,811574466.0,951439064.0
201411040NOP,NOP,NOP,CHO,8:00p,"Smoothie King Center, New Orleans, Louisiana",26,21,26,27,[],100,-2,1.0,"['davisan02', 'holidjr01', 'evansty01', 'gordoer01', 'asikom01', 'riverau01', 'anderry01', 'fredeji01', 'ajincal01', 'smithru01', 'witheje01', 'youngpa01', 'babbilu01']","[1, 2]",0,21,27,17,26,[],91,-2,2.0,"['jeffeal01', 'hendege02', 'willima02', 'walkeke02', 'stephla01', 'nealga01', 'zelleco01', 'roberbr01', 'hairspj02', 'maxieja01', 'vonleno01', 'pargoja01', 'biyombi01']","[1, 2]",0,none,900453852.0,737701985.0
201411040NYK,WAS,NYK,WAS,7:30p,"Madison Square Garden (IV), New York, New York",23,22,15,23,[],83,2,2.0,"['anthoca01', 'shumpim01', 'stoudam01', 'larkish01', 'dalemsa01', 'smithjr01', 'smithja02', 'prigipa01', 'aldrico01', 'hardati02', 'weartr01', 'acyqu01', 'earlycl01']","[2, 1]",0,17,23,32,26,[],98,2,3.0,"['walljo01', 'templga01', 'piercpa01', 'hilarne01', 'gortama01', 'porteot01', 'serapke01', 'goodedr01', 'millean02', 'ricegl02', 'blairde01', 'humphkr01', 'butlera01']","[2, 1]",0,conference,849122972.0,1109623444.0
201411040POR,POR,POR,CLE,10:00p,"Moda Center, Portland, Oregon",31,24,21,25,[],101,-2,2.0,"['aldrila01', 'matthwe02', 'batumni01', 'lillada01', 'lopezro01', 'blakest01', 'kamanch01', 'bartowi01', 'robinth01', 'crabbal01', 'leoname01', 'mccolcj01', 'wrighdo01']","[1, 2]",0,34,16,19,13,[],82,1,4.0,"['irvinky01', 'loveke01', 'jamesle01', 'waitedi01', 'varejan01', 'thomptr01', 'mariosh01', 'millemi01', 'dellama01', 'harrijo01', 'kirkal01', 'jonesja02', 'haywobr01']","[1, 1]",0,none,1300725101.0,1506856369.0
201411040TOR,TOR,TOR,OKC,7:30p,"Air Canada Centre, Toronto, Canada",23,28,22,27,[],100,-1,2.0,"['pattepa01', 'derozde01', 'lowryky01', 'rosste01', 'valanjo01', 'hansbty01', 'johnsja01', 'willilo02', 'vasqugr01', 'stiemgr01', 'hayesch01', 'noguelu01', 'fieldla01']","[2, 1]",0,30,22,18,18,[],88,-1,1.0,"['ibakase01', 'jacksre01', 'thomala01', 'adamsst01', 'jonespe01', 'telfase01', 'collini01', 'perkike01', 'roberan03', 'westbru01', 'morroan01', 'lambje01']","[1, 3]",0,none,924122910.0,945998393.0
201411050BOS,TOR,BOS,TOR,7:30p,"TD Garden, Boston, Massachusetts",35,22,29,21,[],107,-2,2.0,"['sullija01', 'rondora01', 'greenje02', 'olynyke01', 'bradlav01', 'smartma01', 'thornma01', 'bassbr01', 'turneev01', 'zellety01', 'youngja01', 'wallage01', 'pressph01']","[1, 2]",0,23,31,34,22,[],110,1,1.0,"['derozde01', 'lowryky01', 'pattepa01', 'rosste01', 'hansbty01', 'willilo02', 'johnsja01', 'vasqugr01', 'stiemgr01', 'hayesch01', 'cabocbr01', 'fieldla01', 'noguelu01']","[3, 1]",0,division,709626038.0,827183028.0
201411050BRK,MIN,BRK,MIN,7:30p,"Barclays Center, Brooklyn, New York",21,27,18,25,[],91,2,2.0,"['willide01', 'lopezbr01', 'johnsjo02', 'garneke01', 'bogdabo02', 'anderal01', 'jackja01', 'teletmi01', 'plumlma01', 'kirilan01', 'jordaje01', 'karasse01', 'gutiejo01']","[2, 1]",0,24,23,25,26,[],98,-1,4.0,"['martike02', 'wiggian01', 'youngth01', 'rubiori01', 'pekovni01', 'willima01', 'dienggo01', 'breweco01', 'bennean01', 'muhamsh01', 'lavinza01', 'hummero01', 'budinch01']","[1, 2]",0,none,1242752744.0,872156191.0
201411050CHO,CHO,CHO,MIA,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",24,22,26,24,[],96,-3,1.0,"['stephla01', 'walkeke02', 'jeffeal01', 'willima02', 'hendege02', 'nealga01', 'zelleco01', 'hairspj02', 'maxieja01', 'roberbr01', 'biyombi01', 'pargoja01', 'vonleno01']","[1, 3]",0,17,27,18,27,[],89,-1,1.0,"['boshch01', 'wadedw01', 'willish03', 'denglu01', 'coleno01', 'chalmma01', 'napiesh01', 'hamilju01', 'mcrobjo01', 'ennisja01', 'brownsh01', 'dawkian01', 'hasleud01']","[3, 1]",0,division,737701985.0,807939870.0
201411050DET,DET,DET,NYK,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",25,24,26,23,[],98,-3,4.0,"['monrogr01', 'caldwke01', 'smithjo03', 'drumman01', 'jennibr01', 'butleca01', 'augusdj01', 'jerebjo01', 'singlky01', 'anthojo01', 'mitchto02', 'dinwisp01', 'datomlu01']","[0, 3]",0,20,17,22,36,[],95,-1,1.0,"['anthoca01', 'shumpim01', 'larkish01', 'smithja02', 'dalemsa01', 'hardati02', 'stoudam01', 'acyqu01', 'aldrico01', 'earlycl01', 'prigipa01', 'weartr01', 'smithjr01']","[2, 2]",0,conference,730200602.0,849122972.0
201411050GSW,GSW,GSW,LAC,10:30p,"Oracle Arena, Oakland, California",30,35,37,19,[],121,3,3.0,"['greendr01', 'bogutan01', 'curryst01', 'thompkl01', 'barneha02', 'iguodan01', 'livinsh01', 'barbole01', 'ezelife01', 'leeda02', 'rushbr01', 'speigma01', 'kuzmiog01']","[3, 0]",0,20,22,33,29,[],104,1,2.0,"['jordade01', 'griffbl01', 'paulch01', 'redicjj01', 'barnema02', 'crawfja01', 'hawessp01', 'farmajo01', 'bullore01', 'cunnija01', 'douglch01', 'turkohe01', 'udohek01']","[3, 1]",0,division,1291820675.0,1248258713.0
201411050MIL,CHI,MIL,CHI,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",21,32,17,16,[],86,1,1.0,"['knighbr03', 'parkeja01', 'sandela01', 'dudleja01', 'ilyaser01', 'antetgi01', 'mayooj01', 'middlkh01', 'bayleje01', 'pachuza01', 'hensojo01', 'marshke01', 'woltena01']","[2, 2]",0,23,26,23,23,[],95,2,1.0,"['gibsota01', 'butleji01', 'gasolpa01', 'rosede01', 'dunlemi02', 'hinriki01', 'mirotni01', 'brookaa01', 'mcderdo01', 'snellto01', 'mooreet01', 'bairsca01', 'mohamna01']","[3, 1]",0,division,824086066.0,1066475510.0
201411050PHI,ORL,PHI,ORL,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",28,24,23,14,[],89,-4,2.0,"['wroteto01', 'thompho01', 'daviebr01', 'mbahalu01', 'noelne01', 'mcdankj01', 'simshe01', 'shvedal01', 'johnsch04', 'thomama01', 'sampsja02', 'cartemi01']","[0, 4]",0,26,26,23,16,[],91,-4,1.0,"['harrito02', 'vucevni01', 'fryech01', 'paytoel01', 'fournev01', 'gordobe01', 'ridnolu01', 'harklma01', 'dedmode01', 'gordoaa01', 'nichoan01', 'marblde01', 'greenwi01']","[0, 4]",0,conference,122676513.0,889665847.0
201411050PHO,MEM,PHO,MEM,9:00p,"US Airways Center, Phoenix, Arizona",27,25,19,20,[],91,1,1.0,"['bledser01', 'morrima02', 'dragigo01', 'morrima03', 'plumlmi01', 'tuckepj01', 'thomais02', 'lenal01', 'greenge01', 'tollian01', 'randosh01', 'goodwar01', 'ennisty01']","[3, 1]",0,26,20,30,26,[],102,4,2.0,"['leeco01', 'gasolma01', 'randoza01', 'conlemi01', 'allento01', 'pondequ01', 'udrihbe01', 'leuerjo01', 'koufoko01', 'cartevi01', 'lucaska01', 'princta01', 'adamsjo01']","[4, 0]",0,conference,663244303.0,1147745119.0
201411050SAC,SAC,SAC,DEN,10:00p,"Sleep Train Arena, Sacramento, California",40,28,37,26,[],131,3,2.0,"['mclembe01', 'gayru01', 'collida01', 'couside01', 'thompja02', 'casspom01', 'evansre01', 'stausni01', 'landrca01', 'sessira01', 'mccalra01', 'willide02', 'holliry01']","[3, 1]",1,19,35,18,37,[],109,-2,2.0,"['lawsoty01', 'chandwi01', 'afflaar01', 'farieke01', 'mozgoti01', 'foyera01', 'robinna01', 'arthuda01', 'geeal01', 'gallida01', 'mcgeeja01', 'nurkiju01', 'hicksjj01']","[1, 2]",0,conference,568585399.0,760209873.0
201411050SAS,SAS,SAS,ATL,8:30p,"AT&T Center, San Antonio, Texas",27,22,19,26,[],94,-1,5.0,"['parketo01', 'duncati01', 'greenda02', 'leonaka01', 'splitti01', 'diawbo01', 'ginobma01', 'josepco01', 'pendeje02', 'belinma01', 'dayeau01', 'baynear01', 'bonnema01']","[1, 1]",0,15,24,23,30,[],92,1,4.0,"['korveky01', 'millspa01', 'teaguje01', 'carrode01', 'horfoal01', 'sefolth01', 'anticpe01', 'scottmi01', 'bazemke01', 'schrode01', 'macksh01', 'muscami01', 'brandel01']","[1, 1]",0,none,1158263391.0,1139781922.0
201411050UTA,UTA,UTA,CLE,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",32,27,17,26,[],102,-1,2.0,"['haywago01', 'favorde01', 'burksal01', 'kanteen01', 'burketr01', 'exumda01', 'booketr01', 'hoodro01', 'inglejo01', 'goberru01', 'novakst01', 'evansje01', 'clarkia01']","[1, 3]",0,23,25,27,25,[],100,-1,1.0,"['irvinky01', 'jamesle01', 'loveke01', 'varejan01', 'mariosh01', 'thomptr01', 'millemi01', 'waitedi01', 'kirkal01', 'jonesja02', 'harrijo01', 'haywobr01', 'cherrwi01']","[1, 2]",0,none,873504036.0,1464867043.0
201411050WAS,WAS,WAS,IND,8:00p,"Verizon Center, Washington, District of Columbia",24,22,20,18,[],96,3,1.0,"['walljo01', 'templga01', 'gortama01', 'piercpa01', 'hilarne01', 'porteot01', 'goodedr01', 'serapke01', 'millean02', 'ricegl02', 'humphkr01', 'blairde01', 'butlera01']","[3, 1]",0,24,17,20,23,[],94,-3,1.0,"['sloando01', 'hillso01', 'hibbero01', 'milescj01', 'scolalu01', 'copelch01', 'allenla01', 'mahinia01', 'rudezda01', 'westda01', 'whittsh01', 'watsocj01', 'stuckro01']","[1, 3]",0,conference,1109623444.0,530075145.0
201411060HOU,HOU,HOU,SAS,8:00p,"Toyota Center, Houston, Texas",18,27,36,17,[],98,5,2.0,"['hardeja01', 'howardw01', 'arizatr01', 'canaais01', 'motiedo01', 'papanko01', 'terryja01', 'danietr01', 'blackta01', 'garcifr01', 'capelca01', 'johnsni01', 'dorsejo01']","[5, 0]",0,15,14,26,26,[],81,1,1.0,"['baynear01', 'leonaka01', 'parketo01', 'greenda02', 'bonnema01', 'anderky01', 'pendeje02', 'diawbo01', 'josepco01', 'dayeau01', 'duncati01', 'ginobma01', 'belinma01']","[2, 1]",0,division,897246425.0,1153684034.0
201411060POR,POR,POR,DAL,10:30p,"Moda Center, Portland, Oregon",20,26,35,27,[],108,1,2.0,"['lillada01', 'aldrila01', 'batumni01', 'matthwe02', 'lopezro01', 'mccolcj01', 'blakest01', 'kamanch01', 'robinth01', 'bartowi01', 'leoname01', 'wrighdo01', 'freeljo01']","[2, 2]",0,24,26,18,19,[],87,3,3.0,"['chandty01', 'parsoch01', 'nowitdi01', 'ellismo01', 'nelsoja01', 'harride01', 'aminual01', 'bareajo01', 'wrighbr03', 'jefferi01', 'smithgr02', 'villach01', 'crowdja01']","[3, 1]",0,conference,1232864869.0,1200637488.0
201411070BOS,BOS,BOS,IND,7:30p,"TD Garden, Boston, Massachusetts",30,25,18,28,[],101,-3,2.0,"['sullija01', 'greenje02', 'bradlav01', 'olynyke01', 'rondora01', 'bassbr01', 'turneev01', 'smartma01', 'pressph01', 'zellety01', 'wallage01', 'thornma01', 'youngja01']","[1, 3]",0,26,26,23,23,[],98,-4,2.0,"['hillso01', 'copelch01', 'sloando01', 'hibbero01', 'scolalu01', 'allenla01', 'rudezda01', 'mahinia01', 'priceaj01', 'whittsh01', 'westda01', 'stuckro01', 'milescj01']","[1, 4]",0,conference,709626038.0,509636776.0
201411070BRK,BRK,BRK,NYK,7:30p,"Barclays Center, Brooklyn, New York",30,25,31,24,[],110,-1,2.0,"['willide01', 'bogdabo02', 'johnsjo02', 'lopezbr01', 'garneke01', 'teletmi01', 'anderal01', 'plumlma01', 'jackja01', 'karasse01', 'jordaje01', 'kirilan01', 'gutiejo01']","[2, 2]",0,20,22,26,31,[],99,-2,2.0,"['anthoca01', 'shumpim01', 'hardati02', 'smithja02', 'dalemsa01', 'stoudam01', 'smithjr01', 'acyqu01', 'larkish01', 'earlycl01', 'weartr01', 'aldrico01', 'prigipa01']","[2, 3]",0,division,1242752744.0,849122972.0
201411070CHO,CHO,CHO,ATL,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",22,25,23,27,[13],122,1,2.0,"['stephla01', 'walkeke02', 'jeffeal01', 'kiddgmi01', 'willima02', 'zelleco01', 'nealga01', 'maxieja01', 'roberbr01', 'hairspj02', 'pargoja01', 'biyombi01', 'hendege02']","[2, 3]",0,29,21,28,19,[13],119,-1,2.0,"['korveky01', 'teaguje01', 'millspa01', 'carrode01', 'horfoal01', 'sefolth01', 'anticpe01', 'schrode01', 'scottmi01', 'macksh01', 'bazemke01', 'muscami01', 'brandel01']","[1, 2]",0,division,795158986.0,1139781922.0
201411070DEN,CLE,DEN,CLE,10:30p,"Pepsi Center, Denver, Colorado",20,25,26,30,[],101,-3,2.0,"['afflaar01', 'chandwi01', 'robinna01', 'farieke01', 'mozgoti01', 'foyera01', 'geeal01', 'gallida01', 'nurkiju01', 'mcgeeja01', 'greener01', 'arthuda01', 'hicksjj01']","[1, 3]",0,38,20,27,25,[],110,-2,2.0,"['jamesle01', 'irvinky01', 'loveke01', 'mariosh01', 'varejan01', 'waitedi01', 'thomptr01', 'millemi01', 'cherrwi01', 'harrijo01', 'kirkal01', 'jonesja02', 'haywobr01']","[1, 3]",0,none,717357071.0,1464867043.0
201411070DET,DET,DET,MIL,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",27,24,25,22,[],98,1,2.0,"['smithjo03', 'jennibr01', 'caldwke01', 'drumman01', 'monrogr01', 'butleca01', 'augusdj01', 'singlky01', 'jerebjo01', 'anthojo01', 'mitchto02', 'dinwisp01', 'datomlu01']","[1, 3]",0,21,23,28,23,[],95,-1,2.0,"['knighbr03', 'parkeja01', 'sandela01', 'marshke01', 'ilyaser01', 'antetgi01', 'bayleje01', 'dudleja01', 'mayooj01', 'pachuza01', 'hensojo01', 'woltena01', 'middlkh01']","[2, 3]",0,division,730200602.0,824086066.0
201411070OKC,MEM,OKC,MEM,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",19,21,22,27,[],89,-2,3.0,"['jacksre01', 'lambje01', 'adamsst01', 'ibakase01', 'thomala01', 'collini01', 'telfase01', 'perkike01', 'smithis01', 'westbru01', 'roberan03', 'morroan01', 'jonespe01']","[1, 4]",0,22,27,17,25,[],91,5,2.0,"['gasolma01', 'leeco01', 'conlemi01', 'randoza01', 'allento01', 'cartevi01', 'pondequ01', 'koufoko01', 'udrihbe01', 'leuerjo01', 'princta01', 'adamsjo01', 'lucaska01']","[5, 0]",0,conference,986479873.0,1147745119.0
201411070ORL,ORL,ORL,MIN,7:00p,"Amway Center, Orlando, Florida",26,21,27,20,[],112,1,2.0,"['harrito02', 'vucevni01', 'paytoel01', 'fournev01', 'fryech01', 'gordoaa01', 'harklma01', 'gordobe01', 'ridnolu01', 'greenwi01', 'marblde01', 'dedmode01', 'nichoan01']","[1, 4]",0,27,25,25,17,[],103,1,2.0,"['martike02', 'youngth01', 'pekovni01', 'wiggian01', 'rubiori01', 'willima01', 'breweco01', 'dienggo01', 'hummero01', 'muhamsh01', 'lavinza01', 'budinch01', 'bennean01']","[2, 2]",0,none,889665847.0,872156191.0
201411070PHI,CHI,PHI,CHI,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",28,29,19,39,[],115,-5,2.0,"['wroteto01', 'mbahalu01', 'thompho01', 'sampsja02', 'simshe01', 'mcdankj01', 'daviebr01', 'johnsch04', 'shvedal01', 'thomama01', 'noelne01', 'cartemi01']","[0, 5]",0,33,24,35,26,[],118,3,2.0,"['butleji01', 'gasolpa01', 'hinriki01', 'dunlemi02', 'noahjo01', 'gibsota01', 'mcderdo01', 'brookaa01', 'mirotni01', 'snellto01', 'mooreet01', 'mohamna01', 'bairsca01']","[4, 1]",0,conference,122676513.0,1061366158.0
201411070PHO,SAC,PHO,SAC,9:00p,"US Airways Center, Phoenix, Arizona",36,22,30,11,[7],112,-1,2.0,"['dragigo01', 'bledser01', 'morrima03', 'plumlmi01', 'morrima02', 'tuckepj01', 'thomais02', 'greenge01', 'lenal01', 'randosh01', 'tollian01', 'goodwar01', 'dragizo01']","[3, 2]",0,25,30,22,22,[7],114,4,2.0,"['gayru01', 'couside01', 'collida01', 'thompja02', 'mclembe01', 'landrca01', 'stausni01', 'sessira01', 'evansre01', 'casspom01', 'mccalra01', 'willide02', 'holliry01']","[4, 1]",0,division,660745538.0,568585399.0
201411070TOR,TOR,TOR,WAS,7:30p,"Air Canada Centre, Toronto, Canada",28,31,23,21,[],103,2,2.0,"['derozde01', 'lowryky01', 'rosste01', 'valanjo01', 'johnsam01', 'pattepa01', 'johnsja01', 'willilo02', 'vasqugr01', 'hansbty01', 'fieldla01', 'stiemgr01', 'hayesch01']","[4, 1]",0,18,17,23,26,[],84,4,2.0,"['walljo01', 'templga01', 'gortama01', 'piercpa01', 'hilarne01', 'porteot01', 'serapke01', 'millean02', 'humphkr01', 'butlera01', 'goodedr01', 'blairde01', 'ricegl02']","[4, 1]",0,conference,995106462.0,1109623444.0
201411070UTA,DAL,UTA,DAL,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",17,27,18,20,[],82,1,2.0,"['burksal01', 'haywago01', 'kanteen01', 'burketr01', 'favorde01', 'exumda01', 'goberru01', 'inglejo01', 'booketr01', 'clarkia01', 'hoodro01', 'evansje01', 'novakst01']","[2, 3]",0,24,28,26,27,[],105,-1,1.0,"['chandty01', 'ellismo01', 'nowitdi01', 'parsoch01', 'nelsoja01', 'wrighbr03', 'harride01', 'aminual01', 'bareajo01', 'jefferi01', 'villach01', 'crowdja01', 'smithgr02']","[3, 2]",1,conference,873504036.0,1200637488.0
201411080ATL,ATL,ATL,NYK,7:30p,"Philips Arena, Atlanta, Georgia",20,28,27,28,[],103,-2,1.0,"['korveky01', 'millspa01', 'teaguje01', 'carrode01', 'horfoal01', 'schrode01', 'anticpe01', 'sefolth01', 'scottmi01', 'macksh01', 'muscami01', 'brandel01', 'bazemke01']","[1, 3]",0,32,29,13,22,[],96,-3,1.0,"['anthoca01', 'shumpim01', 'larkish01', 'hardati02', 'dalemsa01', 'smithjr01', 'stoudam01', 'acyqu01', 'smithja02', 'earlycl01', 'weartr01', 'prigipa01', 'aldrico01']","[2, 4]",0,conference,1139781922.0,849122972.0
201411080CHI,BOS,CHI,BOS,8:00p,"United Center, Chicago, Illinois",25,16,26,34,[],101,4,1.0,"['butleji01', 'noahjo01', 'gasolpa01', 'hinriki01', 'dunlemi02', 'gibsota01', 'brookaa01', 'mcderdo01', 'snellto01', 'mirotni01', 'mooreet01', 'mohamna01', 'bairsca01']","[5, 1]",0,20,36,27,23,[],106,1,1.0,"['greenje02', 'olynyke01', 'bradlav01', 'turneev01', 'sullija01', 'zellety01', 'pressph01', 'thornma01', 'bassbr01', 'wallage01', 'youngja01', 'poweldw01']","[2, 3]",0,conference,1061366158.0,586963228.0
201411080HOU,GSW,HOU,GSW,8:00p,"Toyota Center, Houston, Texas",29,27,13,18,[],87,6,2.0,"['hardeja01', 'arizatr01', 'canaais01', 'papanko01', 'blackta01', 'motiedo01', 'terryja01', 'garcifr01', 'danietr01', 'johnsni01', 'howardw01', 'dorsejo01', 'capelca01']","[6, 0]",0,25,23,28,22,[],98,4,3.0,"['curryst01', 'bogutan01', 'greendr01', 'thompkl01', 'barneha02', 'iguodan01', 'barbole01', 'livinsh01', 'speigma01', 'ezelife01', 'rushbr01', 'holidju01', 'kuzmiog01']","[4, 0]",0,conference,897246425.0,1225336378.0
201411080IND,WAS,IND,WAS,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",14,21,30,25,[],90,-5,1.0,"['hillso01', 'copelch01', 'sloando01', 'scolalu01', 'hibbero01', 'mahinia01', 'rudezda01', 'priceaj01', 'allenla01', 'whittsh01', 'westda01', 'stuckro01', 'milescj01']","[1, 5]",0,32,22,19,24,[],97,-1,1.0,"['walljo01', 'templga01', 'hilarne01', 'piercpa01', 'gortama01', 'porteot01', 'serapke01', 'humphkr01', 'butlera01', 'millean02', 'ricegl02', 'goodedr01', 'blairde01']","[4, 2]",1,conference,509636776.0,1109623444.0
