,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away,gameState,gameState
teamData,winner,teamHome,teamAway,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed,datetime,endtime
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201811090SAC,SAC,SAC,MIN,"Golden 1 Center, Sacramento, California",29,34,29,29,[],121,-2,2.0,"['hieldbu01', 'foxde01', 'shumpim01', 'caulewi01', 'bjeline01', 'willitr02', 'koufoko01', 'baglema01', 'masonfr01', 'ferreyo01', 'jacksju01', 'gilesha01', 'labissk01']","[6, 5]",0,31,30,20,29,[],110,-4,2.0,"['butleji01', 'townska01', 'rosede01', 'gibsota01', 'okogijo01', 'jonesty01', 'tollian01', 'willicj01', 'dienggo01', 'nunnaja01', 'bateske01', 'terreja01', 'denglu01']","[4, 8]",0,conference,350651429.0,852975260.0,26973186.846153848,65613481.538461536,11,12,2018-11-09 22:00:00,2018-11-10 00:00:00
201811090UTA,UTA,UTA,BOS,"Vivint Smart Home Arena, Salt Lake City, Utah",27,31,35,30,[],123,1,2.0,"['rubiori01', 'goberru01', 'inglejo01', 'mitchdo01', 'favorde01', 'crowdja01', 'burksal01', 'onealro01', 'niangge01', 'exumda01', 'udohek01', 'allengr01', 'sefolth01']","[5, 6]",0,25,26,29,35,[],115,1,1.0,"['tatumja01', 'roziete01', 'brownja02', 'horfoal01', 'haywago01', 'smartma01', 'morrima03', 'baynear01', 'ojelese01', 'yabusgu01', 'irvinky01', 'wanambr01', 'williro04']","[7, 4]",0,none,769626862.0,1049137131.0,59202066.307692304,80702856.23076923,11,11,2018-11-09 21:30:00,2018-11-09 23:30:00
201811100CHI,CHI,CHI,CLE,"United Center, Chicago, Illinois",37,16,26,20,[],99,-1,3.0,"['lavinza01', 'holidju01', 'parkeja01', 'arcidry01', 'cartewe01', 'lopezro01', 'blakean01', 'hutchch01', 'harrish01', 'markkla01', 'feliccr01', 'payneca01']","[3, 9]",0,23,30,24,21,[],98,-4,3.0,"['sextoco01', 'thomptr01', 'nancela02', 'hoodro01', 'smithjr01', 'clarkjo01', 'korveky01', 'nwabada01', 'zizican01', 'harrian01', 'fryech01']","[1, 10]",0,division,404758330.0,546227751.0,33729860.833333336,49657068.27272727,12,11,2018-11-10 20:00:00,2018-11-10 22:00:00
201811100DAL,DAL,DAL,OKC,"American Airlines Center, Dallas, Texas",23,34,25,29,[],111,-1,3.0,"['doncilu01', 'matthwe02', 'jordade01', 'smithde03', 'barneha02', 'klebima01', 'finnedo01', 'bareajo01', 'poweldw01', 'harride01', 'brunsja01', 'broekry01', 'mejrisa01']","[3, 8]",0,22,23,25,26,[],96,7,2.0,"['georgpa01', 'adamsst01', 'schrode01', 'grantje01', 'fergute01', 'abrinal01', 'feltora01', 'pattepa01', 'noelne01', 'diallha01', 'naderab01', 'luwawti01']","[7, 4]",0,conference,708315430.0,672947507.0,54485802.307692304,56078958.91666666,11,11,2018-11-10 21:00:00,2018-11-10 23:00:00
201811100GSW,GSW,GSW,BRK,"Oracle Arena, Oakland, California",36,29,29,22,[],116,-1,2.0,"['duranke01', 'cookqu01', 'thompkl01', 'jerebjo01', 'jonesda03', 'mckinal01', 'belljo01', 'iguodan01', 'looneke01', 'leeda03', 'derrima01', 'evansja02']","[10, 2]",1,30,23,21,26,[],100,3,1.0,"['allenja01', 'russeda01', 'leverca01', 'harrijo01', 'dudleja01', 'crabbal01', 'dinwisp01', 'napiesh01', 'holliro01', 'davised01', 'carrode01', 'kurucro01', 'farieke01']","[6, 6]",0,none,773892371.0,626508635.0,64491030.91666666,48192971.92307692,12,12,2018-11-10 20:30:00,2018-11-10 22:30:00
201811100LAC,LAC,LAC,MIL,"STAPLES Center, Los Angeles, California",33,29,27,30,[],128,-1,2.0,"['gallida01', 'gilgesh01', 'harrito02', 'beverpa01', 'gortama01', 'willilo02', 'harremo01', 'scottmi01', 'wallaty01', 'thornsi01', 'marjabo01', 'teodomi01', 'robinje01']","[6, 5]",0,24,40,20,35,[],126,1,2.0,"['antetgi01', 'brogdma01', 'lopezbr01', 'bledser01', 'middlkh01', 'connapa01', 'ilyaser01', 'divindo01', 'snellto01', 'hensojo01', 'brownst02', 'makerth01', 'dellama01']","[9, 2]",0,none,737980669.0,926417081.0,56767743.76923077,71262852.38461539,11,11,2018-11-10 15:30:00,2018-11-10 17:30:00
201811100MEM,MEM,MEM,PHI,"FedEx Forum, Memphis, Tennessee",21,29,24,28,[],112,1,3.0,"['conlemi01', 'gasolma01', 'templga01', 'anderky01', 'jacksja02', 'macksh01', 'brookma01', 'seldewa01', 'brookdi01', 'rabbiv01', 'stephdj01', 'carteje01', 'parsoch01']","[6, 4]",0,26,37,17,22,[],106,2,1.0,"['shamela01', 'embiijo01', 'simmobe01', 'redicjj01', 'fultzma01', 'mccontj01', 'korkmfu01', 'boldejo01', 'johnsam01', 'muscami01', 'chandwi01']","[8, 5]",0,none,724515500.0,613258840.0,55731961.538461536,55750803.63636363,10,13,2018-11-10 20:00:00,2018-11-10 22:00:00
201811100MIA,WAS,MIA,WAS,"AmericanAirlines Arena, Miami, Florida",35,26,24,25,[],110,-1,1.0,"['richajo01', 'whiteha01', 'winslju01', 'mcgruro01', 'dragigo01', 'johnsty01', 'ellinwa01', 'adebaba01', 'olynyke01', 'jonesde02', 'robindu01', 'hasleud01']","[5, 6]",1,25,33,25,33,[],116,-2,1.0,"['walljo01', 'howardw01', 'bealbr01', 'porteot01', 'morrima02', 'greenje02', 'riverau01', 'oubreke01', 'mahinia01', 'satorto01', 'smithja02', 'browntr01', 'bryanth01']","[2, 9]",0,division,681129778.0,1223245340.0,56760814.833333336,94095795.3846154,11,11,2018-11-10 20:00:00,2018-11-10 22:00:00
201811100NOP,NOP,NOP,PHO,"Smoothie King Center, New Orleans, Louisiana",33,28,30,28,[],119,1,3.0,"['randlju01', 'holidjr01', 'davisan02', 'johnswe01', 'mooreet01', 'milleda01', 'diallch01', 'clarkia01', 'fraziti01', 'willike04', 'jacksfr01', 'okafoja01', 'hillso01']","[5, 6]",0,26,27,29,17,[],99,-2,2.0,"['warretj01', 'bookede01', 'arizatr01', 'aytonde01', 'canaais01', 'jacksjo02', 'bridgmi01', 'holmeri01', 'crawfja01', 'okoboel01', 'bendedr01', 'anderry01', 'danietr01']","[2, 9]",0,conference,658568023.0,662072195.0,50659078.692307696,50928630.38461538,11,11,2018-11-10 19:00:00,2018-11-10 21:00:00
201811100SAC,LAL,SAC,LAL,"Golden 1 Center, Sacramento, California",20,24,21,21,[],86,1,1.0,"['foxde01', 'shumpim01', 'bjeline01', 'hieldbu01', 'caulewi01', 'baglema01', 'bogdabo01', 'masonfr01', 'jacksju01', 'koufoko01', 'willitr02', 'gilesha01', 'ferreyo01']","[7, 5]",0,26,24,26,25,[],101,1,3.0,"['kuzmaky01', 'jamesle01', 'ingrabr01', 'mcgeeja01', 'balllo01', 'rondora01', 'chandty01', 'hartjo01', 'caldwke01', 'stephla01', 'mykhasv01', 'zubaciv01', 'beaslmi01']","[5, 6]",0,division,407266180.0,1127182247.0,31328167.69230769,86706326.6923077,12,11,2018-11-10 22:00:00,2018-11-11 00:00:00
201811100SAS,SAS,SAS,HOU,"AT&T Center, San Antonio, Texas",20,32,20,24,[],96,-2,3.0,"['derozde01', 'aldrila01', 'forbebr01', 'whitede01', 'cunnida01', 'millspa02', 'bertada01', 'belinma01', 'pondequ01', 'metuch01', 'poeltja01', 'eubandr01', 'gayru01']","[6, 4]",0,21,29,21,18,[],89,-1,2.0,"['paulch01', 'tuckepj01', 'hardeja01', 'capelca01', 'ennisja01', 'gordoer01', 'clarkga01', 'harteis01', 'greenge01', 'chrisma01', 'cartemi01']","[4, 6]",0,division,872151628.0,974419882.0,67088586.76923077,88583625.63636364,10,10,2018-11-10 20:30:00,2018-11-10 22:30:00
201811100TOR,TOR,TOR,NYK,"Scotiabank Arena, Toronto, Canada",25,39,36,28,[],128,5,3.0,"['siakapa01', 'lowryky01', 'ibakase01', 'leonaka01', 'greenda02', 'anunoog01', 'wrighde01', 'vanvlfr01', 'valanjo01', 'milescj01', 'brownlo01', 'monrogr01', 'richama01']","[11, 1]",0,25,28,29,30,[],112,1,3.0,"['hardati02', 'robinmi01', 'vonleno01', 'ntilila01', 'dotsoda01', 'knoxke01', 'mudiaem01', 'hezonma01', 'kanteen01', 'trieral01', 'burketr01', 'bakerro01']","[4, 8]",0,division,1077533359.0,346371706.0,82887181.46153846,28864308.83333333,12,12,2018-11-10 15:00:00,2018-11-10 17:00:00
201811110DEN,MIL,DEN,MIL,"Pepsi Center, Denver, Colorado",35,24,29,26,[],114,-2,2.0,"['murraja01', 'millspa01', 'harriga01', 'hernaju01', 'jokicni01', 'morrimo01', 'beaslma01', 'lylestr01', 'plumlma01', 'craigto01', 'lydonty01', 'akoonde01']","[9, 3]",0,33,30,36,22,[],121,-1,1.0,"['lopezbr01', 'antetgi01', 'middlkh01', 'brogdma01', 'bledser01', 'connapa01', 'ilyaser01', 'snellto01', 'divindo01', 'hensojo01', 'dellama01', 'makerth01', 'brownst02']","[9, 3]",0,none,635793860.0,926417081.0,52982821.66666666,71262852.38461539,12,12,2018-11-11 20:00:00,2018-11-11 22:00:00
201811110DET,CHO,DET,CHO,"Little Caesars Arena, Detroit, Michigan",27,22,26,28,[],103,2,2.0,"['drumman01', 'bullore01', 'jacksre01', 'griffbl01', 'robingl02', 'smithis01', 'gallola01', 'johnsst04', 'pachuza01', 'caldejo01', 'brownbr01', 'leuerjo01', 'thomakh01']","[6, 5]",0,24,27,32,30,[],113,-1,2.0,"['walkeke02', 'batumni01', 'zelleco01', 'willima02', 'lambje01', 'parketo01', 'bridgmi02', 'monkma01', 'hernawi01', 'kiddgmi01', 'bacondw01', 'grahade01', 'biyombi01']","[6, 6]",0,conference,829424424.0,983855567.0,63801878.76923077,75681197.46153846,11,12,2018-11-11 15:30:00,2018-11-11 17:30:00
201811110HOU,HOU,HOU,IND,"Toyota Center, Houston, Texas",32,44,26,13,[],115,-2,1.0,"['tuckepj01', 'hardeja01', 'paulch01', 'capelca01', 'ennisja01', 'clarkga01', 'gordoer01', 'harteis01', 'edwarvi01', 'cartemi01', 'anthoca01', 'chrisma01']","[4, 7]",1,31,23,27,22,[],103,1,2.0,"['oladivi01', 'bogdabo02', 'collida01', 'turnemy01', 'youngth01', 'josepco01', 'sabondo01', 'evansty01', 'mcderdo01', 'oquinky01', 'leaftj01', 'holidaa01']","[8, 5]",0,none,1216259673.0,717460636.0,101354972.75,59788386.333333336,11,13,2018-11-11 19:00:00,2018-11-11 21:00:00
201811110LAL,LAL,LAL,ATL,"STAPLES Center, Los Angeles, California",28,24,32,23,[],107,2,1.0,"['jamesle01', 'kuzmaky01', 'ingrabr01', 'balllo01', 'mcgeeja01', 'hartjo01', 'chandty01', 'rondora01', 'caldwke01', 'stephla01', 'beaslmi01', 'mykhasv01', 'wagnemo01']","[6, 6]",0,22,31,22,31,[],106,-3,2.0,"['youngtr01', 'princta02', 'bazemke01', 'spellom01', 'lenal01', 'cartevi01', 'bembrde01', 'plumlmi01', 'linje01', 'huertke01', 'poythal01', 'dorsety01', 'hamilda02']","[3, 9]",0,none,1110228461.0,504698631.0,85402189.3076923,38822971.615384616,12,12,2018-11-11 21:30:00,2018-11-11 23:30:00
201811110NYK,ORL,NYK,ORL,"Madison Square Garden (IV), New York, New York",10,30,20,29,[],89,-1,1.0,"['hardati02', 'vonleno01', 'robinmi01', 'dotsoda01', 'ntilila01', 'hezonma01', 'kanteen01', 'knoxke01', 'trieral01', 'burketr01', 'mudiaem01', 'bakerro01']","[4, 9]",0,30,35,22,28,[],115,1,2.0,"['iwundwe01', 'martija01', 'vucevni01', 'augusdj01', 'fournev01', 'grantje02', 'simmojo02', 'rosste01', 'bambamo01', 'birchkh01', 'briscis01', 'frazime01']","[5, 7]",0,conference,346371706.0,467193310.0,28864308.83333333,38932775.833333336,13,12,2018-11-11 19:30:00,2018-11-11 21:30:00
201811110POR,POR,POR,BOS,"Moda Center, Portland, Oregon",26,28,29,17,[],100,3,3.0,"['lillada01', 'mccolcj01', 'aminual01', 'nurkiju01', 'laymaja01', 'turneev01', 'colliza01', 'curryse01', 'leoname01', 'stausni01', 'swanica01', 'baldwwa01', 'simonan01']","[9, 3]",0,21,16,33,24,[],94,-1,2.0,"['tatumja01', 'horfoal01', 'irvinky01', 'haywago01', 'brownja02', 'morrima03', 'smartma01', 'roziete01', 'baynear01', 'theisda01', 'yabusgu01', 'ojelese01', 'wanambr01']","[7, 5]",0,none,734984673.0,1060327483.0,56537282.538461536,81563652.53846154,12,12,2018-11-11 21:00:00,2018-11-11 23:00:00
201811120CHI,DAL,CHI,DAL,"United Center, Chicago, Illinois",20,29,26,23,[],98,1,2.0,"['lavinza01', 'holidju01', 'arcidry01', 'parkeja01', 'cartewe01', 'blakean01', 'hutchch01', 'lopezro01', 'harrish01', 'feliccr01', 'payneca01']","[4, 9]",0,25,31,22,25,[],103,1,2.0,"['finnedo01', 'barneha02', 'doncilu01', 'jordade01', 'smithde03', 'bareajo01', 'harride01', 'poweldw01', 'klebima01', 'brunsja01', 'mejrisa01', 'broekry01']","[4, 8]",1,none,368677753.0,596440583.0,33516159.363636363,49703381.91666666,13,12,2018-11-12 20:00:00,2018-11-12 22:00:00
201811120LAC,LAC,LAC,GSW,"STAPLES Center, Los Angeles, California",34,30,26,16,[],121,1,2.0,"['harrito02', 'gilgesh01', 'gallida01', 'beverpa01', 'gortama01', 'harremo01', 'willilo02', 'scottmi01', 'wallaty01', 'thornsi01', 'robinje01', 'teodomi01', 'marjabo01']","[7, 5]",0,30,31,20,25,[],116,1,2.0,"['thompkl01', 'greendr01', 'duranke01', 'cookqu01', 'jonesda03', 'iguodan01', 'looneke01', 'livinsh01', 'jerebjo01', 'mckinal01', 'belljo01', 'evansja02', 'leeda03']","[11, 2]",0,division,737980669.0,964610291.0,56767743.76923077,74200791.61538461,12,13,2018-11-12 22:30:00,2018-11-13 00:30:00
201811120MEM,UTA,MEM,UTA,"FedEx Forum, Memphis, Tennessee",16,27,26,19,[],88,2,2.0,"['anderky01', 'conlemi01', 'gasolma01', 'templga01', 'jacksja02', 'macksh01', 'brookma01', 'seldewa01', 'stephdj01', 'carteje01', 'rabbiv01', 'watanyu01', 'parsoch01']","[7, 4]",2,20,20,34,22,[],96,2,3.0,"['mitchdo01', 'inglejo01', 'goberru01', 'favorde01', 'rubiori01', 'crowdja01', 'burksal01', 'exumda01', 'niangge01', 'onealro01', 'udohek01', 'sefolth01', 'allengr01']","[6, 6]",0,conference,699187812.0,769626862.0,53783677.84615385,59202066.307692304,11,12,2018-11-12 20:00:00,2018-11-12 22:00:00
201811120MIA,PHI,MIA,PHI,"AmericanAirlines Arena, Miami, Florida",26,36,28,24,[],114,-2,2.0,"['richajo01', 'dragigo01', 'mcgruro01', 'whiteha01', 'winslju01', 'johnsty01', 'ellinwa01', 'olynyke01', 'adebaba01', 'jonesde02', 'hasleud01', 'robindu01']","[5, 7]",0,32,32,32,28,[],124,-1,2.0,"['embiijo01', 'simmobe01', 'redicjj01', 'fultzma01', 'chandwi01', 'muscami01', 'shamela01', 'korkmfu01', 'mccontj01', 'johnsam01', 'miltosh01', 'jacksde01', 'boldejo01']","[8, 6]",0,conference,681129778.0,620259625.0,56760814.833333336,47712278.84615385,12,14,2018-11-12 19:30:00,2018-11-12 21:30:00
201811120MIN,MIN,MIN,BRK,"Target Center, Minneapolis, Minnesota",30,27,36,27,[],120,-5,3.0,"['rosede01', 'wiggian01', 'townska01', 'teaguje01', 'gibsota01', 'okogijo01', 'tollian01', 'jonesty01', 'dienggo01', 'willicj01', 'nunnaja01', 'bateske01', 'denglu01']","[4, 9]",0,31,22,32,28,[],113,-1,2.0,"['harrijo01', 'russeda01', 'dudleja01', 'holliro01', 'leverca01', 'dinwisp01', 'crabbal01', 'carrode01', 'davised01', 'napiesh01', 'kurucro01', 'allenja01', 'farieke01']","[6, 7]",0,none,909777186.0,626508635.0,69982860.46153846,48192971.92307692,13,13,2018-11-12 20:00:00,2018-11-12 22:00:00
201811120OKC,OKC,OKC,PHO,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",32,32,22,32,[],118,-1,2.0,"['georgpa01', 'schrode01', 'adamsst01', 'grantje01', 'fergute01', 'abrinal01', 'pattepa01', 'noelne01', 'diallha01', 'feltora01', 'burtode02', 'luwawti01', 'naderab01']","[7, 5]",1,13,27,35,26,[],101,-3,2.0,"['warretj01', 'bookede01', 'aytonde01', 'arizatr01', 'canaais01', 'bridgmi01', 'crawfja01', 'holmeri01', 'okoboel01', 'jacksjo02', 'bendedr01', 'danietr01', 'anderry01']","[2, 10]",0,conference,674515946.0,662072195.0,51885842.0,50928630.38461538,12,12,2018-11-12 20:00:00,2018-11-12 22:00:00
201811120SAC,SAC,SAC,SAS,"Golden 1 Center, Sacramento, California",25,31,21,27,[],104,-1,2.0,"['caulewi01', 'foxde01', 'bjeline01', 'shumpim01', 'hieldbu01', 'bogdabo01', 'baglema01', 'jacksju01', 'masonfr01', 'gilesha01', 'willitr02', 'ferreyo01', 'labissk01']","[7, 6]",0,24,31,21,23,[],99,1,2.0,"['derozde01', 'aldrila01', 'cunnida01', 'forbebr01', 'whitede01', 'millspa02', 'gayru01', 'belinma01', 'poeltja01', 'bertada01', 'pondequ01', 'metuch01']","[7, 4]",0,conference,366072637.0,868291244.0,28159433.615384616,72357603.66666667,13,11,2018-11-12 22:00:00,2018-11-13 00:00:00
201811120TOR,NOP,TOR,NOP,"Scotiabank Arena, Toronto, Canada",29,32,22,27,[],110,6,2.0,"['leonaka01', 'lowryky01', 'siakapa01', 'ibakase01', 'greenda02', 'anunoog01', 'vanvlfr01', 'wrighde01', 'valanjo01', 'milescj01', 'brownlo01', 'monrogr01', 'richama01']","[12, 1]",0,31,35,28,32,[],126,2,2.0,"['davisan02', 'holidjr01', 'mooreet01', 'randlju01', 'johnswe01', 'milleda01', 'clarkia01', 'diallch01', 'fraziti01', 'willike04', 'okafoja01', 'jacksfr01', 'hillso01']","[6, 6]",0,none,1077533359.0,658568023.0,82887181.46153846,50659078.692307696,13,12,2018-11-12 19:30:00,2018-11-12 21:30:00
201811120WAS,WAS,WAS,ORL,"Capital One Arena, Washington, District of Columbia",30,25,28,34,[],117,1,2.0,"['morrima02', 'bealbr01', 'walljo01', 'howardw01', 'porteot01', 'oubreke01', 'greenje02', 'riverau01', 'satorto01', 'mahinia01', 'smithja02', 'browntr01', 'bryanth01']","[3, 9]",0,30,25,28,26,[],109,2,1.0,"['gordoaa01', 'vucevni01', 'augusdj01', 'fournev01', 'iwundwe01', 'simmojo02', 'rosste01', 'grantje02', 'martija01', 'bambamo01', 'birchkh01', 'frazime01', 'briscis01']","[6, 7]",1,division,1223245340.0,561212770.0,94095795.3846154,43170213.07692308,12,13,2018-11-12 19:00:00,2018-11-12 21:00:00
201811130CLE,CLE,CLE,CHO,"Quicken Loans Arena, Cleveland, Ohio",38,29,21,25,[],113,-5,3.0,"['smithjr01', 'nancela02', 'sextoco01', 'hoodro01', 'thomptr01', 'clarkjo01', 'nwabada01', 'harrian01', 'zizican01', 'fryech01', 'osmande01']","[1, 11]",0,23,28,18,20,[],89,1,2.0,"['walkeke02', 'lambje01', 'willima02', 'batumni01', 'zelleco01', 'monkma01', 'bacondw01', 'parketo01', 'bridgmi02', 'hernawi01', 'grahade01', 'biyombi01', 'kaminfr01']","[7, 6]",1,conference,488814457.0,931389597.0,44437677.90909091,71645353.61538461,12,13,2018-11-13 19:00:00,2018-11-13 21:00:00
201811130DEN,HOU,DEN,HOU,"Pepsi Center, Denver, Colorado",30,25,21,23,[],99,-3,2.0,"['hernaju01', 'harriga01', 'murraja01', 'jokicni01', 'millspa01', 'morrimo01', 'plumlma01', 'lylestr01', 'craigto01', 'beaslma01', 'akoonde01', 'lydonty01']","[9, 4]",0,27,27,32,23,[],109,1,2.0,"['tuckepj01', 'hardeja01', 'capelca01', 'ennisja01', 'paulch01', 'gordoer01', 'clarkga01', 'harteis01', 'cartemi01', 'chrisma01']","[5, 7]",0,conference,635793860.0,949908834.0,52982821.66666666,94990883.4,13,12,2018-11-13 21:00:00,2018-11-13 23:00:00
201811130GSW,GSW,GSW,ATL,"Oracle Arena, Oakland, California",20,29,33,28,[],110,-1,1.0,"['thompkl01', 'duranke01', 'cookqu01', 'jerebjo01', 'jonesda03', 'iguodan01', 'looneke01', 'mckinal01', 'livinsh01', 'belljo01', 'leeda03', 'evansja02']","[11, 3]",0,23,29,24,27,[],103,-4,2.0,"['princta02', 'lenal01', 'youngtr01', 'bazemke01', 'spellom01', 'poythal01', 'linje01', 'cartevi01', 'bembrde01', 'huertke01', 'plumlmi01', 'dorsety01', 'hamilda02']","[3, 10]",0,none,833656750.0,504698631.0,69471395.83333333,38822971.615384616,14,13,2018-11-13 22:30:00,2018-11-14 00:30:00
201811140BOS,BOS,BOS,CHI,"TD Garden, Boston, Massachusetts",19,32,26,34,[],111,-2,3.0,"['haywago01', 'irvinky01', 'tatumja01', 'brownja02', 'horfoal01', 'roziete01', 'ojelese01', 'baynear01', 'smartma01', 'theisda01', 'wanambr01', 'yabusgu01', 'morrima03']","[7, 6]",0,24,11,24,23,[],82,-1,2.0,"['holidju01', 'lavinza01', 'arcidry01', 'parkeja01', 'cartewe01', 'harrish01', 'hutchch01', 'blakean01', 'lopezro01', 'feliccr01', 'payneca01']","[4, 10]",0,conference,1060327483.0,368677753.0,81563652.53846154,33516159.363636363,13,14,2018-11-14 19:30:00,2018-11-14 21:30:00
201811140BRK,MIA,BRK,MIA,"Barclays Center, Brooklyn, New York",21,28,23,35,[],107,-2,2.0,"['crabbal01', 'harrijo01', 'dudleja01', 'russeda01', 'davised01', 'dinwisp01', 'carrode01', 'napiesh01', 'holliro01', 'farieke01', 'kurucro01', 'musadz01', 'willial03']","[6, 8]",0,37,24,29,30,[],120,-3,2.0,"['richajo01', 'winslju01', 'mcgruro01', 'dragigo01', 'whiteha01', 'johnsty01', 'ellinwa01', 'olynyke01', 'adebaba01', 'hasleud01', 'robindu01', 'jonesde02']","[5, 8]",0,conference,567782632.0,681129778.0,43675587.07692308,56760814.833333336,14,13,2018-11-14 19:30:00,2018-11-14 21:30:00
201811140DAL,DAL,DAL,UTA,"American Airlines Center, Dallas, Texas",30,28,26,34,[],118,2,2.0,"['barneha02', 'doncilu01', 'jordade01', 'smithde03', 'matthwe02', 'poweldw01', 'finnedo01', 'klebima01', 'bareajo01', 'harride01', 'brunsja01', 'broekry01', 'mejrisa01']","[5, 8]",0,24,22,13,9,[],68,3,2.0,"['goberru01', 'inglejo01', 'mitchdo01', 'rubiori01', 'favorde01', 'crowdja01', 'allengr01', 'exumda01', 'burksal01', 'sefolth01', 'udohek01', 'onealro01', 'niangge01']","[7, 6]",2,conference,708315430.0,769626862.0,54485802.307692304,59202066.307692304,13,13,2018-11-14 20:30:00,2018-11-14 22:30:00
201811140LAL,LAL,LAL,POR,"STAPLES Center, Los Angeles, California",26,33,38,29,[],126,3,3.0,"['jamesle01', 'ingrabr01', 'balllo01', 'kuzmaky01', 'mcgeeja01', 'hartjo01', 'chandty01', 'caldwke01', 'rondora01', 'stephla01', 'mykhasv01', 'beaslmi01', 'zubaciv01']","[7, 6]",1,33,22,34,28,[],117,4,3.0,"['lillada01', 'mccolcj01', 'nurkiju01', 'aminual01', 'laymaja01', 'turneev01', 'colliza01', 'stausni01', 'leoname01', 'curryse01', 'baldwwa01', 'swanica01', 'trentga02']","[10, 3]",1,conference,1127182247.0,744727912.0,86706326.6923077,57286762.461538464,13,13,2018-11-14 22:30:00,2018-11-15 00:30:00
201811140MIL,MEM,MIL,MEM,"Fiserv Forum, Milwaukee, Wisconsin",19,26,35,33,[],113,1,3.0,"['antetgi01', 'middlkh01', 'bledser01', 'brogdma01', 'lopezbr01', 'connapa01', 'ilyaser01', 'snellto01', 'makerth01', 'divindo01', 'hensojo01', 'dellama01', 'morrija01']","[10, 3]",0,29,19,36,32,[],116,-1,2.0,"['anderky01', 'templga01', 'gasolma01', 'conlemi01', 'jacksja02', 'macksh01', 'seldewa01', 'brookma01', 'watanyu01', 'parsoch01', 'carteje01', 'rabbiv01', 'stephdj01']","[7, 5]",0,none,918273606.0,699187812.0,70636431.23076923,53783677.84615385,13,12,2018-11-14 20:00:00,2018-11-14 22:00:00
201811140MIN,MIN,MIN,NOP,"Target Center, Minneapolis, Minnesota",38,29,18,22,[],107,1,2.0,"['covinro01', 'wiggian01', 'teaguje01', 'townska01', 'gibsota01', 'saricda01', 'okogijo01', 'dienggo01', 'jonesty01', 'bateske01', 'tollian01', 'nunnaja01', 'denglu01']","[5, 9]",0,28,26,27,19,[],100,3,2.0,"['davisan02', 'holidjr01', 'mooreet01', 'mirotni01', 'johnswe01', 'milleda01', 'randlju01', 'clarkia01', 'diallch01', 'fraziti01', 'okafoja01', 'hillso01', 'jacksfr01']","[7, 6]",0,conference,854774454.0,693943882.0,65751881.07692308,53380298.615384616,14,13,2018-11-14 20:00:00,2018-11-14 22:00:00
201811140OKC,OKC,OKC,NYK,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",37,28,35,28,[],128,1,2.0,"['fergute01', 'adamsst01', 'schrode01', 'georgpa01', 'grantje01', 'diallha01', 'pattepa01', 'feltora01', 'noelne01', 'burtode02', 'abrinal01', 'naderab01', 'luwawti01']","[8, 5]",0,22,27,31,23,[],103,-2,3.0,"['knoxke01', 'hardati02', 'mudiaem01', 'vonleno01', 'robinmi01', 'trieral01', 'dotsoda01', 'kanteen01', 'hezonma01', 'ntilila01', 'bakerro01', 'burketr01']","[4, 10]",0,none,674515946.0,346371706.0,51885842.0,28864308.83333333,13,14,2018-11-14 20:00:00,2018-11-14 22:00:00
201811140ORL,ORL,ORL,PHI,"Amway Center, Orlando, Florida",27,26,23,35,[],111,-1,2.0,"['vucevni01', 'gordoaa01', 'augusdj01', 'fournev01', 'iwundwe01', 'rosste01', 'simmojo02', 'grantje02', 'isaacjo01', 'bambamo01', 'martija01', 'briscis01', 'birchkh01']","[6, 8]",0,30,22,35,19,[],106,1,2.0,"['embiijo01', 'redicjj01', 'butleji01', 'simmobe01', 'chandwi01', 'muscami01', 'fultzma01', 'korkmfu01', 'shamela01', 'johnsam01', 'boldejo01', 'mccontj01', 'jacksde01']","[9, 6]",1,conference,598470324.0,796202063.0,46036178.76923077,61246312.538461536,14,15,2018-11-14 19:00:00,2018-11-14 21:00:00
201811140PHO,PHO,PHO,SAS,"Talking Stick Resort Arena, Phoenix, Arizona",34,18,35,29,[],116,-4,2.0,"['warretj01', 'bookede01', 'canaais01', 'aytonde01', 'bridgmi01', 'jacksjo02', 'holmeri01', 'crawfja01', 'meltode01', 'anderry01', 'bendedr01', 'danietr01']","[2, 11]",0,19,29,22,26,[],96,-1,2.0,"['derozde01', 'whitede01', 'aldrila01', 'forbebr01', 'cunnida01', 'belinma01', 'millspa02', 'poeltja01', 'bertada01', 'pondequ01', 'metuch01', 'gayru01']","[7, 5]",1,conference,561198198.0,868291244.0,46766516.5,72357603.66666667,13,12,2018-11-14 21:00:00,2018-11-14 23:00:00
