,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201803280LAL,LAL,LAL,DAL,10:30p,"STAPLES Center, Los Angeles, California",32,23,27,21,[],103,-1,2.0,"['lopezbr01', 'caldwke01', 'randlju01', 'balllo01', 'ingrabr01', 'kuzmaky01', 'carusal01', 'weartr01', 'ennisty01', 'zubaciv01', 'bryanth01', 'fryech01']","[32, 41]",2,34,22,25,12,[],93,1,1.0,"['barneha02', 'smithde03', 'nowitdi01', 'finnedo01', 'poweldw01', 'klebima01', 'harriaa01', 'noelne01', 'ferreyo01', 'mcderdo01', 'colliky01', 'motlejo01', 'jonesja04']","[23, 51]",1,conference
201803280MEM,MEM,MEM,POR,8:00p,"FedEx Forum, Memphis, Tennessee",20,33,23,32,[],108,1,2.0,"['brookdi01', 'martija01', 'greenja01', 'gasolma01', 'chalmma01', 'simmoko01', 'seldewa01', 'brookma01', 'parsoch01', 'davisde01', 'harrian01', 'mclembe01', 'teaguma01']","[20, 54]",1,28,30,23,22,[],103,2,1.0,"['mccolcj01', 'turneev01', 'aminual01', 'nurkiju01', 'napiesh01', 'connapa01', 'colliza01', 'baldwwa01', 'davised01', 'laymaja01', 'leoname01', 'papagge01', 'swanica01']","[46, 28]",1,conference
201803280MIN,MIN,MIN,ATL,8:00p,"Target Center, Minneapolis, Minnesota",34,31,33,28,[],126,-2,2.0,"['townska01', 'bjeline01', 'wiggian01', 'teaguje01', 'gibsota01', 'crawfja01', 'jonesty01', 'dienggo01', 'brookaa01', 'brownan02', 'georgma01', 'jeffeam01', 'pattoju01']","[42, 33]",0,32,25,31,26,[],114,-3,3.0,"['princta02', 'leeda03', 'dedmode01', 'taylois01', 'collijo01', 'magetjo01', 'muscami01', 'dorsety01', 'cavanty01', 'whitean01', 'bembrde01', 'plumlmi01', 'schrode01']","[21, 53]",1,none
201803280ORL,BRK,ORL,BRK,7:00p,"Amway Center, Orlando, Florida",33,18,30,23,[],104,1,4.0,"['hezonma01', 'augusdj01', 'gordoaa01', 'vucevni01', 'purviro01', 'macksh01', 'artisja01', 'biyombi01', 'afflaar01', 'birchkh01', 'isaacjo01', 'iwundwe01', 'speigma01']","[22, 51]",1,36,22,27,26,[],111,-3,3.0,"['holliro01', 'crabbal01', 'russeda01', 'carrode01', 'allenja01', 'harrijo01', 'leverca01', 'dinwisp01', 'cunnida01', 'acyqu01', 'mozgoti01', 'okafoja01', 'stausni01']","[23, 51]",2,conference
201803280PHI,PHI,PHI,NYK,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",37,30,26,25,[],118,7,2.0,"['saricda01', 'simmobe01', 'covinro01', 'redicjj01', 'embiijo01', 'ilyaser01', 'belinma01', 'holmeri01', 'fultzma01', 'mccontj01', 'bayleje01', 'jacksde01', 'korkmfu01']","[43, 30]",3,28,35,17,21,[],101,-1,2.0,"['beaslmi01', 'hardati02', 'kanteen01', 'burketr01', 'thomala01', 'mudiaem01', 'ntilila01', 'willitr02', 'kornelu01', 'hicksis01', 'dotsoda01', 'jackja01']","[27, 48]",0,division
201803280PHO,LAC,PHO,LAC,10:00p,"Talking Stick Resort Arena, Phoenix, Arizona",32,24,26,17,[],99,-2,2.0,"['ulisty01', 'jacksjo02', 'danietr01', 'chrisma01', 'bendedr01', 'harrish01', 'willial03', 'reedda01', 'peteral01', 'dudleja01', 'houseda01', 'bookede01', 'chandty01']","[19, 56]",0,27,31,27,26,[],111,2,1.0,"['wallaty01', 'riverau01', 'harrito02', 'jordade01', 'johnswe01', 'willilo02', 'thornsi01', 'harremo01', 'willicj01', 'dekkesa01', 'marjabo01', 'evansja01', 'gallida01']","[40, 34]",3,division
201803280UTA,BOS,UTA,BOS,9:30p,"Vivint Smart Home Arena, Salt Lake City, Utah",24,15,32,23,[],94,1,3.0,"['goberru01', 'mitchdo01', 'rubiori01', 'inglejo01', 'favorde01', 'crowdja01', 'onealro01', 'jerebjo01', 'exumda01', 'burksal01', 'niangge01', 'stockda01', 'udohek01']","[42, 32]",1,18,30,19,30,[],97,4,2.0,"['tatumja01', 'roziete01', 'brownja02', 'baynear01', 'yabusgu01', 'larkish01', 'ojelese01', 'monrogr01', 'naderab01', 'allenka01', 'birdja01', 'horfoal01', 'silasxa01']","[51, 23]",0,none
201803290DET,DET,DET,WAS,7:00p,"Little Caesars Arena, Detroit, Michigan",23,26,32,22,[],103,2,3.0,"['drumman01', 'johnsst04', 'tollian01', 'bullore01', 'jacksre01', 'smithis01', 'kennalu01', 'ellenhe01', 'ennisja01', 'moreler01', 'buyckdw01', 'gallola01', 'nelsoja01']","[34, 40]",0,24,25,17,26,[],92,1,2.0,"['morrima02', 'bealbr01', 'satorto01', 'gortama01', 'porteot01', 'oubreke01', 'scottmi01', 'sessira01', 'meeksjo01', 'mahinia01', 'fraziti01', 'smithja02', 'walljo01']","[41, 33]",3,conference
201803290GSW,MIL,GSW,MIL,10:30p,"Oracle Arena, Oakland, California",27,22,23,35,[],107,-2,2.0,"['mccawpa01', 'cookqu01', 'greendr01', 'duranke01', 'mcgeeja01', 'youngni01', 'looneke01', 'iguodan01', 'livinsh01', 'westda01', 'belljo01', 'jonesda03', 'pachuza01']","[54, 20]",1,29,29,34,24,[],116,-1,2.0,"['middlkh01', 'antetgi01', 'bledser01', 'snellto01', 'hensojo01', 'parkeja01', 'zellety01', 'terryja01', 'jennibr01', 'brownst02', 'muhamsh01', 'plumlma02', 'wilsodj01']","[39, 35]",0,none
201803290MIA,MIA,MIA,CHI,7:30p,"AmericanAirlines Arena, Miami, Florida",29,22,27,25,[],103,1,2.0,"['richajo01', 'dragigo01', 'johnsja01', 'whiteha01', 'johnsty01', 'ellinwa01', 'winslju01', 'wadedw01', 'olynyke01', 'mcgruro01', 'adebaba01', 'hasleud01', 'mickejo01']","[40, 35]",2,21,25,22,24,[],92,-6,2.0,"['nwabada01', 'vonleno01', 'lopezro01', 'payneca01', 'holidju01', 'portibo01', 'valende01', 'kilpase01', 'grantje02', 'arcidry01', 'asikom01', 'markkla01']","[24, 50]",1,conference
201803290SAC,IND,SAC,IND,10:00p,"Golden 1 Center, Sacramento, California",28,28,23,24,[],103,-2,2.0,"['bogdabo01', 'foxde01', 'caulewi01', 'labissk01', 'jacksju01', 'hieldbu01', 'cartevi01', 'koufoko01', 'masonfr01', 'sampsja02', 'cabocbr01', 'cooleja01', 'randoza01']","[24, 51]",0,28,33,18,27,[],106,3,2.0,"['bogdabo02', 'oladivi01', 'youngth01', 'collida01', 'turnemy01', 'sabondo01', 'josepco01', 'stephla01', 'robingl02', 'leaftj01', 'jeffeal01', 'poythal01', 'youngjo01']","[44, 31]",1,none
201803290SAS,SAS,SAS,OKC,8:00p,"AT&T Center, San Antonio, Texas",24,35,18,26,[],103,-2,2.0,"['aldrila01', 'millspa02', 'murrade01', 'gasolpa01', 'anderky01', 'greenda02', 'gayru01', 'parketo01', 'ginobma01', 'bertada01', 'forbebr01', 'lauvejo01', 'paulbr01']","[43, 32]",1,29,27,25,18,[],99,-1,4.0,"['georgpa01', 'westbru01', 'adamsst01', 'anthoca01', 'breweco01', 'feltora01', 'grantje01', 'fergute01', 'pattepa01', 'abrinal01', 'collini01', 'huestjo01', 'johnsda04']","[44, 31]",2,conference
201803300ATL,PHI,ATL,PHI,7:30p,"Philips Arena, Atlanta, Georgia",27,14,18,32,[],91,-4,2.0,"['leeda03', 'taylois01', 'collijo01', 'dedmode01', 'princta02', 'dorsety01', 'muscami01', 'whitean01', 'plumlmi01', 'bembrde01', 'clevean01', 'schrode01']","[21, 54]",0,30,17,39,15,[],101,8,2.0,"['simmobe01', 'covinro01', 'saricda01', 'redicjj01', 'johnsam01', 'ilyaser01', 'belinma01', 'holmeri01', 'fultzma01', 'mccontj01', 'korkmfu01', 'anderju01', 'bayleje01']","[44, 30]",1,conference
201803300CLE,CLE,CLE,NOP,8:00p,"Quicken Loans Arena, Cleveland, Ohio",29,18,33,27,[],107,1,2.0,"['jamesle01', 'hoodro01', 'loveke01', 'hillge01', 'nancela02', 'clarkjo01', 'greenje02', 'thomptr01', 'smithjr01', 'caldejo01', 'hollajo02', 'osmande01', 'zizican01']","[45, 30]",0,29,28,22,23,[],102,-2,3.0,"['davisan02', 'holidjr01', 'mooreet01', 'rondora01', 'okafoem01', 'milleda01', 'mirotni01', 'hillso01', 'clarkia01', 'diallch01', 'cookech01', 'drewla02', 'liggide01']","[43, 32]",1,none
201803300DAL,MIN,DAL,MIN,8:30p,"American Airlines Center, Dallas, Texas",20,26,18,28,[],92,-1,2.0,"['barneha02', 'smithde03', 'finnedo01', 'nowitdi01', 'poweldw01', 'ferreyo01', 'noelne01', 'klebima01', 'harriaa01', 'mcderdo01', 'colliky01', 'motlejo01']","[23, 52]",0,16,28,23,26,[],93,1,2.0,"['townska01', 'wiggian01', 'bjeline01', 'gibsota01', 'teaguje01', 'crawfja01', 'jonesty01', 'dienggo01', 'brookaa01', 'brownan02', 'georgma01', 'jeffeam01', 'pattoju01']","[43, 33]",3,conference
201803300HOU,HOU,HOU,PHO,8:00p,"Toyota Center, Houston, Texas",22,18,35,29,[],104,0,3.0,"['hardeja01', 'capelca01', 'tuckepj01', 'arizatr01', 'greenge01', 'mbahalu01', 'johnsjo02', 'anderry01', 'blackta01', 'gordoer01', 'paulch01', 'quartti01']","[61, 14]",3,25,32,29,17,[],103,-3,2.0,"['ulisty01', 'danietr01', 'jacksjo02', 'chrisma01', 'bendedr01', 'peteral01', 'houseda01', 'harrish01', 'willial03', 'bookede01', 'chandty01', 'dudleja01', 'reedda01']","[19, 57]",0,conference
201803300LAL,MIL,LAL,MIL,10:30p,"STAPLES Center, Los Angeles, California",34,23,26,29,[],122,1,2.0,"['kuzmaky01', 'randlju01', 'lopezbr01', 'ingrabr01', 'caldwke01', 'hartjo01', 'carusal01', 'ennisty01', 'fryech01', 'zubaciv01', 'balllo01', 'denglu01']","[33, 41]",0,39,29,29,15,[],124,1,1.0,"['antetgi01', 'middlkh01', 'bledser01', 'snellto01', 'zellety01', 'terryja01', 'parkeja01', 'jennibr01', 'muhamsh01', 'plumlma02', 'brownst02', 'munfoxa02', 'wilsodj01']","[40, 35]",1,none
201803300OKC,DEN,OKC,DEN,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",28,30,21,35,[],125,-2,1.0,"['westbru01', 'georgpa01', 'breweco01', 'adamsst01', 'anthoca01', 'grantje01', 'feltora01', 'abrinal01', 'pattepa01', 'fergute01', 'collini01', 'huestjo01', 'johnsda04']","[44, 32]",1,27,35,30,22,[],126,-2,3.0,"['murraja01', 'jokicni01', 'bartowi01', 'millspa01', 'chandwi01', 'harride01', 'craigto01', 'plumlma01', 'lylestr01', 'arthuda01', 'beaslma01', 'hernaju01', 'jefferi01']","[40, 35]",2,division
201803300ORL,CHI,ORL,CHI,7:00p,"Amway Center, Orlando, Florida",24,20,25,13,[],82,-1,2.0,"['gordoaa01', 'augusdj01', 'vucevni01', 'purviro01', 'isaacjo01', 'hezonma01', 'macksh01', 'artisja01', 'biyombi01', 'birchkh01', 'afflaar01', 'iwundwe01', 'speigma01']","[22, 52]",0,30,27,9,24,[],90,-7,1.0,"['feliccr01', 'markkla01', 'payneca01', 'nwabada01', 'holidju01', 'grantje02', 'kilpase01', 'vonleno01', 'portibo01', 'valende01', 'arcidry01', 'asikom01', 'lopezro01']","[24, 51]",3,conference
201803300POR,POR,POR,LAC,10:30p,"Moda Center, Portland, Oregon",26,38,23,18,[],105,-1,2.0,"['lillada01', 'mccolcj01', 'turneev01', 'nurkiju01', 'aminual01', 'colliza01', 'connapa01', 'napiesh01', 'davised01', 'swanica01', 'baldwwa01', 'laymaja01', 'leoname01']","[46, 29]",2,23,26,17,30,[],96,3,2.0,"['harrito02', 'wallaty01', 'riverau01', 'gallida01', 'jordade01', 'willilo02', 'harremo01', 'marjabo01', 'thornsi01', 'johnswe01', 'willicj01', 'dekkesa01', 'evansja01']","[41, 34]",1,conference
201803300UTA,UTA,UTA,MEM,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",29,23,28,27,[],107,-1,2.0,"['mitchdo01', 'inglejo01', 'onealro01', 'favorde01', 'goberru01', 'exumda01', 'crowdja01', 'burksal01', 'jerebjo01', 'niangge01', 'rubiori01', 'stockda01', 'udohek01']","[42, 33]",2,14,33,29,21,[],97,2,2.0,"['martija01', 'brookdi01', 'simmoko01', 'gasolma01', 'greenja01', 'teaguma01', 'seldewa01', 'mclembe01', 'brookma01', 'rabbiv01', 'davisde01', 'chalmma01', 'parsoch01']","[21, 54]",0,conference
201803310BOS,BOS,BOS,TOR,7:30p,"TD Garden, Boston, Massachusetts",31,22,29,28,[],110,5,3.0,"['roziete01', 'tatumja01', 'horfoal01', 'brownja02', 'baynear01', 'morrima03', 'ojelese01', 'monrogr01', 'allenka01', 'naderab01', 'birdja01', 'silasxa01', 'yabusgu01']","[52, 23]",1,33,22,29,15,[],99,1,4.0,"['derozde01', 'lowryky01', 'ibakase01', 'valanjo01', 'anunoog01', 'milescj01', 'poeltja01', 'vanvlfr01', 'siakapa01', 'wrighde01', 'powelno01', 'noguelu01']","[55, 20]",1,division
201803310MIA,BRK,MIA,BRK,8:00p,"AmericanAirlines Arena, Miami, Florida",32,23,21,25,[],109,2,2.0,"['richajo01', 'dragigo01', 'johnsja01', 'johnsty01', 'whiteha01', 'winslju01', 'wadedw01', 'ellinwa01', 'olynyke01', 'adebaba01', 'hasleud01', 'mcgruro01', 'mickejo01']","[41, 35]",1,22,26,32,21,[],110,1,3.0,"['holliro01', 'carrode01', 'crabbal01', 'allenja01', 'russeda01', 'dinwisp01', 'leverca01', 'harrijo01', 'cunnida01', 'acyqu01', 'mozgoti01', 'okafoja01', 'stausni01']","[24, 51]",2,conference
201803310NYK,DET,NYK,DET,5:00p,"Madison Square Garden (IV), New York, New York",27,27,30,25,[],109,-2,3.0,"['burketr01', 'hardati02', 'willitr02', 'oquinky01', 'beaslmi01', 'mudiaem01', 'dotsoda01', 'kornelu01', 'thomala01', 'hicksis01', 'jackja01', 'ntilila01']","[27, 49]",0,30,26,29,30,[],115,3,2.0,"['drumman01', 'bullore01', 'tollian01', 'jacksre01', 'johnsst04', 'smithis01', 'ennisja01', 'kennalu01', 'ellenhe01', 'moreler01', 'buyckdw01', 'gallola01', 'nelsoja01']","[35, 40]",2,conference
201803310SAC,GSW,SAC,GSW,10:00p,"Golden 1 Center, Sacramento, California",25,24,20,27,[],96,-3,2.0,"['labissk01', 'foxde01', 'jacksju01', 'bogdabo01', 'caulewi01', 'hieldbu01', 'masonfr01', 'cooleja01', 'cabocbr01', 'cartevi01', 'sampsja02', 'hayesni01', 'koufoko01']","[24, 52]",2,28,29,36,19,[],112,-3,2.0,"['greendr01', 'thompkl01', 'duranke01', 'cookqu01', 'mcgeeja01', 'looneke01', 'youngni01', 'mccawpa01', 'livinsh01', 'westda01', 'belljo01', 'jonesda03', 'pachuza01']","[54, 21]",1,division
201803310WAS,WAS,WAS,CHO,3:00p,"Capital One Arena, Washington, District of Columbia",30,20,37,20,[],107,-1,2.0,"['porteot01', 'bealbr01', 'walljo01', 'gortama01', 'morrima02', 'oubreke01', 'satorto01', 'scottmi01', 'mahinia01', 'meeksjo01', 'sessira01', 'fraziti01', 'smithja02']","[41, 34]",0,27,24,23,19,[],93,-1,3.0,"['walkeke02', 'howardw01', 'batumni01', 'willima02', 'kiddgmi01', 'kaminfr01', 'monkma01', 'bacondw01', 'hernawi01', 'grahatr01', 'stoneju01', 'lambje01']","[34, 42]",3,division
201804010ATL,ATL,ATL,ORL,6:00p,"Philips Arena, Atlanta, Georgia",21,35,13,25,[],94,-5,2.0,"['dedmode01', 'collijo01', 'taylois01', 'princta02', 'leeda03', 'muscami01', 'dorsety01', 'magetjo01', 'plumlmi01', 'bembrde01', 'cavanty01', 'evansje01', 'whitean01']","[21, 55]",1,18,25,21,24,[],88,-2,2.0,"['augusdj01', 'gordoaa01', 'vucevni01', 'iwundwe01', 'isaacjo01', 'hezonma01', 'macksh01', 'biyombi01', 'purviro01', 'birchkh01', 'afflaar01', 'artisja01', 'speigma01']","[22, 53]",2,division
201804010BRK,DET,BRK,DET,6:00p,"Barclays Center, Brooklyn, New York",28,20,22,26,[],96,2,1.0,"['allenja01', 'holliro01', 'russeda01', 'carrode01', 'crabbal01', 'leverca01', 'harrijo01', 'cunnida01', 'dinwisp01', 'stausni01', 'acyqu01', 'mozgoti01', 'okafoja01']","[25, 51]",1,33,29,21,25,[],108,4,1.0,"['bullore01', 'johnsst04', 'tollian01', 'jacksre01', 'drumman01', 'kennalu01', 'moreler01', 'smithis01', 'ellenhe01', 'buyckdw01', 'ennisja01', 'gallola01', 'nelsoja01']","[36, 40]",2,conference
201804010CHI,CHI,CHI,WAS,3:30p,"United Center, Chicago, Illinois",36,32,19,26,[],113,1,2.0,"['markkla01', 'payneca01', 'nwabada01', 'holidju01', 'lopezro01', 'grantje02', 'kilpase01', 'feliccr01', 'valende01', 'vonleno01', 'portibo01', 'arcidry01', 'asikom01']","[25, 51]",0,27,32,16,19,[],94,1,1.0,"['satorto01', 'porteot01', 'morrima02', 'bealbr01', 'gortama01', 'scottmi01', 'meeksjo01', 'smithja02', 'oubreke01', 'sessira01', 'fraziti01', 'mahinia01', 'walljo01']","[42, 34]",2,conference
201804010CHO,PHI,CHO,PHI,1:00p,"Spectrum Center, Charlotte, North Carolina",29,22,27,24,[],102,-2,1.0,"['kiddgmi01', 'walkeke02', 'howardw01', 'batumni01', 'willima02', 'kaminfr01', 'monkma01', 'lambje01', 'hernawi01', 'stoneju01', 'bacondw01']","[34, 43]",0,28,32,31,28,[],119,9,2.0,"['covinro01', 'simmobe01', 'johnsam01', 'redicjj01', 'ilyaser01', 'belinma01', 'mccontj01', 'holmeri01', 'fultzma01', 'korkmfu01', 'anderju01', 'bayleje01', 'jacksde01']","[45, 30]",3,conference
201804010CLE,CLE,CLE,DAL,6:00p,"Quicken Loans Arena, Cleveland, Ohio",18,30,25,25,[],98,2,2.0,"['jamesle01', 'loveke01', 'hoodro01', 'caldejo01', 'nancela02', 'smithjr01', 'clarkjo01', 'thomptr01', 'greenje02', 'osmande01', 'perralo01', 'zizican01', 'hollajo02']","[46, 30]",1,25,22,30,10,[],87,-2,2.0,"['barneha02', 'smithde03', 'finnedo01', 'poweldw01', 'nowitdi01', 'klebima01', 'mcderdo01', 'ferreyo01', 'noelne01', 'harriaa01', 'colliky01', 'motlejo01']","[23, 53]",0,none
201804010DEN,DEN,DEN,MIL,8:00p,"Pepsi Center, Denver, Colorado",22,41,16,32,[],128,1,2.0,"['jokicni01', 'bartowi01', 'millspa01', 'murraja01', 'craigto01', 'harride01', 'lylestr01', 'hernaju01', 'plumlma01', 'beaslma01', 'arthuda01', 'farieke01', 'jefferi01']","[41, 35]",1,34,20,38,19,[],125,2,2.0,"['bledser01', 'middlkh01', 'snellto01', 'antetgi01', 'hensojo01', 'parkeja01', 'zellety01', 'terryja01', 'brownst02', 'jennibr01', 'muhamsh01', 'plumlma02', 'wilsodj01']","[41, 35]",0,none
201804010GSW,GSW,GSW,PHO,8:30p,"Oracle Arena, Oakland, California",22,36,36,23,[],117,1,1.0,"['duranke01', 'cookqu01', 'greendr01', 'thompkl01', 'looneke01', 'youngni01', 'belljo01', 'livinsh01', 'westda01', 'pachuza01', 'mcgeeja01', 'jonesda03']","[55, 21]",2,24,35,18,30,[],107,-4,2.0,"['ulisty01', 'bendedr01', 'jacksjo02', 'chrisma01', 'danietr01', 'houseda01', 'willial03', 'harrish01', 'peteral01', 'bookede01', 'chandty01', 'dudleja01', 'reedda01']","[19, 58]",0,division
201804010LAC,IND,LAC,IND,3:30p,"STAPLES Center, Los Angeles, California",30,21,27,26,[],104,-1,2.0,"['harrito02', 'wallaty01', 'riverau01', 'gallida01', 'jordade01', 'willilo02', 'harremo01', 'thornsi01', 'willicj01', 'dekkesa01', 'evansja01', 'johnswe01', 'marjabo01']","[41, 35]",0,22,28,26,35,[],111,4,3.0,"['youngth01', 'oladivi01', 'bogdabo02', 'turnemy01', 'collida01', 'josepco01', 'stephla01', 'sabondo01', 'booketr01', 'robingl02', 'jeffeal01', 'leaftj01', 'youngjo01']","[45, 31]",1,none
201804010LAL,SAC,LAL,SAC,9:30p,"STAPLES Center, Los Angeles, California",22,21,21,19,[],83,-1,2.0,"['caldwke01', 'kuzmaky01', 'carusal01', 'lopezbr01', 'randlju01', 'hartjo01', 'fryech01', 'zubaciv01', 'ennisty01', 'balllo01', 'paytoga02', 'weartr01']","[33, 42]",2,19,24,17,24,[],84,-4,1.0,"['foxde01', 'bogdabo01', 'jacksju01', 'caulewi01', 'labissk01', 'hieldbu01', 'hayesni01', 'masonfr01', 'sampsja02', 'cooleja01', 'cartevi01', 'cabocbr01', 'koufoko01']","[24, 53]",1,division
201804010MIN,UTA,MIN,UTA,7:00p,"Target Center, Minneapolis, Minnesota",26,24,21,26,[],97,2,2.0,"['townska01', 'wiggian01', 'gibsota01', 'jonesty01', 'bjeline01', 'crawfja01', 'dienggo01', 'brookaa01', 'georgma01', 'brownan02', 'pattoju01', 'aldrico01', 'rosede01']","[44, 33]",2,28,33,26,34,[],121,1,2.0,"['goberru01', 'favorde01', 'mitchdo01', 'inglejo01', 'rubiori01', 'crowdja01', 'onealro01', 'exumda01', 'jerebjo01', 'burksal01', 'niangge01', 'udohek01', 'stockda01']","[43, 33]",1,division
201804010NOP,OKC,NOP,OKC,6:00p,"Smoothie King Center, New Orleans, Louisiana",28,22,25,29,[],104,-3,2.0,"['davisan02', 'holidjr01', 'rondora01', 'mooreet01', 'okafoem01', 'milleda01', 'clarkia01', 'mirotni01', 'hillso01', 'diallch01', 'cookech01', 'drewla02', 'liggide01']","[43, 33]",2,20,33,27,29,[],109,-3,2.0,"['westbru01', 'georgpa01', 'adamsst01', 'anthoca01', 'breweco01', 'abrinal01', 'feltora01', 'grantje01', 'pattepa01', 'collini01', 'fergute01', 'huestjo01', 'johnsda04']","[44, 33]",0,conference
201804010POR,POR,POR,MEM,9:00p,"Moda Center, Portland, Oregon",32,23,43,15,[],113,1,2.0,"['mccolcj01', 'lillada01', 'aminual01', 'nurkiju01', 'turneev01', 'connapa01', 'napiesh01', 'leoname01', 'colliza01', 'swanica01', 'baldwwa01', 'laymaja01', 'papagge01']","[47, 29]",1,24,27,24,23,[],98,-1,2.0,"['brookdi01', 'martija01', 'seldewa01', 'simmoko01', 'gasolma01', 'mclembe01', 'teaguma01', 'rabbiv01', 'davisde01', 'brookma01', 'chalmma01', 'greenja01', 'parsoch01']","[21, 55]",2,conference
201804010SAS,SAS,SAS,HOU,3:30p,"AT&T Center, San Antonio, Texas",26,20,29,25,[],100,1,3.0,"['millspa02', 'aldrila01', 'greenda02', 'anderky01', 'murrade01', 'gayru01', 'ginobma01', 'parketo01', 'forbebr01', 'gasolpa01', 'bertada01', 'lauvejo01', 'paulbr01']","[44, 32]",0,17,21,28,17,[],83,1,2.0,"['hardeja01', 'gordoer01', 'capelca01', 'tuckepj01', 'arizatr01', 'greenge01', 'mbahalu01', 'anderry01', 'johnsjo02', 'blackta01', 'quartti01', 'hilarne01', 'paulch01']","[62, 14]",3,division
201804030CHI,CHI,CHI,CHO,8:00p,"United Center, Chicago, Illinois",19,34,33,34,[],120,2,2.0,"['nwabada01', 'holidju01', 'feliccr01', 'markkla01', 'payneca01', 'kilpase01', 'grantje02', 'arcidry01', 'portibo01', 'vonleno01', 'asikom01', 'lopezro01']","[26, 51]",2,22,25,32,35,[],114,-3,2.0,"['howardw01', 'walkeke02', 'willima02', 'batumni01', 'kiddgmi01', 'monkma01', 'lambje01', 'kaminfr01', 'hernawi01', 'stoneju01', 'bacondw01', 'paigema01']","[34, 44]",1,conference
201804030CLE,CLE,CLE,TOR,7:00p,"Quicken Loans Arena, Cleveland, Ohio",28,32,26,26,[],112,3,2.0,"['jamesle01', 'loveke01', 'hoodro01', 'caldejo01', 'greenje02', 'smithjr01', 'clarkjo01', 'nancela02', 'korveky01', 'thomptr01', 'hollajo02', 'osmande01', 'zizican01']","[47, 30]",1,24,28,26,28,[],106,-1,3.0,"['derozde01', 'ibakase01', 'lowryky01', 'valanjo01', 'anunoog01', 'siakapa01', 'milescj01', 'vanvlfr01', 'poeltja01', 'wrighde01', 'powelno01', 'noguelu01']","[55, 21]",1,conference
201804030DAL,DAL,DAL,POR,8:30p,"American Airlines Center, Dallas, Texas",22,28,32,33,[],115,-3,2.0,"['barneha02', 'smithde03', 'nowitdi01', 'bareajo01', 'poweldw01', 'klebima01', 'harriaa01', 'mejrisa01', 'ferreyo01', 'mcderdo01', 'colliky01', 'motlejo01', 'noelne01']","[23, 54]",0,22,27,29,31,[],109,2,2.0,"['mccolcj01', 'lillada01', 'aminual01', 'nurkiju01', 'turneev01', 'napiesh01', 'colliza01', 'connapa01', 'leoname01', 'swanica01', 'baldwwa01', 'laymaja01', 'papagge01']","[48, 29]",2,conference
201804030DEN,DEN,DEN,IND,9:00p,"Pepsi Center, Denver, Colorado",27,22,28,30,[],107,2,2.0,"['jokicni01', 'murraja01', 'bartowi01', 'millspa01', 'chandwi01', 'harride01', 'craigto01', 'lylestr01', 'plumlma01', 'arthuda01', 'beaslma01', 'hernaju01', 'jefferi01']","[42, 35]",0,26,20,27,31,[],104,5,2.0,"['oladivi01', 'turnemy01', 'bogdabo02', 'youngth01', 'collida01', 'stephla01', 'josepco01', 'booketr01', 'sabondo01', 'robingl02', 'jeffeal01', 'leaftj01', 'youngjo01']","[46, 31]",1,none
201804030HOU,HOU,HOU,WAS,8:00p,"Toyota Center, Houston, Texas",35,36,24,25,[],120,-1,2.0,"['hardeja01', 'paulch01', 'tuckepj01', 'mbahalu01', 'capelca01', 'gordoer01', 'greenge01', 'hilarne01', 'johnsjo02', 'anderry01', 'quartti01', 'blackta01', 'arizatr01']","[62, 15]",0,24,25,26,29,[],104,-1,2.0,"['walljo01', 'bealbr01', 'morrima02', 'porteot01', 'gortama01', 'oubreke01', 'satorto01', 'scottmi01', 'fraziti01', 'meeksjo01', 'mahinia01', 'sessira01', 'smithja02']","[42, 35]",1,none
201804030LAC,LAC,LAC,SAS,10:30p,"STAPLES Center, Los Angeles, California",17,32,23,41,[],113,-2,2.0,"['riverau01', 'harrito02', 'wallaty01', 'jordade01', 'willicj01', 'willilo02', 'harremo01', 'thornsi01', 'marjabo01', 'johnswe01', 'dekkesa01', 'gallida01']","[41, 36]",0,31,25,27,27,[],110,2,2.0,"['aldrila01', 'millspa02', 'greenda02', 'anderky01', 'murrade01', 'ginobma01', 'gayru01', 'forbebr01', 'parketo01', 'gasolpa01', 'bertada01', 'lauvejo01', 'paulbr01']","[45, 32]",2,conference
201804030MIA,MIA,MIA,ATL,7:30p,"AmericanAirlines Arena, Miami, Florida",30,22,26,23,[],101,-1,3.0,"['richajo01', 'johnsty01', 'johnsja01', 'dragigo01', 'whiteha01', 'wadedw01', 'ellinwa01', 'winslju01', 'olynyke01', 'adebaba01', 'babbilu01', 'hasleud01', 'mcgruro01']","[41, 36]",1,25,31,22,20,[],98,1,2.0,"['taylois01', 'leeda03', 'plumlmi01', 'collijo01', 'princta02', 'dorsety01', 'muscami01', 'bembrde01', 'clevean01', 'dedmode01', 'morrija01']","[22, 55]",1,division
