,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201603170PHI,WAS,PHI,WAS,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",22,17,22,33,[],94,-2,2.0,"['smithis01', 'thompho01', 'noelne01', 'canaais01', 'grantje01', 'mccontj01', 'weemsso01', 'stausni01', 'landrca01', 'marshke01', 'holmeri01', 'covinro01', 'brandel01']","[9, 58]",0,30,28,15,26,[],99,2,1.0,"['templga01', 'walljo01', 'gortama01', 'porteot01', 'morrima02', 'thornma01', 'sessira01', 'dudleja01', 'hilarne01', 'oubreke01', 'hicksjj01', 'goodedr01', 'eddieja01']","[32, 35]",3,conference,500708550,962226806,38516042.307692304,74017446.61538461
201603170SAS,SAS,SAS,POR,8:30p,"AT&T Center, San Antonio, Texas",23,33,39,23,[],118,4,2.0,"['leonaka01', 'parketo01', 'aldrila01', 'greenda02', 'duncati01', 'martike02', 'millspa02', 'ginobma01', 'westda01', 'anderky01', 'diawbo01', 'marjabo01', 'millean02']","[57, 10]",2,28,26,24,32,[],110,-1,3.0,"['lillada01', 'mccolcj01', 'plumlma01', 'aminual01', 'vonleno01', 'crabbal01', 'hendege02', 'davised01', 'kamanch01', 'harklma01', 'roberbr01', 'leoname01', 'connapa01']","[35, 33]",0,conference,1542001723,881894994,118615517.15384616,67838076.46153846
201603170UTA,UTA,UTA,PHO,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",24,22,25,32,[],103,3,3.0,"['goberru01', 'hoodro01', 'macksh01', 'inglejo01', 'favorde01', 'netora01', 'johnsch04', 'lylestr01', 'booketr01', 'burketr01', 'witheje01', 'haywago01']","[32, 35]",2,21,17,16,15,[],69,1,3.0,"['tuckepj01', 'knighbr03', 'bookede01', 'lenal01', 'chandty01', 'pricero01', 'teletmi01', 'leuerjo01', 'goodwar01', 'budinch01', 'jenkijo01', 'willial03']","[18, 49]",0,conference,677599382,602806372,56466615.166666664,50233864.333333336
201603180DAL,GSW,DAL,GSW,8:30p,"American Airlines Center, Dallas, Texas",36,31,18,27,[],112,-1,2.0,"['nowitdi01', 'matthwe02', 'willide01', 'feltora01', 'parsoch01', 'bareajo01', 'leeda02', 'harride01', 'anderju01', 'pachuza01', 'poweldw01', 'mejrisa01', 'villach01']","[34, 34]",1,42,31,21,36,[],130,6,2.0,"['barneha02', 'greendr01', 'curryst01', 'thompkl01', 'bogutan01', 'livinsh01', 'barbole01', 'speigma01', 'rushbr01', 'mcadoja01', 'varejan01', 'clarkia01']","[61, 6]",1,conference,1103297304,1087234325,84869023.38461539,90602860.41666667
201603180DET,DET,DET,SAC,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",39,28,20,28,[],115,-2,2.0,"['morrima03', 'caldwke01', 'harrito02', 'jacksre01', 'drumman01', 'johnsst04', 'baynear01', 'blakest01', 'bullore01', 'tollian01', 'hillida01', 'brownlo01', 'anthojo01']","[34, 34]",0,25,29,29,25,[],108,-1,2.0,"['rondora01', 'couside01', 'gayru01', 'anderja01', 'acyqu01', 'collida01', 'butleca01', 'koufoko01', 'belinma01', 'curryse01', 'mclembe01', 'caulewi01', 'casspom01']","[26, 41]",1,none,747780592,727946733,57521584.0,55995902.538461536
201603180HOU,HOU,HOU,MIN,8:00p,"Toyota Center, Houston, Texas",31,23,34,28,[],116,-1,2.0,"['hardeja01', 'beverpa01', 'arizatr01', 'howardw01', 'motiedo01', 'beaslmi01', 'terryja01', 'capelca01', 'breweco01', 'mcdankj01', 'smithjo03', 'joneste01', 'harremo01']","[34, 34]",1,23,29,26,33,[],111,1,2.0,"['townska01', 'wiggian01', 'dienggo01', 'lavinza01', 'rubiori01', 'muhamsh01', 'jonesty01', 'princta01', 'smithgr02', 'paynead01', 'rudezda01', 'bjeline01']","[22, 46]",0,conference,1155015693,706070671,88847361.0,58839222.583333336
201603180LAL,PHO,LAL,PHO,10:30p,"STAPLES Center, Los Angeles, California",22,10,22,36,[],90,-3,3.0,"['randlju01', 'clarkjo01', 'artesro01', 'russeda01', 'hibbero01', 'willilo02', 'nancela02', 'bassbr01', 'kellyry01', 'huertma01', 'blackta01', 'sacrero01', 'youngni01']","[14, 54]",1,26,21,21,27,[],95,-1,1.0,"['bookede01', 'knighbr03', 'tuckepj01', 'chandty01', 'lenal01', 'pricero01', 'teletmi01', 'budinch01', 'leuerjo01', 'jenkijo01', 'willial03', 'goodwar01']","[18, 50]",1,division,637420399,602806372,49032338.384615384,50233864.333333336
201603180NOP,POR,NOP,POR,8:00p,"Smoothie King Center, New Orleans, Louisiana",30,23,28,31,[],112,1,2.0,"['holidjr01', 'douglto01', 'cunnida01', 'davisan02', 'asikom01', 'anderry01', 'geeal01', 'fraziti01', 'perkike01', 'babbilu01', 'johnsor01', 'coleno01', 'ajincal01']","[25, 42]",1,36,31,26,24,[],117,-2,1.0,"['mccolcj01', 'lillada01', 'plumlma01', 'aminual01', 'vonleno01', 'crabbal01', 'hendege02', 'davised01', 'harklma01', 'kamanch01', 'roberbr01', 'leoname01', 'connapa01']","[35, 34]",2,conference,714803578,881894994,54984890.615384616,67838076.46153846
201603180ORL,CLE,ORL,CLE,7:00p,"Amway Center, Orlando, Florida",29,25,32,17,[],103,-1,2.0,"['oladivi01', 'fournev01', 'jennibr01', 'gordoaa01', 'dedmode01', 'smithja02', 'ilyaser01', 'hezonma01', 'watsocj01', 'marblde01', 'paytoel01', 'nichoan01', 'napiesh01']","[29, 38]",0,27,36,20,26,[],109,1,2.0,"['irvinky01', 'jamesle01', 'smithjr01', 'loveke01', 'mozgoti01', 'thomptr01', 'shumpim01', 'fryech01', 'dellama01', 'jefferi01', 'mcraejo01', 'kaunsa01', 'jonesja02']","[48, 19]",3,conference,611106755,1422015772,47008211.92307692,109385828.61538461
201603180PHI,OKC,PHI,OKC,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",23,24,21,29,[],97,-3,1.0,"['noelne01', 'grantje01', 'canaais01', 'thompho01', 'smithis01', 'stausni01', 'mccontj01', 'landrca01', 'weemsso01', 'brandel01', 'marshke01', 'holmeri01', 'covinro01']","[9, 59]",0,27,26,32,26,[],111,2,2.0,"['duranke01', 'westbru01', 'adamsst01', 'roberan03', 'collini01', 'foyera01', 'waitedi01', 'kanteen01', 'singlky01', 'payneca01', 'mcgarmi01', 'morroan01', 'mohamna01']","[46, 22]",1,none,500708550,1165316398,38516042.307692304,89639722.92307693
201603180TOR,TOR,TOR,BOS,7:30p,"Air Canada Centre, Toronto, Canada",30,25,24,26,[],105,2,1.0,"['lowryky01', 'derozde01', 'biyombi01', 'powelno01', 'scolalu01', 'josepco01', 'rosste01', 'thompja02', 'pattepa01', 'noguelu01', 'cabocbr01', 'wrighde01', 'valanjo01']","[46, 21]",2,14,27,33,17,[],91,-3,2.0,"['bradlav01', 'thomais02', 'turneev01', 'johnsam01', 'sullija01', 'olynyke01', 'smartma01', 'hunterj01', 'zellety01', 'roziete01', 'mickejo01', 'clarkco01', 'youngja01']","[39, 29]",0,division,1009780946,519604385,77675457.38461539,39969568.07692308
201603190ATL,ATL,ATL,HOU,7:30p,"Philips Arena, Atlanta, Georgia",30,22,30,27,[],109,4,2.0,"['korveky01', 'millspa01', 'horfoal01', 'teaguje01', 'bazemke01', 'sefolth01', 'schrode01', 'hardati02', 'scottmi01', 'humphkr01', 'hinriki01', 'muscami01']","[40, 29]",1,16,42,25,14,[],97,1,1.0,"['beverpa01', 'arizatr01', 'hardeja01', 'howardw01', 'motiedo01', 'beaslmi01', 'terryja01', 'breweco01', 'capelca01', 'harremo01', 'mcdankj01', 'smithjo03', 'joneste01']","[35, 34]",0,none,1102784619,1155015693,91898718.25,88847361.0
201603190CHI,CHI,CHI,UTA,8:00p,"United Center, Chicago, Illinois",25,25,29,13,[],92,1,2.0,"['butleji01', 'gibsota01', 'rosede01', 'dunlemi02', 'feliccr01', 'mirotni01', 'mcderdo01', 'portibo01', 'brookaa01', 'holidju01', 'snellto01', 'mooreet01', 'bairsca01']","[34, 33]",0,19,21,27,18,[],85,4,2.0,"['hoodro01', 'haywago01', 'favorde01', 'macksh01', 'goberru01', 'inglejo01', 'lylestr01', 'netora01', 'johnsch04', 'booketr01', 'witheje01', 'burketr01']","[33, 35]",1,none,795326493,677599382,61178961.0,56466615.166666664
201603190CHO,DEN,CHO,DEN,6:00p,"Time Warner Cable Arena, Charlotte, North Carolina",22,18,22,31,[],93,2,2.0,"['batumni01', 'walkeke02', 'willima02', 'zelleco01', 'leeco01', 'linje01', 'jeffeal01', 'kaminfr01', 'danietr01', 'lambje01', 'hawessp01', 'gutiejo01', 'hansbty01']","[39, 29]",0,28,29,21,23,[],101,-3,2.0,"['harriga01', 'arthuda01', 'mudiaem01', 'jokicni01', 'sampsja02', 'bartowi01', 'augusdj01', 'nurkiju01', 'lauvejo01', 'toupaax01', 'farieke01', 'millemi01', 'nelsoja01']","[28, 41]",1,none,971311076,673225229,74716236.61538461,51786556.07692308
201603190DET,DET,DET,BRK,7:00p,"The Palace of Auburn Hills, Auburn Hills, Michigan",29,25,23,38,[],115,1,1.0,"['caldwke01', 'drumman01', 'jacksre01', 'morrima03', 'harrito02', 'johnsst04', 'blakest01', 'baynear01', 'tollian01', 'bullore01', 'hillida01', 'brownlo01', 'anthojo01']","[35, 34]",2,23,29,25,26,[],103,-1,2.0,"['bogdabo02', 'reedwi02', 'ellinwa01', 'youngth01', 'sloando01', 'larkish01', 'robinth01', 'kilpase01', 'simshe01', 'karasse01', 'mcculch01', 'lopezbr01', 'brownma02']","[19, 49]",1,conference,747780592,471865283,57521584.0,36297329.461538464
201603190IND,OKC,IND,OKC,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",28,26,33,24,[],111,-1,2.0,"['ellismo01', 'georgpa01', 'hillge01', 'mahinia01', 'turnemy01', 'stuckro01', 'hillso01', 'allenla01', 'hilljo01', 'milescj01', 'youngjo01', 'robingl02', 'lawsoty01']","[36, 32]",1,27,37,24,27,[],115,3,1.0,"['duranke01', 'westbru01', 'roberan03', 'adamsst01', 'ibakase01', 'foyera01', 'kanteen01', 'waitedi01', 'payneca01', 'morroan01', 'singlky01', 'mohamna01', 'collini01']","[47, 22]",0,none,850775485,1299971840,65444268.07692308,99997833.84615384
201603190MEM,MEM,MEM,LAC,8:00p,"FedEx Forum, Memphis, Tennessee",31,27,27,28,[],113,-4,2.0,"['randoza01', 'mccalra01', 'allento01', 'stephla01', 'holliry01', 'greenja01', 'cartevi01', 'munfoxa02', 'martija01', 'weberbr01', 'stephal01', 'barnema02', 'anderch01']","[39, 30]",0,29,29,17,27,[],102,1,3.0,"['jordade01', 'paulch01', 'redicjj01', 'greenje02', 'mbahalu01', 'crawfja01', 'piercpa01', 'riverau01', 'johnswe01', 'aldrico01', 'prigipa01', 'wilcocj01', 'pendeje02']","[43, 24]",1,conference,585265770,1175001128,45020443.84615385,90384702.15384616
201603190MIA,MIA,MIA,CLE,7:30p,"AmericanAirlines Arena, Miami, Florida",31,34,33,24,[],122,-1,2.0,"['johnsjo02', 'dragigo01', 'wadedw01', 'denglu01', 'stoudam01', 'richajo01', 'winslju01', 'whiteha01', 'mcrobjo01', 'greenge01', 'hasleud01', 'johnsty01']","[39, 29]",1,19,25,26,31,[],101,2,1.0,"['irvinky01', 'jamesle01', 'shumpim01', 'smithjr01', 'loveke01', 'jefferi01', 'dellama01', 'thomptr01', 'fryech01', 'mcraejo01', 'mozgoti01', 'jonesja02', 'kaunsa01']","[49, 19]",1,conference,1279049361,1422015772,106587446.75,109385828.61538461
201603190SAS,SAS,SAS,GSW,8:30p,"AT&T Center, San Antonio, Texas",17,26,22,22,[],87,5,2.0,"['leonaka01', 'aldrila01', 'diawbo01', 'greenda02', 'parketo01', 'millspa02', 'ginobma01', 'anderky01', 'duncati01', 'westda01', 'martike02', 'millean02', 'marjabo01']","[58, 10]",0,18,19,28,14,[],79,7,1.0,"['greendr01', 'thompkl01', 'curryst01', 'barneha02', 'rushbr01', 'livinsh01', 'barbole01', 'speigma01', 'mcadoja01', 'clarkia01', 'varejan01', 'bogutan01']","[62, 6]",1,conference,1542001723,1087234325,118615517.15384616,90602860.41666667
201603190WAS,WAS,WAS,NYK,7:00p,"Verizon Center, Washington, District of Columbia",20,23,33,23,[],99,3,2.0,"['walljo01', 'morrima02', 'gortama01', 'bealbr01', 'porteot01', 'anderal01', 'templga01', 'hilarne01', 'dudleja01', 'sessira01', 'thornma01', 'oubreke01', 'hicksjj01']","[33, 35]",1,29,24,13,23,[],89,-1,3.0,"['anthoca01', 'porzikr01', 'lopezro01', 'caldejo01', 'vujacsa01', 'afflaar01', 'gallola01', 'willide02', 'serapke01', 'grantje02', 'thomala01', 'oquinky01', 'amundlo01']","[28, 41]",1,conference,1080023035,777823375,83078695.0,59832567.307692304
201603200DAL,DAL,DAL,POR,4:00p,"American Airlines Center, Dallas, Texas",25,33,32,23,[],132,-2,2.0,"['willide01', 'matthwe02', 'nowitdi01', 'feltora01', 'pachuza01', 'mejrisa01', 'bareajo01', 'harride01', 'leeda02', 'villach01', 'anderju01', 'mcgeeja01', 'poweldw01']","[34, 35]",1,36,19,27,31,[],120,1,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'vonleno01', 'crabbal01', 'hendege02', 'davised01', 'harklma01', 'roberbr01', 'leoname01', 'kamanch01', 'connapa01']","[36, 34]",0,conference,1046824695,881894994,80524976.53846154,67838076.46153846
201603200MIL,UTA,MIL,UTA,7:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",22,19,18,26,[],85,1,3.0,"['parkeja01', 'middlkh01', 'antetgi01', 'bayleje01', 'monrogr01', 'hensojo01', 'plumlmi01', 'ennisty01', 'cunnija01', 'inglida01', 'obryajo01', 'vaughra01', 'cartemi01']","[30, 39]",0,23,19,31,21,[],94,-1,1.0,"['macksh01', 'hoodro01', 'haywago01', 'goberru01', 'favorde01', 'lylestr01', 'inglejo01', 'netora01', 'booketr01', 'johnsch04', 'witheje01', 'burketr01']","[33, 36]",1,none,641142714,677599382,49318670.307692304,56466615.166666664
201603200NOP,NOP,NOP,LAC,6:00p,"Smoothie King Center, New Orleans, Louisiana",21,33,24,31,[],109,-1,2.0,"['cunnida01', 'holidjr01', 'douglto01', 'asikom01', 'babbilu01', 'geeal01', 'fraziti01', 'perkike01', 'ajincal01', 'davisan02', 'coleno01', 'anderry01']","[25, 43]",0,24,32,16,33,[],105,-1,1.0,"['paulch01', 'jordade01', 'redicjj01', 'piercpa01', 'mbahalu01', 'crawfja01', 'riverau01', 'johnswe01', 'aldrico01', 'prigipa01', 'wilcocj01', 'greenje02', 'pendeje02']","[43, 25]",3,conference,713353262,1175001128,59446105.166666664,90384702.15384616
201603200NYK,SAC,NYK,SAC,7:30p,"Madison Square Garden (IV), New York, New York",12,35,18,15,[],80,-2,1.0,"['lopezro01', 'porzikr01', 'caldejo01', 'afflaar01', 'vujacsa01', 'grantje02', 'gallola01', 'willide02', 'oquinky01', 'amundlo01', 'earlycl01', 'serapke01', 'anthoca01']","[28, 42]",0,28,22,19,19,[],88,-2,2.0,"['collida01', 'gayru01', 'couside01', 'rondora01', 'acyqu01', 'belinma01', 'casspom01', 'koufoko01', 'anderja01', 'mclembe01', 'curryse01', 'caulewi01', 'butleca01']","[26, 42]",1,none,754918927,727946733,58070686.692307696,55995902.538461536
201603200PHI,BOS,PHI,BOS,6:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",16,28,35,26,[],105,-4,2.0,"['smithis01', 'thompho01', 'canaais01', 'grantje01', 'noelne01', 'stausni01', 'landrca01', 'mccontj01', 'brandel01', 'marshke01', 'weemsso01', 'holmeri01', 'covinro01']","[9, 60]",0,28,27,33,32,[],120,-4,2.0,"['bradlav01', 'sullija01', 'turneev01', 'thomais02', 'johnsam01', 'smartma01', 'olynyke01', 'roziete01', 'zellety01', 'mickejo01', 'youngja01', 'hunterj01', 'clarkco01']","[39, 30]",3,division,500708550,519604385,38516042.307692304,39969568.07692308
201603200TOR,TOR,TOR,ORL,4:30p,"Air Canada Centre, Toronto, Canada",30,23,27,25,[],105,3,2.0,"['lowryky01', 'derozde01', 'biyombi01', 'scolalu01', 'powelno01', 'thompja02', 'rosste01', 'wrighde01', 'valanjo01', 'noguelu01', 'josepco01', 'johnsja01', 'cabocbr01']","[47, 21]",1,25,30,27,18,[],100,-2,2.0,"['oladivi01', 'fournev01', 'jennibr01', 'gordoaa01', 'dedmode01', 'ilyaser01', 'nichoan01', 'paytoel01', 'marblde01', 'smithja02', 'hezonma01', 'watsocj01', 'napiesh01']","[29, 39]",1,conference,1043978243,611106755,80306018.6923077,47008211.92307692
201603210ATL,WAS,ATL,WAS,8:00p,"Philips Arena, Atlanta, Georgia",30,29,27,16,[],102,5,2.0,"['horfoal01', 'teaguje01', 'millspa01', 'bazemke01', 'korveky01', 'sefolth01', 'hardati02', 'scottmi01', 'schrode01', 'humphkr01', 'muscami01', 'hinriki01']","[41, 29]",1,27,34,28,28,[],117,4,2.0,"['porteot01', 'walljo01', 'bealbr01', 'gortama01', 'morrima02', 'templga01', 'dudleja01', 'hilarne01', 'sessira01', 'oubreke01', 'thornma01', 'hicksjj01', 'goodedr01']","[34, 35]",0,division,1102784619,1139028578,91898718.25,87617582.92307693
201603210BOS,BOS,BOS,ORL,7:30p,"TD Garden, Boston, Massachusetts",22,34,35,16,[],107,1,1.0,"['bradlav01', 'johnsam01', 'thomais02', 'turneev01', 'sullija01', 'smartma01', 'olynyke01', 'jerebjo01', 'roziete01', 'zellety01', 'youngja01', 'mickejo01', 'hunterj01']","[40, 30]",1,17,32,29,18,[],96,-3,1.0,"['oladivi01', 'fournev01', 'gordoaa01', 'jennibr01', 'dedmode01', 'paytoel01', 'smithja02', 'hezonma01', 'nichoan01', 'ilyaser01', 'marblde01', 'watsocj01', 'napiesh01']","[29, 40]",2,conference,554927873,611106755,42686759.461538464,47008211.92307692
201603210CHI,CHI,CHI,SAC,8:00p,"United Center, Chicago, Illinois",30,29,23,27,[],109,2,2.0,"['butleji01', 'gibsota01', 'rosede01', 'dunlemi02', 'gasolpa01', 'mcderdo01', 'mirotni01', 'holidju01', 'portibo01', 'brookaa01', 'snellto01', 'mooreet01', 'feliccr01']","[35, 33]",1,26,25,30,21,[],102,1,1.0,"['couside01', 'gayru01', 'rondora01', 'anderja01', 'acyqu01', 'collida01', 'casspom01', 'belinma01', 'butleca01', 'koufoko01', 'caulewi01', 'mclembe01', 'curryse01']","[27, 42]",0,none,1019415010,727946733,78416539.23076923,55995902.538461536
201603210CHO,CHO,CHO,SAS,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",7,29,31,24,[],91,-1,2.0,"['batumni01', 'leeco01', 'walkeke02', 'zelleco01', 'willima02', 'linje01', 'kaminfr01', 'jeffeal01', 'lambje01', 'hawessp01', 'hansbty01', 'gutiejo01', 'danietr01']","[39, 30]",0,28,23,21,16,[],88,6,2.0,"['parketo01', 'aldrila01', 'duncati01', 'leonaka01', 'greenda02', 'ginobma01', 'millspa02', 'diawbo01', 'westda01', 'martike02', 'anderky01', 'millean02', 'bonnema01']","[59, 10]",1,none,971311076,1539430057,74716236.61538461,118417696.6923077
201603210CLE,CLE,CLE,DEN,7:00p,"Quicken Loans Arena, Cleveland, Ohio",38,18,31,37,[],124,-1,2.0,"['jamesle01', 'smithjr01', 'fryech01', 'irvinky01', 'mozgoti01', 'shumpim01', 'dellama01', 'jefferi01', 'thomptr01', 'jonesja02', 'kaunsa01', 'mcraejo01', 'loveke01']","[49, 20]",1,23,25,24,19,[],91,1,2.0,"['harriga01', 'arthuda01', 'mudiaem01', 'jokicni01', 'sampsja02', 'bartowi01', 'nurkiju01', 'augusdj01', 'toupaax01', 'lauvejo01', 'millemi01', 'farieke01', 'nelsoja01']","[29, 41]",0,none,1422015772,673225229,109385828.61538461,51786556.07692308
201603210DET,DET,DET,MIL,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",17,28,20,27,[],92,2,2.0,"['caldwke01', 'morrima03', 'harrito02', 'drumman01', 'jacksre01', 'blakest01', 'tollian01', 'johnsst04', 'baynear01', 'hillida01', 'bullore01', 'brownlo01', 'anthojo01']","[36, 34]",2,30,18,26,17,[],91,-1,1.0,"['bayleje01', 'antetgi01', 'parkeja01', 'monrogr01', 'middlkh01', 'hensojo01', 'plumlmi01', 'cunnija01', 'inglida01', 'ennisty01', 'obryajo01', 'novakst01', 'cartemi01']","[30, 40]",1,division,747780592,657179733,57521584.0,50552287.15384615
201603210IND,IND,IND,PHI,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",25,22,19,25,[],91,-2,2.0,"['georgpa01', 'ellismo01', 'mahinia01', 'turnemy01', 'hillge01', 'allenla01', 'stuckro01', 'milescj01', 'hilljo01', 'lawsoty01', 'hillso01', 'youngjo01', 'robingl02']","[36, 33]",1,18,18,20,19,[],75,-5,1.0,"['grantje01', 'thompho01', 'smithis01', 'canaais01', 'noelne01', 'landrca01', 'mccontj01', 'weemsso01', 'stausni01', 'brandel01', 'marshke01', 'holmeri01', 'covinro01']","[9, 61]",0,conference,850775485,500708550,65444268.07692308,38516042.307692304
201603210MIN,GSW,MIN,GSW,8:00p,"Target Center, Minneapolis, Minnesota",29,29,31,15,[],104,-1,3.0,"['wiggian01', 'lavinza01', 'townska01', 'rubiori01', 'dienggo01', 'princta01', 'muhamsh01', 'jonesty01', 'smithgr02', 'rudezda01', 'paynead01', 'bjeline01']","[22, 47]",0,27,34,28,20,[],109,-1,2.0,"['greendr01', 'curryst01', 'barneha02', 'thompkl01', 'mcadoja01', 'rushbr01', 'livinsh01', 'barbole01', 'speigma01', 'varejan01', 'clarkia01', 'bogutan01']","[62, 7]",1,conference,706070671,1087234325,58839222.583333336,90602860.41666667
201603210PHO,MEM,PHO,MEM,10:00p,"Talking Stick Resort Arena, Phoenix, Arizona",21,29,23,24,[],97,1,3.0,"['tuckepj01', 'knighbr03', 'bookede01', 'lenal01', 'chandty01', 'leuerjo01', 'teletmi01', 'pricero01', 'jenkijo01', 'budinch01', 'willial03', 'goodwar01']","[19, 50]",2,24,15,31,33,[],103,1,2.0,"['barnema02', 'randoza01', 'allento01', 'mccalra01', 'holliry01', 'farmajo01', 'stephla01', 'greenja01', 'cartevi01', 'munfoxa02', 'martija01', 'stephal01', 'anderch01']","[40, 30]",1,conference,602806372,603133117,50233864.333333336,46394855.15384615
201603220BRK,CHO,BRK,CHO,7:30p,"Barclays Center, Brooklyn, New York",14,22,28,36,[],100,-2,3.0,"['lopezbr01', 'youngth01', 'bogdabo02', 'sloando01', 'ellinwa01', 'kilpase01', 'larkish01', 'holliro01', 'robinth01', 'brownma02', 'simshe01', 'reedwi02', 'mcculch01']","[19, 50]",0,25,21,21,38,[],105,1,1.0,"['batumni01', 'walkeke02', 'kaminfr01', 'leeco01', 'zelleco01', 'linje01', 'jeffeal01', 'hawessp01', 'lambje01', 'willima02', 'hansbty01', 'gutiejo01', 'danietr01']","[40, 30]",2,conference,476869473,971311076,36682267.15384615,74716236.61538461
201603220LAL,LAL,LAL,MEM,10:30p,"STAPLES Center, Los Angeles, California",25,23,33,26,[],107,-4,4.0,"['randlju01', 'clarkjo01', 'bryanko01', 'russeda01', 'hibbero01', 'bassbr01', 'willilo02', 'huertma01', 'blackta01', 'artesro01', 'youngni01', 'sacrero01', 'nancela02']","[14, 55]",0,25,22,31,22,[],100,2,1.0,"['randoza01', 'barnema02', 'allento01', 'mccalra01', 'anderch01', 'farmajo01', 'stephla01', 'greenja01', 'cartevi01', 'martija01', 'holliry01', 'munfoxa02', 'hairspj02']","[41, 30]",3,conference,961375803,605403147,73951984.84615384,46569472.84615385
201603220NOP,MIA,NOP,MIA,8:00p,"Smoothie King Center, New Orleans, Louisiana",21,19,33,26,[],99,1,2.0,"['holidjr01', 'babbilu01', 'douglto01', 'cunnida01', 'asikom01', 'fraziti01', 'geeal01', 'perkike01', 'ajincal01', 'anderry01', 'davisan02', 'coleno01']","[26, 43]",0,35,24,27,27,[],113,1,3.0,"['dragigo01', 'johnsjo02', 'wadedw01', 'denglu01', 'stoudam01', 'winslju01', 'whiteha01', 'richajo01', 'greenge01', 'mcrobjo01', 'hasleud01', 'johnsty01']","[40, 29]",1,none,713353262,1279049361,59446105.166666664,106587446.75
201603220OKC,OKC,OKC,HOU,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",28,27,23,33,[],111,4,3.0,"['westbru01', 'duranke01', 'ibakase01', 'adamsst01', 'roberan03', 'waitedi01', 'foyera01', 'kanteen01', 'payneca01', 'morroan01', 'mohamna01', 'huestjo01', 'collini01']","[48, 22]",1,27,29,21,30,[],107,-1,3.0,"['hardeja01', 'arizatr01', 'howardw01', 'beverpa01', 'motiedo01', 'breweco01', 'terryja01', 'beaslmi01', 'capelca01', 'mcdankj01', 'smithjo03', 'joneste01', 'harremo01']","[35, 35]",1,conference,1282139142,1155015693,98626087.84615384,88847361.0
201603230BOS,BOS,BOS,TOR,7:30p,"TD Garden, Boston, Massachusetts",25,21,23,22,[],91,2,2.0,"['bradlav01', 'thomais02', 'johnsam01', 'turneev01', 'sullija01', 'smartma01', 'olynyke01', 'roziete01', 'jerebjo01', 'zellety01', 'mickejo01', 'hunterj01']","[41, 30]",0,25,21,16,17,[],79,4,3.0,"['derozde01', 'josepco01', 'scolalu01', 'valanjo01', 'powelno01', 'rosste01', 'biyombi01', 'thompja02', 'wrighde01', 'johnsja01', 'noguelu01', 'lowryky01', 'cabocbr01']","[48, 21]",3,division,549678353,1043978243,45806529.416666664,80306018.6923077
201603230CHI,NYK,CHI,NYK,8:00p,"United Center, Chicago, Illinois",30,25,18,34,[],107,3,2.0,"['butleji01', 'rosede01', 'dunlemi02', 'gasolpa01', 'gibsota01', 'mirotni01', 'mcderdo01', 'portibo01', 'brookaa01', 'holidju01', 'snellto01', 'mooreet01', 'feliccr01']","[36, 33]",1,23,34,35,23,[],115,-3,3.0,"['anthoca01', 'caldejo01', 'lopezro01', 'porzikr01', 'vujacsa01', 'afflaar01', 'grantje02', 'willide02', 'serapke01', 'gallola01', 'oquinky01', 'amundlo01']","[28, 43]",1,conference,1019415010,753566532,78416539.23076923,62797211.0
201603230CLE,CLE,CLE,MIL,7:00p,"Quicken Loans Arena, Cleveland, Ohio",35,28,28,22,[],113,1,2.0,"['irvinky01', 'jamesle01', 'smithjr01', 'loveke01', 'mozgoti01', 'thomptr01', 'dellama01', 'shumpim01', 'fryech01', 'mcraejo01', 'kaunsa01', 'jonesja02', 'jefferi01']","[50, 20]",1,25,36,26,17,[],104,-2,2.0,"['antetgi01', 'middlkh01', 'bayleje01', 'parkeja01', 'monrogr01', 'plumlmi01', 'hensojo01', 'ennisty01', 'cunnija01', 'inglida01', 'obryajo01', 'novakst01', 'cartemi01']","[30, 41]",1,division,1422015772,657179733,109385828.61538461,50552287.15384615
