,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
201411140LAL,0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150WAS,1,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150WAS,0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150CLE,1,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150CLE,0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150TOR,1,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150TOR,0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150CHI,1,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150CHI,0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150MEM,1,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150MEM,0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150DAL,1,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150DAL,0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150SAC,1,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150SAC,0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150POR,1,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150POR,0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150LAC,1,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150LAC,0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150GSW,1,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411150GSW,0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411160NYK,1,NYK,240.0,36.5,82.8,0.4431,6.9,17.7,0.4165,12.5,15.9,0.7791,11.4,27.8,39.2,21.6,5.8,3.6,12.4,25.2,92.4,0.5166,0.4849,0.2125,0.1941,26.71,73.93,48.91,59.16,6.62,6.45,12.12,100.0,105.29,112.24,45.67625,45.67625,2.026,0.4753
201411160NYK,0,NYK,240.0,36.5,82.8,0.4431,6.9,17.7,0.4165,12.5,15.9,0.7791,11.4,27.8,39.2,21.6,5.8,3.6,12.4,25.2,92.4,0.5166,0.4849,0.2125,0.1941,26.71,73.93,48.91,59.16,6.62,6.45,12.12,100.0,105.29,112.24,45.67625,45.67625,2.026,0.4753
201411160MIA,1,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411160MIA,0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411160OKC,1,OKC,242.5,34.4,79.5,0.4361,7.4,22.4,0.3208,15.8,22.2,0.6414,10.1,32.8,42.9,19.6,5.3,4.1,15.2,21.7,92.0,0.5181,0.4824,0.2819,0.2907,25.0,74.72,51.21,57.33,5.76,7.21,14.62,100.0,101.4,106.4,47.5725,48.10817708,1.9375,0.4119
201411160OKC,0,OKC,242.5,34.4,79.5,0.4361,7.4,22.4,0.3208,15.8,22.2,0.6414,10.1,32.8,42.9,19.6,5.3,4.1,15.2,21.7,92.0,0.5181,0.4824,0.2819,0.2907,25.0,74.72,51.21,57.33,5.76,7.21,14.62,100.0,101.4,106.4,47.5725,48.10817708,1.9375,0.4119
201411160LAL,1,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411160LAL,0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170CLE,1,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170CLE,0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170CHO,1,CHO,247.5,36.1,83.1,0.4343,5.7,17.3,0.3324,18.2,24.6,0.7521,10.0,33.0,43.0,20.7,6.1,4.0,12.8,18.3,96.1,0.5119,0.4687,0.2083,0.299,23.09,78.83,50.71,57.06,6.49,6.53,12.07,100.0,102.13,106.08,48.7925,50.59158854,1.9704,0.4214
201411170CHO,0,CHO,247.5,36.1,83.1,0.4343,5.7,17.3,0.3324,18.2,24.6,0.7521,10.0,33.0,43.0,20.7,6.1,4.0,12.8,18.3,96.1,0.5119,0.4687,0.2083,0.299,23.09,78.83,50.71,57.06,6.49,6.53,12.07,100.0,102.13,106.08,48.7925,50.59158854,1.9704,0.4214
201411170DET,1,DET,242.5,35.0,83.8,0.4192,7.9,22.6,0.3489,15.1,22.8,0.6513,12.0,34.1,46.1,18.1,5.0,4.7,12.4,21.3,93.0,0.497,0.4665,0.2695,0.2759,25.88,75.23,50.42,51.85,5.44,7.26,11.65,100.0,101.61,105.78,47.515,48.02606771,1.9606,0.3816
201411170DET,0,DET,242.5,35.0,83.8,0.4192,7.9,22.6,0.3489,15.1,22.8,0.6513,12.0,34.1,46.1,18.1,5.0,4.7,12.4,21.3,93.0,0.497,0.4665,0.2695,0.2759,25.88,75.23,50.42,51.85,5.44,7.26,11.65,100.0,101.61,105.78,47.515,48.02606771,1.9606,0.3816
201411170BOS,1,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170BOS,0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170BRK,1,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170BRK,0,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170MEM,1,MEM,240.0,35.3,80.1,0.4416,5.3,14.3,0.3735,20.5,25.8,0.7911,10.9,29.7,40.6,20.0,8.5,3.0,12.2,20.2,96.4,0.5276,0.4745,0.1784,0.3233,25.66,71.7,48.15,56.74,9.44,4.92,11.75,100.0,107.05,101.4,46.8275,46.8275,2.0607,0.4277
201411170MEM,0,MEM,240.0,35.3,80.1,0.4416,5.3,14.3,0.3735,20.5,25.8,0.7911,10.9,29.7,40.6,20.0,8.5,3.0,12.2,20.2,96.4,0.5276,0.4745,0.1784,0.3233,25.66,71.7,48.15,56.74,9.44,4.92,11.75,100.0,107.05,101.4,46.8275,46.8275,2.0607,0.4277
201411170SAS,1,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170SAS,0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170POR,1,POR,240.0,38.6,85.3,0.4536,10.8,27.7,0.3848,16.6,21.0,0.7871,12.6,34.6,47.2,24.2,5.6,5.9,13.3,21.0,104.6,0.5541,0.5171,0.3262,0.2515,28.5,75.25,52.5,62.86,5.99,8.65,12.34,100.0,112.72,103.62,47.9875,47.9875,2.1798,0.504
201411170POR,0,POR,240.0,38.6,85.3,0.4536,10.8,27.7,0.3848,16.6,21.0,0.7871,12.6,34.6,47.2,24.2,5.6,5.9,13.3,21.0,104.6,0.5541,0.5171,0.3262,0.2515,28.5,75.25,52.5,62.86,5.99,8.65,12.34,100.0,112.72,103.62,47.9875,47.9875,2.1798,0.504
201411170LAC,1,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411170LAC,0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411180ATL,1,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411180ATL,0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411180MIL,1,MIL,242.5,35.9,82.0,0.4392,5.5,18.6,0.2928,14.5,19.4,0.7564,11.0,31.8,42.8,21.0,9.3,5.3,16.2,23.6,91.8,0.508,0.4727,0.2276,0.2394,25.2,74.39,49.97,58.33,9.98,8.52,15.08,100.0,98.32,99.07,48.2075,48.74083333,1.9049,0.4365
201411180MIL,0,MIL,242.5,35.9,82.0,0.4392,5.5,18.6,0.2928,14.5,19.4,0.7564,11.0,31.8,42.8,21.0,9.3,5.3,16.2,23.6,91.8,0.508,0.4727,0.2276,0.2394,25.2,74.39,49.97,58.33,9.98,8.52,15.08,100.0,98.32,99.07,48.2075,48.74083333,1.9049,0.4365
201411180UTA,1,UTA,240.0,35.9,77.0,0.4655,7.9,23.4,0.3364,18.3,23.9,0.757,10.2,30.2,40.4,22.3,6.2,4.9,14.1,19.3,98.0,0.5598,0.5173,0.3039,0.3136,25.9,73.85,50.44,62.33,6.86,7.86,13.94,100.0,109.21,114.85,46.12625,46.12625,2.1235,0.4852
201411180UTA,0,UTA,240.0,35.9,77.0,0.4655,7.9,23.4,0.3364,18.3,23.9,0.757,10.2,30.2,40.4,22.3,6.2,4.9,14.1,19.3,98.0,0.5598,0.5173,0.3039,0.3136,25.9,73.85,50.44,62.33,6.86,7.86,13.94,100.0,109.21,114.85,46.12625,46.12625,2.1235,0.4852
201411180SAC,1,SAC,245.0,34.9,79.0,0.4435,4.5,15.1,0.2939,28.5,35.1,0.8073,11.6,34.5,46.1,17.7,7.0,4.2,15.1,25.7,102.8,0.5449,0.4726,0.1924,0.4473,29.29,78.6,55.17,51.08,7.35,7.12,13.73,100.0,108.25,107.02,49.58625,50.74796875,2.0769,0.3589
201411180SAC,0,SAC,245.0,34.9,79.0,0.4435,4.5,15.1,0.2939,28.5,35.1,0.8073,11.6,34.5,46.1,17.7,7.0,4.2,15.1,25.7,102.8,0.5449,0.4726,0.1924,0.4473,29.29,78.6,55.17,51.08,7.35,7.12,13.73,100.0,108.25,107.02,49.58625,50.74796875,2.0769,0.3589
201411190WAS,1,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411190WAS,0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411190CLE,1,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411190CLE,0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411190PHI,1,PHI,240.0,32.7,81.1,0.4052,7.7,25.2,0.3067,15.4,24.2,0.6428,10.8,28.6,39.4,19.7,9.8,5.7,18.0,22.8,88.5,0.485,0.453,0.3116,0.3016,22.55,72.93,45.81,59.24,10.07,10.19,16.43,100.0,91.16,108.35,49.8975,49.8975,1.7774,0.396
201411190PHI,0,PHI,240.0,32.7,81.1,0.4052,7.7,25.2,0.3067,15.4,24.2,0.6428,10.8,28.6,39.4,19.7,9.8,5.7,18.0,22.8,88.5,0.485,0.453,0.3116,0.3016,22.55,72.93,45.81,59.24,10.07,10.19,16.43,100.0,91.16,108.35,49.8975,49.8975,1.7774,0.396
201411190ORL,1,ORL,242.5,38.5,81.1,0.4752,7.7,18.3,0.4271,13.5,19.3,0.6969,8.9,33.3,42.2,21.9,6.5,3.7,15.4,23.0,98.2,0.5495,0.5234,0.227,0.2427,21.2,78.08,50.3,57.09,6.91,5.97,14.52,100.0,104.82,104.45,48.38375,48.95158854,2.0333,0.4562
201411190ORL,0,ORL,242.5,38.5,81.1,0.4752,7.7,18.3,0.4271,13.5,19.3,0.6969,8.9,33.3,42.2,21.9,6.5,3.7,15.4,23.0,98.2,0.5495,0.5234,0.227,0.2427,21.2,78.08,50.3,57.09,6.91,5.97,14.52,100.0,104.82,104.45,48.38375,48.95158854,2.0333,0.4562
201411190IND,1,IND,242.5,34.4,81.9,0.4206,7.6,22.8,0.3359,14.4,19.4,0.7655,12.3,33.6,45.9,17.3,3.9,5.6,15.1,20.3,90.8,0.5028,0.4674,0.2803,0.2394,28.94,79.82,54.06,50.58,4.37,9.26,14.31,100.0,100.93,104.19,46.9575,47.4965625,1.9364,0.3677
201411190IND,0,IND,242.5,34.4,81.9,0.4206,7.6,22.8,0.3359,14.4,19.4,0.7655,12.3,33.6,45.9,17.3,3.9,5.6,15.1,20.3,90.8,0.5028,0.4674,0.2803,0.2394,28.94,79.82,54.06,50.58,4.37,9.26,14.31,100.0,100.93,104.19,46.9575,47.4965625,1.9364,0.3677
201411190TOR,1,TOR,240.0,37.2,82.6,0.4519,7.2,21.6,0.3395,24.4,31.1,0.7859,10.3,29.4,39.7,18.1,8.5,4.9,11.0,22.1,106.0,0.5521,0.4956,0.2615,0.3793,23.84,72.48,48.0,49.12,9.06,8.89,10.23,100.0,113.7,103.45,49.03625,49.03625,2.1638,0.3688
201411190TOR,0,TOR,240.0,37.2,82.6,0.4519,7.2,21.6,0.3395,24.4,31.1,0.7859,10.3,29.4,39.7,18.1,8.5,4.9,11.0,22.1,106.0,0.5521,0.4956,0.2615,0.3793,23.84,72.48,48.0,49.12,9.06,8.89,10.23,100.0,113.7,103.45,49.03625,49.03625,2.1638,0.3688
201411190DET,1,DET,242.5,35.1,83.4,0.4223,8.4,22.4,0.3716,15.8,23.3,0.6684,12.2,33.5,45.7,18.3,5.1,4.6,12.3,20.5,94.4,0.5055,0.4729,0.2685,0.2833,26.43,76.36,50.86,52.32,5.57,7.19,11.59,100.0,103.68,108.37,47.28375,47.79481771,1.9976,0.3872
201411190DET,0,DET,242.5,35.1,83.4,0.4223,8.4,22.4,0.3716,15.8,23.3,0.6684,12.2,33.5,45.7,18.3,5.1,4.6,12.3,20.5,94.4,0.5055,0.4729,0.2685,0.2833,26.43,76.36,50.86,52.32,5.57,7.19,11.59,100.0,103.68,108.37,47.28375,47.79481771,1.9976,0.3872
201411190BRK,1,BRK,240.0,37.7,81.2,0.4648,7.3,20.6,0.3426,17.4,21.9,0.8033,9.6,31.8,41.4,19.0,7.3,4.2,13.6,22.2,100.1,0.5519,0.5112,0.2566,0.2754,23.86,73.56,49.65,50.54,7.95,6.99,12.93,100.0,108.36,108.04,47.80125,47.80125,2.0995,0.3995
201411190BRK,0,BRK,240.0,37.7,81.2,0.4648,7.3,20.6,0.3426,17.4,21.9,0.8033,9.6,31.8,41.4,19.0,7.3,4.2,13.6,22.2,100.1,0.5519,0.5112,0.2566,0.2754,23.86,73.56,49.65,50.54,7.95,6.99,12.93,100.0,108.36,108.04,47.80125,47.80125,2.0995,0.3995
201411190MIN,1,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411190MIN,0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411190DEN,1,DEN,240.0,36.9,86.0,0.4295,8.4,25.5,0.3277,19.3,25.9,0.7356,12.0,31.4,43.4,20.4,6.6,4.9,14.1,25.1,101.5,0.5221,0.4788,0.299,0.3001,25.51,76.27,49.36,55.47,6.85,8.02,12.66,100.0,104.93,110.45,50.20125,50.20125,2.0241,0.4071
201411190DEN,0,DEN,240.0,36.9,86.0,0.4295,8.4,25.5,0.3277,19.3,25.9,0.7356,12.0,31.4,43.4,20.4,6.6,4.9,14.1,25.1,101.5,0.5221,0.4788,0.299,0.3001,25.51,76.27,49.36,55.47,6.85,8.02,12.66,100.0,104.93,110.45,50.20125,50.20125,2.0241,0.4071
201411190HOU,1,HOU,240.0,33.2,77.9,0.4282,11.4,33.2,0.3515,19.0,27.2,0.711,12.2,31.3,43.5,19.4,9.2,5.9,18.4,22.6,96.8,0.542,0.5023,0.4283,0.3538,29.09,72.84,51.66,58.27,9.8,9.82,16.99,100.0,104.56,98.93,48.51,48.51,1.9995,0.4004
201411190HOU,0,HOU,240.0,33.2,77.9,0.4282,11.4,33.2,0.3515,19.0,27.2,0.711,12.2,31.3,43.5,19.4,9.2,5.9,18.4,22.6,96.8,0.542,0.5023,0.4283,0.3538,29.09,72.84,51.66,58.27,9.8,9.82,16.99,100.0,104.56,98.93,48.51,48.51,1.9995,0.4004
201411200MIA,1,MIA,240.0,34.5,74.5,0.4623,9.0,22.7,0.3961,18.5,25.4,0.7189,7.8,28.9,36.7,23.0,8.7,3.3,13.6,21.9,96.5,0.5623,0.5229,0.3061,0.342,20.92,74.82,47.74,65.93,9.67,6.14,13.64,100.0,107.66,107.22,46.1825,46.1825,2.0858,0.4949
201411200MIA,0,MIA,240.0,34.5,74.5,0.4623,9.0,22.7,0.3961,18.5,25.4,0.7189,7.8,28.9,36.7,23.0,8.7,3.3,13.6,21.9,96.5,0.5623,0.5229,0.3061,0.342,20.92,74.82,47.74,65.93,9.67,6.14,13.64,100.0,107.66,107.22,46.1825,46.1825,2.0858,0.4949
201411200SAC,1,SAC,245.0,36.3,79.8,0.4569,4.6,14.4,0.3136,27.9,34.5,0.802,11.8,34.5,46.3,18.7,6.2,4.1,14.0,24.6,105.1,0.5543,0.4864,0.1821,0.4361,30.19,79.24,56.04,51.71,6.6,6.85,12.87,100.0,111.59,109.25,49.19375,50.35546875,2.1357,0.3813
201411200SAC,0,SAC,245.0,36.3,79.8,0.4569,4.6,14.4,0.3136,27.9,34.5,0.802,11.8,34.5,46.3,18.7,6.2,4.1,14.0,24.6,105.1,0.5543,0.4864,0.1821,0.4361,30.19,79.24,56.04,51.71,6.6,6.85,12.87,100.0,111.59,109.25,49.19375,50.35546875,2.1357,0.3813
201411210PHI,1,PHI,240.0,32.7,80.8,0.4065,7.8,25.2,0.3114,15.2,23.3,0.6575,10.2,29.4,39.6,20.2,9.8,5.4,18.4,21.9,88.4,0.4877,0.455,0.3124,0.2923,21.57,74.67,46.24,60.71,10.02,9.62,16.82,100.0,90.61,107.63,50.03375,50.03375,1.7705,0.4048
201411210PHI,0,PHI,240.0,32.7,80.8,0.4065,7.8,25.2,0.3114,15.2,23.3,0.6575,10.2,29.4,39.6,20.2,9.8,5.4,18.4,21.9,88.4,0.4877,0.455,0.3124,0.2923,21.57,74.67,46.24,60.71,10.02,9.62,16.82,100.0,90.61,107.63,50.03375,50.03375,1.7705,0.4048
201411210CHO,1,CHO,245.0,36.3,82.4,0.4406,6.2,17.4,0.3564,16.2,22.4,0.7154,9.9,31.3,41.2,20.3,5.0,3.6,11.4,18.5,95.0,0.515,0.4784,0.2119,0.2756,22.62,75.6,48.47,55.67,5.46,6.08,10.92,100.0,103.54,110.81,47.27,48.49734375,2.0097,0.4279
201411210CHO,0,CHO,245.0,36.3,82.4,0.4406,6.2,17.4,0.3564,16.2,22.4,0.7154,9.9,31.3,41.2,20.3,5.0,3.6,11.4,18.5,95.0,0.515,0.4784,0.2119,0.2756,22.62,75.6,48.47,55.67,5.46,6.08,10.92,100.0,103.54,110.81,47.27,48.49734375,2.0097,0.4279
201411210ATL,1,ATL,245.0,37.8,81.2,0.4668,9.2,24.6,0.3746,17.8,22.8,0.7702,9.1,29.9,39.0,24.8,8.6,5.0,14.3,19.6,102.6,0.5647,0.5243,0.3042,0.2888,21.95,73.02,47.82,65.77,9.17,8.5,13.52,100.0,109.08,110.18,48.615,49.83739583,2.1171,0.5104
201411210ATL,0,ATL,245.0,37.8,81.2,0.4668,9.2,24.6,0.3746,17.8,22.8,0.7702,9.1,29.9,39.0,24.8,8.6,5.0,14.3,19.6,102.6,0.5647,0.5243,0.3042,0.2888,21.95,73.02,47.82,65.77,9.17,8.5,13.52,100.0,109.08,110.18,48.615,49.83739583,2.1171,0.5104
201411210TOR,1,TOR,240.0,37.3,81.9,0.4566,7.3,21.6,0.3433,22.8,29.1,0.7887,9.4,29.0,38.4,17.9,8.1,4.6,10.9,21.9,104.7,0.5541,0.5012,0.2639,0.3583,22.18,71.37,46.79,48.41,8.7,8.2,10.27,100.0,113.03,103.07,48.61125,48.61125,2.1558,0.3693
201411210TOR,0,TOR,240.0,37.3,81.9,0.4566,7.3,21.6,0.3433,22.8,29.1,0.7887,9.4,29.0,38.4,17.9,8.1,4.6,10.9,21.9,104.7,0.5541,0.5012,0.2639,0.3583,22.18,71.37,46.79,48.41,8.7,8.2,10.27,100.0,113.03,103.07,48.61125,48.61125,2.1558,0.3693
201411210MEM,1,MEM,240.0,35.6,80.6,0.4422,5.2,13.6,0.3812,20.9,25.9,0.806,11.3,30.8,42.1,20.2,8.6,3.2,11.9,19.5,97.3,0.5289,0.4741,0.1683,0.3228,26.99,74.67,50.46,56.59,9.55,5.7,11.46,100.0,108.16,101.54,46.75125,46.75125,2.082,0.432
201411210MEM,0,MEM,240.0,35.6,80.6,0.4422,5.2,13.6,0.3812,20.9,25.9,0.806,11.3,30.8,42.1,20.2,8.6,3.2,11.9,19.5,97.3,0.5289,0.4741,0.1683,0.3228,26.99,74.67,50.46,56.59,9.55,5.7,11.46,100.0,108.16,101.54,46.75125,46.75125,2.082,0.432
201411210MIN,1,MIN,242.5,37.8,84.5,0.4471,5.6,15.0,0.3743,20.8,27.4,0.7594,12.8,29.6,42.4,20.8,8.0,3.7,15.0,21.8,102.0,0.5283,0.4801,0.1767,0.33,29.48,77.14,51.65,54.57,8.41,5.85,13.36,100.0,106.44,113.3,49.8575,50.41934896,2.0476,0.4171
201411210MIN,0,MIN,242.5,37.8,84.5,0.4471,5.6,15.0,0.3743,20.8,27.4,0.7594,12.8,29.6,42.4,20.8,8.0,3.7,15.0,21.8,102.0,0.5283,0.4801,0.1767,0.33,29.48,77.14,51.65,54.57,8.41,5.85,13.36,100.0,106.44,113.3,49.8575,50.41934896,2.0476,0.4171
201411210OKC,1,OKC,242.5,33.2,80.0,0.4167,8.1,23.2,0.3438,14.0,20.3,0.6262,10.9,31.7,42.6,18.2,5.0,4.9,14.2,21.8,88.5,0.4992,0.4667,0.2892,0.2629,24.87,73.03,49.07,55.37,5.56,9.27,13.81,100.0,99.42,106.49,46.47125,47.00692708,1.9074,0.3921
201411210OKC,0,OKC,242.5,33.2,80.0,0.4167,8.1,23.2,0.3438,14.0,20.3,0.6262,10.9,31.7,42.6,18.2,5.0,4.9,14.2,21.8,88.5,0.4992,0.4667,0.2892,0.2629,24.87,73.03,49.07,55.37,5.56,9.27,13.81,100.0,99.42,106.49,46.47125,47.00692708,1.9074,0.3921
201411210WAS,1,WAS,242.5,37.6,81.4,0.4642,5.3,15.3,0.3386,18.5,25.0,0.7416,9.4,32.4,41.8,24.5,8.8,4.4,13.1,23.2,99.0,0.5375,0.4968,0.1885,0.3096,22.2,76.15,49.41,65.05,9.29,7.46,12.43,100.0,105.09,103.3,48.4875,49.04440104,2.044,0.5059
201411210WAS,0,WAS,242.5,37.6,81.4,0.4642,5.3,15.3,0.3386,18.5,25.0,0.7416,9.4,32.4,41.8,24.5,8.8,4.4,13.1,23.2,99.0,0.5375,0.4968,0.1885,0.3096,22.2,76.15,49.41,65.05,9.29,7.46,12.43,100.0,105.09,103.3,48.4875,49.04440104,2.044,0.5059
201411210DAL,1,DAL,240.0,40.8,85.2,0.4788,9.4,26.7,0.351,17.7,22.1,0.7986,10.4,31.1,41.5,24.5,7.4,6.1,10.9,21.1,108.7,0.5727,0.5345,0.3153,0.2622,24.84,72.4,48.78,59.68,7.98,10.51,10.24,100.0,116.17,104.79,48.09875,48.09875,2.2588,0.51
201411210DAL,0,DAL,240.0,40.8,85.2,0.4788,9.4,26.7,0.351,17.7,22.1,0.7986,10.4,31.1,41.5,24.5,7.4,6.1,10.9,21.1,108.7,0.5727,0.5345,0.3153,0.2622,24.84,72.4,48.78,59.68,7.98,10.51,10.24,100.0,116.17,104.79,48.09875,48.09875,2.2588,0.51
201411210DEN,1,DEN,240.0,37.9,85.7,0.443,8.8,26.0,0.3372,18.7,25.0,0.7387,11.8,30.7,42.5,21.2,6.5,5.0,13.4,25.0,103.3,0.5354,0.4949,0.3062,0.2904,25.92,75.03,49.24,56.05,6.83,8.22,12.14,100.0,108.31,114.04,49.5875,49.5875,2.0893,0.4298
201411210DEN,0,DEN,240.0,37.9,85.7,0.443,8.8,26.0,0.3372,18.7,25.0,0.7387,11.8,30.7,42.5,21.2,6.5,5.0,13.4,25.0,103.3,0.5354,0.4949,0.3062,0.2904,25.92,75.03,49.24,56.05,6.83,8.22,12.14,100.0,108.31,114.04,49.5875,49.5875,2.0893,0.4298
201411210GSW,1,GSW,240.0,40.0,80.2,0.4996,10.1,25.4,0.3992,18.5,22.8,0.8075,8.5,35.7,44.2,25.5,8.3,5.9,19.3,22.4,108.6,0.6031,0.5627,0.3169,0.2867,21.26,75.0,51.2,63.22,8.34,9.69,17.66,100.0,109.16,98.84,50.915,50.915,2.1332,0.502
201411210GSW,0,GSW,240.0,40.0,80.2,0.4996,10.1,25.4,0.3992,18.5,22.8,0.8075,8.5,35.7,44.2,25.5,8.3,5.9,19.3,22.4,108.6,0.6031,0.5627,0.3169,0.2867,21.26,75.0,51.2,63.22,8.34,9.69,17.66,100.0,109.16,98.84,50.915,50.915,2.1332,0.502
201411210POR,1,POR,240.0,38.5,84.2,0.4588,10.4,26.7,0.3837,16.8,21.1,0.7924,12.3,35.0,47.3,23.9,5.9,5.1,14.1,21.2,104.2,0.5585,0.5206,0.3179,0.2565,28.03,75.68,52.68,62.22,6.31,7.42,13.13,100.0,112.0,103.83,48.01125,48.01125,2.1702,0.4974
201411210POR,0,POR,240.0,38.5,84.2,0.4588,10.4,26.7,0.3837,16.8,21.1,0.7924,12.3,35.0,47.3,23.9,5.9,5.1,14.1,21.2,104.2,0.5585,0.5206,0.3179,0.2565,28.03,75.68,52.68,62.22,6.31,7.42,13.13,100.0,112.0,103.83,48.01125,48.01125,2.1702,0.4974
201411220ORL,1,ORL,242.5,38.2,81.0,0.4722,7.6,18.9,0.4075,15.2,20.5,0.7395,8.3,34.2,42.5,20.6,6.3,3.0,15.0,20.3,99.2,0.5523,0.5198,0.2338,0.2571,19.98,80.97,51.05,54.24,6.65,4.7,14.13,100.0,105.15,104.5,48.71875,49.28658854,2.0399,0.4268
201411220ORL,0,ORL,242.5,38.2,81.0,0.4722,7.6,18.9,0.4075,15.2,20.5,0.7395,8.3,34.2,42.5,20.6,6.3,3.0,15.0,20.3,99.2,0.5523,0.5198,0.2338,0.2571,19.98,80.97,51.05,54.24,6.65,4.7,14.13,100.0,105.15,104.5,48.71875,49.28658854,2.0399,0.4268
201411220IND,1,IND,242.5,34.5,82.3,0.4196,7.0,22.2,0.3111,14.7,20.2,0.7509,12.6,33.8,46.4,16.9,3.7,5.6,14.4,20.1,90.7,0.4976,0.4622,0.2711,0.2486,29.45,79.76,54.25,49.28,4.16,9.18,13.59,100.0,101.28,103.38,46.8475,47.3865625,1.9392,0.3595
201411220IND,0,IND,242.5,34.5,82.3,0.4196,7.0,22.2,0.3111,14.7,20.2,0.7509,12.6,33.8,46.4,16.9,3.7,5.6,14.4,20.1,90.7,0.4976,0.4622,0.2711,0.2486,29.45,79.76,54.25,49.28,4.16,9.18,13.59,100.0,101.28,103.38,46.8475,47.3865625,1.9392,0.3595
201411220NYK,1,NYK,240.0,37.7,82.1,0.4612,7.8,18.7,0.4421,14.2,18.1,0.7789,11.0,27.8,38.8,20.9,5.9,3.9,13.5,24.4,97.4,0.5421,0.5092,0.2275,0.2261,26.86,71.16,48.48,55.33,6.55,6.74,12.99,100.0,108.57,114.23,46.59875,46.59875,2.0919,0.4497
201411220NYK,0,NYK,240.0,37.7,82.1,0.4612,7.8,18.7,0.4421,14.2,18.1,0.7789,11.0,27.8,38.8,20.9,5.9,3.9,13.5,24.4,97.4,0.5421,0.5092,0.2275,0.2261,26.86,71.16,48.48,55.33,6.55,6.74,12.99,100.0,108.57,114.23,46.59875,46.59875,2.0919,0.4497
